surface,condition,seed,recon_per_dim,E_mu,E_Sigma,sigma_min_p5,gt_mfpt,lr_mfpt,mfpt_err,gt_rate,lr_rate,rate_err,transition_frac,gt_transition_frac,gt_transitions,lr_transitions,W2@1.0
paraboloid,baseline,42,0.0006671051325445825,0.0491105355322361,0.028246082365512848,1.1548022031784058,7.012070655822754,7.138516426086426,0.01803258644558474,0.441,0.3612,0.18095238095238092,0.836,0.908,4410,3612,0.2216743034347547
paraboloid,T,42,0.000249305253171108,0.002344051841646433,0.0006079514278098941,1.0498709678649902,7.012070655822754,6.790644645690918,0.031577834993428935,0.441,0.3877,0.12086167800453518,0.838,0.908,4410,3877,0.17486864269008845
paraboloid,F,42,0.008631440726193514,0.902073323726654,0.968981146812439,1.7581450939178467,7.012070655822754,6.94873571395874,0.009032273770861245,0.441,0.4817,0.09229024943310661,0.902,0.908,4410,4817,0.3415446903789411
paraboloid,C,42,0.006415413861924952,0.4024178683757782,0.5827174186706543,2.739853620529175,7.012070655822754,2.0827598571777344,0.7029750612327,0.441,1.1946,1.708843537414966,1.0,0.908,4410,11946,0.44850102748880727
paraboloid,T+F,42,0.00020135227929462087,0.003114175284281373,0.001312876003794372,1.3009124994277954,7.012070655822754,7.326601505279541,0.04485563036869913,0.441,0.3272,0.2580498866213152,0.824,0.908,4410,3272,0.2205486022686995
paraboloid,baseline,1042,0.0002196931957521222,0.025309830904006958,0.02240833453834057,1.23495614528656,7.09271764755249,7.938226222991943,0.11920798450664617,0.407,0.3208,0.2117936117936118,0.778,0.898,4070,3208,0.15699779628616303
paraboloid,T,1042,0.0001451028934256597,0.0020189995411783457,0.0004639728576876223,1.1072365045547485,7.09271764755249,6.791250705718994,0.042503728022716986,0.407,0.4366,0.07272727272727277,0.896,0.898,4070,4366,0.14247808338074566
paraboloid,F,1042,0.008732879703695124,0.8398758172988892,1.0021872520446777,1.677100658416748,7.09271764755249,7.359233856201172,0.0375760352931361,0.407,0.4088,0.004422604422604481,0.862,0.898,4070,4088,0.3136429638680146
paraboloid,C,1042,0.008739107034423134,0.831551730632782,0.9842190742492676,4.0340166091918945,7.09271764755249,1.6125836372375488,0.7726423470707298,0.407,0.1647,0.5953316953316953,0.418,0.898,4070,1647,0.5683509161145995
paraboloid,T+F,1042,0.0001381847012618726,0.004401985555887222,0.0015608968678861856,1.3245041370391846,7.09271764755249,6.44679069519043,0.09106903509474297,0.407,0.4694,0.15331695331695336,0.916,0.898,4070,4694,0.12192261474885563
