surface,condition,seed,recon_per_dim,E_mu,E_Sigma,sigma_min_p5,gt_mfpt,lr_mfpt,mfpt_err,gt_rate,lr_rate,rate_err,transition_frac,gt_transition_frac,gt_transitions,lr_transitions,W2@1.0
paraboloid,baseline,42,0.00021246951920065013,0.01725357212126255,0.010853671468794346,1.223568320274353,7.012070655822754,7.494422912597656,0.06878884718230296,0.441,0.3345,0.24149659863945575,0.832,0.908,4410,3345,0.21709385424164332
paraboloid,T,42,5.8481930120086126e-05,0.0005840789526700974,0.00018748760339803994,1.0763425827026367,7.012070655822754,5.732490062713623,0.18248255842182365,0.441,0.531,0.20408163265306128,0.932,0.908,4410,5310,0.22976994909571244
paraboloid,F,42,0.0036570886996659365,0.2718741297721863,0.30674558877944946,1.633217692375183,7.012070655822754,5.603750705718994,0.20084223608532878,0.441,0.7325,0.6609977324263039,0.96,0.908,4410,7325,0.277053806098827
paraboloid,C,42,0.0007422386075962673,0.07656952738761902,0.06595947593450546,3.6077771186828613,7.012070655822754,2.9045815467834473,0.5857740617072204,0.441,1.0086,1.2870748299319725,0.956,0.908,4410,10086,0.37469630659760583
paraboloid,T+F,42,3.3807438078590415e-05,0.0010402300395071507,0.0002794508764054626,1.3142808675765991,7.012070655822754,6.222072124481201,0.11266265987858319,0.441,0.4097,0.0709750566893424,0.83,0.908,4410,4097,0.17120329045827964
paraboloid,baseline,1042,0.00018578708510507238,0.012376613914966583,0.006530649960041046,1.2688599824905396,7.09271764755249,5.928937911987305,0.16408093390927175,0.407,0.5374,0.32039312039312046,0.942,0.898,4070,5374,0.124499132904036
paraboloid,T,1042,0.0002188435544005849,0.0018396928207948804,0.0009964978089556098,1.0617321729660034,7.09271764755249,6.30910062789917,0.11048191378712585,0.407,0.4582,0.12579852579852585,0.89,0.898,4070,4582,0.14284291968044854
paraboloid,F,1042,0.0010659192604097452,0.11000172048807144,0.11441454291343689,1.3937174081802368,7.09271764755249,5.680569648742676,0.1990982961653788,0.407,0.5873,0.4429975429975432,0.912,0.898,4070,5873,0.23575352247242098
paraboloid,C,1042,0.006306629966605793,0.3604944944381714,0.4329131841659546,3.7877941131591797,7.09271764755249,2.757827043533325,0.6111748443158486,0.407,0.953,1.3415233415233416,0.994,0.898,4070,9530,0.45958909385036045
paraboloid,T+F,1042,2.053981138901277e-05,0.0006701578386127949,0.00022761625587008893,1.3385963439941406,7.09271764755249,6.450274467468262,0.09057785915190332,0.407,0.452,0.11056511056511067,0.874,0.898,4070,4520,0.13049778872110918
