surface,condition,seed,recon_per_dim,E_mu,E_Sigma,sigma_min_p5,gt_mfpt,lr_mfpt,mfpt_err,gt_rate,lr_rate,rate_err,transition_frac,gt_transition_frac,gt_transitions,lr_transitions,W2@1.0
paraboloid,T,5042,0.0003184874852498372,0.009558266028761864,0.004991288762539625,1.0417463779449463,7.195063591003418,7.949580192565918,0.10486586977576326,0.39759,0.32482,0.18302774214643225,0.7162,0.8504,39759,32482,0.2975086783097029
paraboloid,T+F,5042,2.698177953635282e-05,0.007996838539838791,0.002189056947827339,1.3075971603393555,7.195063591003418,6.767799377441406,0.059382965578824824,0.39759,0.42163,0.06046429739178552,0.8606,0.8504,39759,42163,0.11647539069607003
paraboloid,baseline,6042,1.4652338212550576e-05,0.06855965405702591,0.03997727110981941,1.2111259698867798,7.213500022888184,7.29802131652832,0.01171709896332621,0.39846,0.37867,0.0496662149274707,0.849,0.856,39846,37867,0.1560779071668476
paraboloid,T,6042,0.000270687951822186,0.006226057186722755,0.0017334287986159325,1.047411561012268,7.213500022888184,7.523098945617676,0.042919376411886825,0.39846,0.27089,0.3201576067861265,0.5628,0.856,39846,27089,0.33919435227984795
paraboloid,T+F,6042,7.258632234228191e-05,0.005788721609860659,0.0018890935461968184,1.2641234397888184,7.213500022888184,6.460653305053711,0.10436635689273117,0.39846,0.41506,0.04166039251116801,0.8636,0.856,39846,41506,0.14402648276949856
paraboloid,baseline,7042,2.1957472633959642e-05,0.057720109820365906,0.023063454777002335,1.136724829673767,7.280537128448486,5.111231803894043,0.2979595167611942,0.3972,0.6704,0.6878147029204431,0.9742,0.8484,39720,67040,0.24054196113902326
paraboloid,T,7042,0.00012459346459279606,0.010221345350146294,0.002315777586773038,1.071975827217102,7.280537128448486,8.521604537963867,0.17046371546763303,0.3972,0.28314,0.28716012084592146,0.6608,0.8484,39720,28314,0.20565192999923057
paraboloid,T+F,7042,9.342864971255782e-05,0.004028356168419123,0.0018071384401991963,1.2514103651046753,7.280537128448486,7.424618721008301,0.019789967418313112,0.3972,0.38641,0.027165156092648596,0.7694,0.8484,39720,38641,0.16844878479164566
paraboloid,baseline,8042,4.82515909185457e-05,0.05670088157057762,0.038697775453329086,1.0871716737747192,7.190776348114014,5.998193264007568,0.1658490024403602,0.40166,0.52781,0.31407160284818,0.9464,0.8422,40166,52781,0.1971151987153656
paraboloid,T,8042,0.002550790855540565,0.04311853274703026,0.018335407599806786,1.1133522987365723,7.190776348114014,8.611023902893066,0.19750962705877415,0.40166,0.25428,0.36692725190459596,0.6348,0.8422,40166,25428,0.7259799790978052
paraboloid,T+F,8042,1.532638408428994e-05,0.0032627712935209274,0.0012994349235668778,1.2599633932113647,7.190776348114014,6.964921951293945,0.03140890300103759,0.40166,0.43199,0.0755116267489916,0.8712,0.8422,40166,43199,0.1280976698034407
paraboloid,baseline,9042,2.7591304677487606e-05,0.06373798102140427,0.03868924081325531,1.1912188529968262,7.100546836853027,7.222534656524658,0.017180059856586487,0.40084,0.43477,0.08464724079433195,0.8654,0.848,40084,43477,0.11489780643367918
paraboloid,T,9042,0.0010232739335861965,0.04906395450234413,0.01579173281788826,1.0599530935287476,7.100546836853027,7.767905235290527,0.0939869018219552,0.40084,0.19312,0.5182117553138409,0.6436,0.848,40084,19312,0.46953478988607944
paraboloid,T+F,9042,0.000206650637868625,0.006826553028076887,0.0027339512016624212,1.2650775909423828,7.100546836853027,7.054052352905273,0.006548014542547589,0.40084,0.42531,0.06104680171639569,0.8608,0.848,40084,42531,0.21715209721793835
hyperbolic_paraboloid,baseline,42,1.7647814487491675e-05,0.03425387293100357,0.015613619238138199,1.1608061790466309,6.486870288848877,7.511362552642822,0.15793321250080766,0.45214,0.34701,0.23251647719732826,0.8204,0.9182,45214,34701,0.11506038811365407
hyperbolic_paraboloid,T,42,0.00018584516955845391,0.004233427345752716,0.002030676929280162,1.0168812274932861,6.486870288848877,6.864217758178711,0.058170959573294614,0.45214,0.34216,0.24324324324324317,0.8128,0.9182,45214,34216,0.21772984533180167
hyperbolic_paraboloid,T+F,42,2.0178919889737126e-05,0.0029534725472331047,0.0013706805184483528,1.202812910079956,6.486870288848877,6.28320837020874,0.031396021435828245,0.45214,0.45813,0.013248108992789834,0.9282,0.9182,45214,45813,0.08759512696287958
hyperbolic_paraboloid,baseline,1042,0.00014528494087321248,0.12039642035961151,0.05502031743526459,0.9802823066711426,6.5780158042907715,5.5892815589904785,0.15030888868575717,0.44184,0.44219,0.0007921419518378077,0.9378,0.9142,44184,44219,0.19492297393550195
hyperbolic_paraboloid,T,1042,0.00010681059674837103,0.007475765887647867,0.0028427615761756897,1.0486719608306885,6.5780158042907715,7.676743507385254,0.16703026197927248,0.44184,0.26932,0.3904580843744342,0.7966,0.9142,44184,26932,0.17592131314932036
hyperbolic_paraboloid,T+F,1042,9.908039697367161e-06,0.0025662442203611135,0.0007980902446433902,1.1725890636444092,6.5780158042907715,6.42403507232666,0.023408385833258608,0.44184,0.44632,0.01013941698352341,0.9124,0.9142,44184,44632,0.09324041319342743
hyperbolic_paraboloid,baseline,2042,2.9176536169069917e-05,0.044214267283678055,0.020603584125638008,1.1539667844772339,6.444605350494385,6.6056952476501465,0.02499608407261184,0.44829,0.41388,0.07675834839055075,0.8938,0.9142,44829,41388,0.12125280878412113
