N,D,K_pairs,surface,condition,seed,ae_loss,drift_loss,diff_loss,recon_per_dim,phase1_converged,E_mu,E_Sigma,rcMTE@0.1,rcMTE@0.5,rcMTE@1.0,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,sW2@0.1,sW2@0.2,sW2@0.5,sW2@1.0,MMD@1.0,survival@1.0,stopped@1.0
20,11,4,paraboloid,baseline,42,0.0032028055284172297,0.08257091790437698,0.00011289024405414239,0.000868486494503238,True,0.010451146401464939,0.004447106271982193,0.29389554262161255,0.60591059923172,0.6816659569740295,0.45320925903320314,0.8314127931652414,0.9357440321730793,0.6755798565380043,0.27001013706721627,0.3779542233257134,0.5518555493097739,0.6347226635732668,0.31393104791641235,0.9860000610351562,0.7660000324249268
20,11,4,paraboloid,K,42,0.0029834038577973843,0.0864517018198967,0.00010424927313579246,0.000868486494503238,True,0.00800657644867897,0.0030518320854753256,0.2939095199108124,0.6059670448303223,0.6812365055084229,0.4528250732421875,0.8301688794878647,0.9361666975350216,0.6796854760933481,0.2727213708555297,0.3770299922439401,0.553549263142178,0.6380292880682348,0.31593456864356995,0.9860000610351562,0.7660000324249268
20,11,4,paraboloid,K+S,42,0.0029834038577973843,0.0864517018198967,0.00010424927313579246,0.000868486494503238,True,0.00800657644867897,0.0030518320854753256,0.2939095199108124,0.6059670448303223,0.6812365055084229,0.4528250732421875,0.8301688794878647,0.9361666975350216,0.6796854760933481,0.2727213708555297,0.3770299922439401,0.553549263142178,0.6380292880682348,0.31593456864356995,0.9860000610351562,0.7660000324249268
20,11,4,paraboloid,baseline,1042,0.003031378611922264,0.21162937581539154,4.021593485958874e-05,0.0009267566386948932,True,0.012932990677654743,0.003370730672031641,0.26607659459114075,0.48543959856033325,0.6085458993911743,0.4479272155761719,0.7502772319747741,0.8752273160447057,0.4471322551800578,0.23310887395055532,0.2708765099416914,0.2783190326698073,0.4042815317015985,0.12442504614591599,0.9940000176429749,0.800000011920929
20,11,4,paraboloid,K,1042,0.006910980679094791,0.20752809941768646,4.6448705688817427e-05,0.0009267566386948932,True,0.015407435595989227,0.0058627864345908165,0.26961398124694824,0.48894932866096497,0.611028790473938,0.4511881103515625,0.7473704020182291,0.8700238540618712,0.4469871309894272,0.24021403017703669,0.27511146902949785,0.28442924060853936,0.4045039673936031,0.13326053321361542,0.9940000176429749,0.800000011920929
20,11,4,paraboloid,K+S,1042,0.006910980679094791,0.20752809941768646,4.6448705688817427e-05,0.0009267566386948932,True,0.015407435595989227,0.0058627864345908165,0.26961398124694824,0.48894932866096497,0.611028790473938,0.4511881103515625,0.7473704020182291,0.8700238540618712,0.4469871309894272,0.24021403017703669,0.27511146902949785,0.28442924060853936,0.4045039673936031,0.13326053321361542,0.9940000176429749,0.800000011920929
20,11,4,paraboloid,baseline,2042,0.0024478549603372812,0.0912351980805397,4.9613172450335696e-05,0.0004414736547253349,True,0.01039173360913992,0.0037012873217463493,0.39019981026649475,0.7566576600074768,0.9409093856811523,0.6553739013671875,1.1836216729662197,1.4393743138206467,1.1024997121411322,0.2540041185193194,0.38167051232459565,0.6748395963320172,1.150020256658634,0.20008541643619537,0.9820000529289246,0.812000036239624
20,11,4,paraboloid,K,2042,0.003674879437312484,0.09035006165504456,5.80442174396012e-05,0.0004414736547253349,True,0.01502414420247078,0.004623834043741226,0.3890036344528198,0.7575271725654602,0.9422768354415894,0.653018310546875,1.1818155759741902,1.4324538469800152,1.0762804137458435,0.2510857610092836,0.3804104475476593,0.6664064420754044,1.1226454225164082,0.20652912557125092,0.9820000529289246,0.812000036239624
20,11,4,paraboloid,K+S,2042,0.003674879437312484,0.09035006165504456,5.80442174396012e-05,0.0004414736547253349,True,0.01502414420247078,0.004623834043741226,0.3890036344528198,0.7575271725654602,0.9422768354415894,0.653018310546875,1.1818155759741902,1.4324538469800152,1.0762804137458435,0.2510857610092836,0.3804104475476593,0.6664064420754044,1.1226454225164082,0.20652912557125092,0.9820000529289246,0.812000036239624
20,11,4,paraboloid,baseline,3042,0.0034062655176967382,0.13158446550369263,0.00010274934902554378,0.000718508931723508,True,0.015840161591768265,0.005864880047738552,0.2984147071838379,0.6189590692520142,0.8921647071838379,0.49076129150390624,1.0006027067550505,1.4597615392790684,1.3570738295913038,0.24141122579712299,0.3855223917310667,0.764583118681275,1.4629917788008169,0.36094701290130615,0.9740000367164612,0.7620000243186951
20,11,4,paraboloid,K,3042,0.002860727719962597,0.13026444613933563,7.41606272640638e-05,0.000718508931723508,True,0.009076572023332119,0.0033591585233807564,0.2966679036617279,0.6131289601325989,0.869278609752655,0.4891702880859375,0.9876552389125631,1.394566843397074,1.227155944865425,0.22701280640069446,0.36412713479462494,0.7141261371138365,1.324362288417164,0.33098429441452026,0.9740000367164612,0.7620000243186951
20,11,4,paraboloid,K+S,3042,0.002860727719962597,0.13026444613933563,7.41606272640638e-05,0.000718508931723508,True,0.009076572023332119,0.0033591585233807564,0.2966679036617279,0.6131289601325989,0.869278609752655,0.4891702880859375,0.9876552389125631,1.394566843397074,1.227155944865425,0.22701280640069446,0.36412713479462494,0.7141261371138365,1.324362288417164,0.33098429441452026,0.9740000367164612,0.7620000243186951
20,11,4,paraboloid,baseline,4042,0.003601966891437769,0.11692391335964203,6.983378989389166e-05,0.00011325242336500774,True,0.010777543298900127,0.003664108458906412,0.26613327860832214,0.5388662219047546,0.6901291608810425,0.427307861328125,0.8018536548537901,0.9712922254554656,0.6115474920913346,0.19423568761935187,0.24437474494548564,0.38053800696209955,0.6041932492824212,0.17503094673156738,0.9880000352859497,0.7680000066757202
20,11,4,paraboloid,K,4042,0.0020558717660605907,0.11753517389297485,5.126791802467778e-05,0.00011325242336500774,True,0.007768077775835991,0.0020487429574131966,0.26710203289985657,0.541091799736023,0.6882444620132446,0.4280877685546875,0.805553758000753,0.9712586808301177,0.6157397400249701,0.20088280705928957,0.2564699723956114,0.3858223724477066,0.6042442424410367,0.18379785120487213,0.9880000352859497,0.7680000066757202
20,11,4,paraboloid,K+S,4042,0.0020558717660605907,0.11753517389297485,5.126791802467778e-05,0.00011325242336500774,True,0.007768077775835991,0.0020487429574131966,0.26710203289985657,0.541091799736023,0.6882444620132446,0.4280877685546875,0.805553758000753,0.9712586808301177,0.6157397400249701,0.20088280705928957,0.2564699723956114,0.3858223724477066,0.6042442424410367,0.18379785120487213,0.9880000352859497,0.7680000066757202
20,11,4,paraboloid,baseline,5042,0.0024924390017986298,0.174692764878273,4.369464295450598e-05,0.0008235343477942727,True,0.009950423613190651,0.0027760129887610674,0.39982160925865173,0.686315655708313,0.8008431792259216,0.6383479614257812,1.025941531500501,1.1130385920103745,0.540495450969519,0.2031587697380315,0.2906156638134172,0.4460266858831719,0.5220330863504645,0.3067195415496826,0.9880000352859497,0.8060000538825989
20,11,4,paraboloid,K,5042,0.003124902257695794,0.1706840991973877,3.39428115694318e-05,0.0008235343477942727,True,0.007828451693058014,0.0024102600291371346,0.39601120352745056,0.6787278056144714,0.7922660708427429,0.6323390502929688,1.020055124898234,1.1041964017427885,0.5160347963669467,0.18406376736769667,0.2770791138589887,0.43127867127510294,0.5162531560873171,0.29153722524642944,0.9880000352859497,0.8060000538825989
20,11,4,paraboloid,K+S,5042,0.003124902257695794,0.1706840991973877,3.39428115694318e-05,0.0008235343477942727,True,0.007828451693058014,0.0024102600291371346,0.39601120352745056,0.6787278056144714,0.7922660708427429,0.6323390502929688,1.020055124898234,1.1041964017427885,0.5160347963669467,0.18406376736769667,0.2770791138589887,0.43127867127510294,0.5162531560873171,0.29153722524642944,0.9880000352859497,0.8060000538825989
20,11,4,paraboloid,baseline,6042,0.0037011001259088516,0.1532532423734665,4.8852987674763426e-05,0.00013866829050874168,True,0.012111925520002842,0.003846879582852125,0.27956002950668335,0.5765237808227539,0.6872156858444214,0.4535841064453125,0.9290722460153112,1.0511989632194472,0.6207070845509709,0.20223988833263043,0.2932955963281976,0.5315770753757099,0.7276573992999938,0.13947120308876038,0.9860000610351562,0.784000039100647
20,11,4,paraboloid,K,6042,0.002406860701739788,0.13716056942939758,4.4551114115165547e-05,0.00013866829050874168,True,0.011179972440004349,0.0042006284929811954,0.2835807800292969,0.5845083594322205,0.7064085602760315,0.45952587890625,0.9473605481496298,1.0911867710446248,0.6925213799589884,0.21919142472000097,0.32274491658442245,0.5799802302828426,0.7928749151482553,0.16558854281902313,0.9860000610351562,0.784000039100647
20,11,4,paraboloid,K+S,6042,0.002406860701739788,0.13716056942939758,4.4551114115165547e-05,0.00013866829050874168,True,0.011179972440004349,0.0042006284929811954,0.2835807800292969,0.5845083594322205,0.7064085602760315,0.45952587890625,0.9473605481496298,1.0911867710446248,0.6925213799589884,0.21919142472000097,0.32274491658442245,0.5799802302828426,0.7928749151482553,0.16558854281902313,0.9860000610351562,0.784000039100647
20,11,4,paraboloid,baseline,7042,0.0036857943050563335,0.3366835117340088,7.392786210402846e-05,0.00037727411836385727,True,0.0114272590726614,0.003459741361439228,0.26678910851478577,0.48031073808670044,0.5651950836181641,0.4576987609863281,0.7691767201394978,0.8552024595199093,0.38347148523164426,0.16770839639228186,0.22903711482065875,0.3612889454930703,0.4466512587312581,0.1410008817911148,0.9920000433921814,0.7920000553131104
20,11,4,paraboloid,K,7042,0.009391795843839645,0.3395932614803314,0.00011861626990139484,0.00037727411836385727,True,0.017666976898908615,0.008506384678184986,0.2743793725967407,0.4791942834854126,0.5601590871810913,0.469953369140625,0.7724501737850702,0.8519330178537676,0.37031973620414227,0.20315306315072268,0.2412609611017727,0.3485576341488525,0.41035438621613574,0.12016977369785309,0.9920000433921814,0.7920000553131104
20,11,4,paraboloid,K+S,7042,0.009391795843839645,0.3395932614803314,0.00011861626990139484,0.00037727411836385727,True,0.017666976898908615,0.008506384678184986,0.2743793725967407,0.4791942834854126,0.5601590871810913,0.469953369140625,0.7724501737850702,0.8519330178537676,0.37031973620414227,0.20315306315072268,0.2412609611017727,0.3485576341488525,0.41035438621613574,0.12016977369785309,0.9920000433921814,0.7920000553131104
20,11,4,paraboloid,baseline,8042,0.062485918402671814,0.23864221572875977,0.00010959916835417971,0.0006528667343611067,True,0.0160834938287735,0.007134030573070049,0.2487892508506775,0.45917707681655884,0.540683925151825,0.408111572265625,0.6820155202984093,0.7835192747790404,0.3763327666960119,0.21168046624267156,0.24886458777491952,0.3051570046925571,0.3439172888371015,0.147012397646904,0.9900000691413879,0.796000063419342
20,11,4,paraboloid,K,8042,0.01220360491424799,0.23247355222702026,0.00011067282321164384,0.0006528667343611067,True,0.01633242703974247,0.008874649181962013,0.2441735565662384,0.4473721385002136,0.5288309454917908,0.4002349243164062,0.666568121594752,0.7635580660116793,0.385442088083098,0.22121060581903657,0.25737456321491864,0.3144030347405675,0.35027431902671713,0.15580801665782928,0.9900000691413879,0.796000063419342
20,11,4,paraboloid,K+S,8042,0.01220360491424799,0.23247355222702026,0.00011067282321164384,0.0006528667343611067,True,0.01633242703974247,0.008874649181962013,0.2441735565662384,0.4473721385002136,0.5288309454917908,0.4002349243164062,0.666568121594752,0.7635580660116793,0.385442088083098,0.22121060581903657,0.25737456321491864,0.3144030347405675,0.35027431902671713,0.15580801665782928,0.9900000691413879,0.796000063419342
20,11,4,paraboloid,baseline,9042,0.002869907533749938,0.10494367778301239,5.139486165717244e-05,0.0006247591650621457,True,0.012570478022098541,0.0028861346654593945,0.10557102411985397,0.2457752227783203,0.3424072861671448,0.22235064697265625,0.40303556331412826,0.5176003196022727,0.4921831701741755,0.20454480159448576,0.25549059422911546,0.32437972562661316,0.4385597164695623,0.2422969937324524,0.9900000691413879,0.7760000228881836
20,11,4,paraboloid,K,9042,0.002316824859008193,0.10603953897953033,3.790906703216024e-05,0.0006247591650621457,True,0.010063305497169495,0.0030389102175831795,0.10642814636230469,0.24760958552360535,0.3429611027240753,0.22298037719726563,0.40609851294385646,0.5187327375315657,0.49533561922678,0.2060279762099428,0.2577151897445561,0.3260182454089483,0.4353192570420146,0.24466131627559662,0.9900000691413879,0.7760000228881836
20,11,4,paraboloid,K+S,9042,0.002316824859008193,0.10603953897953033,3.790906703216024e-05,0.0006247591650621457,True,0.010063305497169495,0.0030389102175831795,0.10642814636230469,0.24760958552360535,0.3429611027240753,0.22298037719726563,0.40609851294385646,0.5187327375315657,0.49533561922678,0.2060279762099428,0.2577151897445561,0.3260182454089483,0.4353192570420146,0.24466131627559662,0.9900000691413879,0.7760000228881836
20,11,4,hyperbolic_paraboloid,baseline,42,0.00420491024851799,0.0589362233877182,4.2980671423720196e-05,0.00014845806766640055,True,0.009458176791667938,0.003992218989878893,0.3069550096988678,0.5985661745071411,0.6699128150939941,0.460104736328125,0.8038121305960765,0.9061685372559585,0.6850940215661242,0.3247918929375251,0.40005809435040257,0.5625292726642145,0.6464089247301206,0.3018703758716583,0.9860000610351562,0.7660000324249268
20,11,4,hyperbolic_paraboloid,K,42,0.0011607757769525051,0.056475408375263214,2.701047560549341e-05,0.00014845806766640055,True,0.0052384668961167336,0.0013472535647451878,0.3003600239753723,0.5907493829727173,0.662823498249054,0.4532244873046875,0.7968784386003521,0.8985159914585447,0.6692667078699882,0.30040774805364573,0.3786285064963252,0.5398928176125843,0.6258953104819622,0.29180288314819336,0.9860000610351562,0.7660000324249268
20,11,4,hyperbolic_paraboloid,K+S,42,0.0011607757769525051,0.056475408375263214,2.701047560549341e-05,0.00014845806766640055,True,0.0052384668961167336,0.0013472535647451878,0.3003600239753723,0.5907493829727173,0.662823498249054,0.4532244873046875,0.7968784386003521,0.8985159914585447,0.6692667078699882,0.30040774805364573,0.3786285064963252,0.5398928176125843,0.6258953104819622,0.29180288314819336,0.9860000610351562,0.7660000324249268
20,11,4,hyperbolic_paraboloid,baseline,1042,0.0014630728401243687,0.18138813972473145,3.8083057006588206e-05,0.000150035421194678,True,0.0067578828893601894,0.0033456452656537294,0.251930296421051,0.45645296573638916,0.5758527517318726,0.427726318359375,0.7264982782693273,0.8389275472168951,0.4494189297839412,0.18623568485675918,0.2345216413729928,0.27156642369783646,0.39435233846777357,0.10695644468069077,0.9940000176429749,0.800000011920929
20,11,4,hyperbolic_paraboloid,K,1042,0.0016773724928498268,0.1800931841135025,4.066335895913653e-05,0.000150035421194678,True,0.007217726670205593,0.00405890541151166,0.2532368302345276,0.4589393138885498,0.5801021456718445,0.42784881591796875,0.7251512152124121,0.8392327844017229,0.45592826117880386,0.18800392134815402,0.23437797111015202,0.2734982556674127,0.39723192182653,0.10416196286678314,0.9940000176429749,0.800000011920929
20,11,4,hyperbolic_paraboloid,K+S,1042,0.0016773724928498268,0.1800931841135025,4.066335895913653e-05,0.000150035421194678,True,0.007217726670205593,0.00405890541151166,0.2532368302345276,0.4589393138885498,0.5801021456718445,0.42784881591796875,0.7251512152124121,0.8392327844017229,0.45592826117880386,0.18800392134815402,0.23437797111015202,0.2734982556674127,0.39723192182653,0.10416196286678314,0.9940000176429749,0.800000011920929
20,11,4,hyperbolic_paraboloid,baseline,2042,0.002556979889050126,0.07851999998092651,4.399445606395602e-05,0.00012350407302040946,True,0.010912938974797726,0.005087877623736858,0.4017724096775055,0.7966605424880981,1.0548056364059448,0.6701088256835938,1.2003760704627404,1.4807142580113926,1.151156867763758,0.25156791750693946,0.34685732484023024,0.6436399080472041,1.1289825763473758,0.1940464973449707,0.9820000529289246,0.812000036239624
20,11,4,hyperbolic_paraboloid,K,2042,0.0030030314810574055,0.078410804271698,3.988341268268414e-05,0.00012350407302040946,True,0.008072060532867908,0.0041974373161792755,0.40413898229599,0.8004539608955383,1.0721403360366821,0.6747337036132812,1.2068261521065284,1.5088762023055626,1.2319891994431564,0.25774924190046283,0.3535893284644521,0.6637401182194415,1.2013357050521003,0.19012050330638885,0.9820000529289246,0.812000036239624
20,11,4,hyperbolic_paraboloid,K+S,2042,0.0030030314810574055,0.078410804271698,3.988341268268414e-05,0.00012350407302040946,True,0.008072060532867908,0.0041974373161792755,0.40413898229599,0.8004539608955383,1.0721403360366821,0.6747337036132812,1.2068261521065284,1.5088762023055626,1.2319891994431564,0.25774924190046283,0.3535893284644521,0.6637401182194415,1.2013357050521003,0.19012050330638885,0.9820000529289246,0.812000036239624
20,11,4,hyperbolic_paraboloid,baseline,3042,0.0015360211255028844,0.0883154645562172,4.067027839482762e-05,0.00013732241297310048,True,0.004308807663619518,0.0015122389886528254,0.3020033538341522,0.6079745292663574,0.8122614622116089,0.5124629516601562,0.9896450466579861,1.2713006428869353,0.8831916964193005,0.2114919853491386,0.32009657761448795,0.6106660607986543,0.966919981669503,0.295145720243454,0.9740000367164612,0.7620000243186951
20,11,4,hyperbolic_paraboloid,K,3042,0.001521999016404152,0.09484084695577621,3.860698780044913e-05,0.00013732241297310048,True,0.003803648054599762,0.0013648309977725148,0.3060259222984314,0.627991795539856,0.8569653630256653,0.5177196044921875,1.0189217615609216,1.3414178805184804,0.9887610677711366,0.21804784478991338,0.336829473981844,0.6572657726270461,1.0733363327147016,0.31777676939964294,0.9740000367164612,0.7620000243186951
20,11,4,hyperbolic_paraboloid,K+S,3042,0.001521999016404152,0.09484084695577621,3.860698780044913e-05,0.00013732241297310048,True,0.003803648054599762,0.0013648309977725148,0.3060259222984314,0.627991795539856,0.8569653630256653,0.5177196044921875,1.0189217615609216,1.3414178805184804,0.9887610677711366,0.21804784478991338,0.336829473981844,0.6572657726270461,1.0733363327147016,0.31777676939964294,0.9740000367164612,0.7620000243186951
20,11,4,hyperbolic_paraboloid,baseline,4042,0.0012778519885614514,0.13578596711158752,2.2156014892971143e-05,0.0005568905564194375,True,0.004140960518270731,0.0013382153119891882,0.39290109276771545,0.7692613005638123,0.9766315221786499,0.6320962524414062,1.1266263785611195,1.3028880748671559,0.6597591046566368,0.22056104837953686,0.28637576715415564,0.42143403367060345,0.6710508738829322,0.20313790440559387,0.9880000352859497,0.7680000066757202
