surface,ae_reg,lambda_K,ae_loss,drift_loss,diff_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,MMD@1.0,survival@1.0
paraboloid,T+F,0.0,0.00047880103340416794,0.06447037035924574,0.04687618731801945,1.0647803497314454,2.225435174029806,2.792444166794322,1.9676837528409852,0.2798629105091095,0.7649999856948853
paraboloid,T+F,0.01,0.00047880103340416794,0.06447037035924574,0.04744367518033537,1.0648923492431641,2.22584052707838,2.790376949933619,1.9731841579380252,0.28124576807022095,0.7649999856948853
paraboloid,T+F,0.1,0.00047880103340416794,0.06447037035924574,0.04985002423858359,1.0652240753173827,2.2266343158224355,2.780452753204146,1.967012433185242,0.2788139283657074,0.7649999856948853
paraboloid,T+F,1.0,0.00047880103340416794,0.06447037035924574,0.08063726635679366,1.0604437255859376,2.2320958013119907,2.793969447316687,1.9986939734910474,0.2884494364261627,0.7649999856948853
