surface,condition,seed,recon_per_dim,E_mu,E_Sigma,sigma_min_p5,W2@1.0,gt_w0_escape,lr_w0_escape,w0_escape_err,pairwise_mfpt_err,gt_mfpt_01,gt_mfpt_02,gt_mfpt_10,gt_mfpt_12,gt_mfpt_20,gt_mfpt_21,lr_mfpt_01,lr_mfpt_02,lr_mfpt_10,lr_mfpt_12,lr_mfpt_20,lr_mfpt_21,its_t2_err,gt_t2,lr_t2,stat_l1_err,gt_stat_0,gt_stat_1,gt_stat_2,lr_stat_0,lr_stat_1,lr_stat_2,exit_frac
paraboloid,baseline,42,3.1921152681620285e-05,0.04273431748151779,0.003299395088106394,0.9957610368728638,0.6045768687353706,19.54088581314879,0.8536112913692407,0.95631665321974,4.210228566564136,19.1114444732666,18.2982177734375,3.6130712032318115,2.8109874725341797,1.3772152662277222,0.9936907291412354,1.5791935920715332,1.4198698997497559,2.287142753601074,1.0275237560272217,14.575230598449707,13.749736785888672,0.996577038631621,63.91069183473765,0.2187638291766882,1.7885127067565918,0.8418223857879639,0.11508448421955109,0.043093133717775345,0.007029375061392784,0.055621106177568436,0.9373494982719421,0.2295
paraboloid,T,42,2.982099910944023e-05,0.0009184416849166155,4.4761829485651106e-05,1.0454603433609009,0.4172928492084467,19.54088581314879,1.5732972805933252,0.9194869006637009,2.477401134440727,19.1114444732666,18.2982177734375,3.6130712032318115,2.8109874725341797,1.3772152662277222,0.9936907291412354,2.782968759536743,2.2878520488739014,1.9339361190795898,0.9500923752784729,8.807940483093262,7.564806938171387,0.975845616900596,63.91069183473765,1.543723334724203,1.5959609746932983,0.8418223857879639,0.11508448421955109,0.043093133717775345,0.1352076679468155,0.02371872216463089,0.8410736322402954,0.191
paraboloid,T+F,42,3.8500895078124647e-07,0.000667683663778007,4.355464261607267e-05,1.2303701639175415,0.567575655286631,19.54088581314879,0.8617386900742741,0.9559007356005108,3.855452773916897,19.1114444732666,18.2982177734375,3.6130712032318115,2.8109874725341797,1.3772152662277222,0.9936907291412354,1.781071424484253,1.4220240116119385,1.8293999433517456,0.9675503969192505,12.951354026794434,12.669695854187012,0.9946337835781259,63.91069183473765,0.34295860405690354,1.7654626369476318,0.8418223857879639,0.11508448421955109,0.043093133717775345,0.019869612529873848,0.05430591478943825,0.9258244633674622,0.2595
paraboloid,baseline,1042,1.4150221514600245e-05,0.027757087722420692,0.0026805109810084105,1.04225754737854,0.47478601203196963,19.530662020905922,,,,18.549346923828125,17.75870132446289,3.1654279232025146,2.7536115646362305,1.3238048553466797,0.9854490756988525,,,,,,,,74.39748411371977,inf,1.0,0.8423219919204712,0.11518801003694534,0.04249001666903496,0.0,0.0,0.0,1.0
paraboloid,T,1042,3.116196868094531e-05,0.0015640895580872893,4.7199813707266e-05,0.9453075528144836,0.2213052535299468,19.530662020905922,10.569753954305801,0.4588123053385608,0.2761211642096336,18.549346923828125,17.75870132446289,3.1654279232025146,2.7536115646362305,1.3238048553466797,0.9854490756988525,11.030320167541504,10.054804801940918,4.310784816741943,3.1332154273986816,1.7328664064407349,0.9767078161239624,0.7545487270591381,74.39748411371977,18.26095717931007,0.4312431812286377,0.8423219919204712,0.11518801003694534,0.04249001666903496,0.6267004013061523,0.27771902084350586,0.0955805853009224,0.7135
paraboloid,T+F,1042,2.0184659826389345e-07,0.0007255554082803428,3.541271507856436e-05,1.204058289527893,0.1857370426817246,19.530662020905922,9.770368474923234,0.4997420740543827,0.26338979747604413,18.549346923828125,17.75870132446289,3.1654279232025146,2.7536115646362305,1.3238048553466797,0.9854490756988525,10.525273323059082,10.168034553527832,4.265419006347656,3.194868803024292,1.5416532754898071,0.9381330609321594,0.7755284733735545,74.39748411371977,16.70011683617341,0.30337417125701904,0.8423219919204712,0.11518801003694534,0.04249001666903496,0.6906349062919617,0.23329032957553864,0.07607477903366089,0.5075
paraboloid,baseline,2042,2.4453154765069485e-05,0.03138221055269241,0.0021223612129688263,0.9730243682861328,0.04882499623764966,19.876883488205863,19.735842411038487,0.0070957339590516835,0.22462693373179765,18.58698272705078,18.35426139831543,3.608071804046631,2.727385997772217,1.30294668674469,1.0128852128982544,18.553709030151367,18.31460952758789,2.40824294090271,1.7960000038146973,1.6893718242645264,1.3908929824829102,0.6174673402705335,68.43853004728257,26.179972926962012,0.13454827666282654,0.8432919979095459,0.11446651816368103,0.04224146530032158,0.909855306148529,0.047192394733428955,0.042952314019203186,0.0095
paraboloid,T,2042,2.3031435293060813e-05,0.0011844877153635025,3.403296068427153e-05,0.9537115693092346,0.0471995498732747,19.876883488205863,19.388957792207794,0.024547394277759087,0.21919184148216622,18.58698272705078,18.35426139831543,3.608071804046631,2.727385997772217,1.30294668674469,1.0128852128982544,18.563640594482422,17.850374221801758,2.597790479660034,1.7366865873336792,1.674290418624878,1.3756921291351318,0.7715692247297309,68.43853004728257,15.633466477058366,0.1460564136505127,0.8432919979095459,0.11446651816368103,0.04224146530032158,0.9155972599983215,0.04143831133842468,0.04296441748738289,0.005
paraboloid,T+F,2042,8.141048304175704e-07,0.0011642281897366047,6.68647262500599e-05,1.218842625617981,0.046483871713686654,19.876883488205863,18.32803865652725,0.07792191530415887,0.18312025341751004,18.58698272705078,18.35426139831543,3.608071804046631,2.727385997772217,1.30294668674469,1.0128852128982544,17.434885025024414,17.212087631225586,2.6200520992279053,1.875343680381775,1.5105453729629517,1.244774580001831,0.8195172891188213,68.43853004728257,12.351971431656565,0.12979957461357117,0.8432919979095459,0.11446651816368103,0.04224146530032158,0.9081551432609558,0.04956675320863724,0.04227812588214874,0.0275
paraboloid,baseline,3042,2.816442230885679e-05,0.025355061516165733,0.0021273959428071976,1.011403203010559,0.16502169852922316,19.92856183745583,9.82466921119593,0.5070056087674919,0.8931681451887856,18.03252601623535,18.90855598449707,3.491745710372925,2.7431836128234863,1.3483980894088745,0.9899583458900452,9.734068870544434,9.370821952819824,9.19072151184082,8.58673095703125,0.9584215879440308,0.6505488157272339,0.3851872427258321,66.79341713103352,41.06544495409436,0.9567744135856628,0.8444609642028809,0.11373279243707657,0.04180626571178436,0.3705853819847107,0.5921199917793274,0.037294622510671616,0.0105
paraboloid,T,3042,1.267780581573871e-05,0.00044859881745651364,1.8799337340169586e-05,1.0060150623321533,0.13083181358576482,19.92856183745583,13.217131742738587,0.3367744320667976,0.8652852427605922,18.03252601623535,18.90855598449707,3.491745710372925,2.7431836128234863,1.3483980894088745,0.9899583458900452,12.809090614318848,11.488351821899414,9.257292747497559,8.6388521194458,0.9149402976036072,0.606095016002655,0.0518693584069727,66.79341713103352,70.25794882342953,0.7570766806602478,0.8444609642028809,0.11373279243707657,0.04180626571178436,0.48064151406288147,0.4922711253166199,0.02708735130727291,0.005
paraboloid,T+F,3042,4.2008162960304285e-07,0.0004906016401946545,3.0754792533116415e-05,1.2017085552215576,0.23450316847458164,19.92856183745583,7.130426829268292,0.6422006320663532,1.2416957302424814,18.03252601623535,18.90855598449707,3.491745710372925,2.7431836128234863,1.3483980894088745,0.9899583458900452,7.33913516998291,7.2705888748168945,11.787278175354004,11.173171043395996,0.8681414723396301,0.5576520562171936,0.4845010399411379,66.79341713103352,34.431937069825565,1.2208895683288574,0.8444609642028809,0.11373279243707657,0.04180626571178436,0.2502540051937103,0.7241775989532471,0.025568410754203796,0.014
paraboloid,baseline,4042,6.044423075350509e-06,0.006437024101614952,0.0007259820122271776,1.0595459938049316,0.12438322562424718,20.243196248196252,26.79996323529412,0.3238997886849069,0.4358410297833271,19.11797523498535,18.834678649902344,3.671003818511963,2.7370212078094482,1.341596245765686,0.9853200912475586,32.14583206176758,27.943260192871094,0.9162499904632568,1.7999999523162842,1.0533897876739502,0.8450000286102295,0.981453403985792,69.43272858390428,1.287740767209828,0.2936018407344818,0.8495364189147949,0.10959817469120026,0.04086538404226303,0.996337354183197,0.0004892932483926415,0.0031733354553580284,0.78
