surface,config,seed,distance,reconstruction,tangent,curvature
half_torus,T,5042,0.3,1.5811619,0.56865746,0.23466365
half_torus,T,5042,0.4,2.1893742,0.5689149,0.26777452
half_torus,T,5042,0.5,2.7004125,0.50953716,0.29535654
half_torus,K,5042,0.0,0.587257,0.44309437,0.23944351
half_torus,K,5042,0.1,0.80946803,0.683538,0.21353142
half_torus,K,5042,0.2,1.1514453,0.6672201,0.19341032
half_torus,K,5042,0.3,1.4033062,0.6038585,0.21257667
half_torus,K,5042,0.4,1.9841509,0.53413904,0.23835413
half_torus,K,5042,0.5,2.2223508,0.53298056,0.21470065
half_torus,T+K,5042,0.0,1.1619948,0.34121668,0.18779738
half_torus,T+K,5042,0.1,1.0194194,0.40427297,0.1750404
half_torus,T+K,5042,0.2,1.3130088,0.5123675,0.2349141
half_torus,T+K,5042,0.3,1.5571246,0.56935877,0.23203614
half_torus,T+K,5042,0.4,2.130649,0.5646575,0.27049267
half_torus,T+K,5042,0.5,2.6790087,0.52081203,0.32223645
half_torus,T+F,5042,0.0,0.5484265,0.3579034,0.24460562
half_torus,T+F,5042,0.1,0.5728961,0.47838268,0.16812325
half_torus,T+F,5042,0.2,0.82209903,0.5765829,0.23034878
half_torus,T+F,5042,0.3,1.0239494,0.6040892,0.27009073
half_torus,T+F,5042,0.4,1.6055099,0.6130683,0.22483964
half_torus,T+F,5042,0.5,1.9356031,0.5140274,0.3285839
half_torus,T+F+K,5042,0.0,0.45453975,0.35006514,0.25786448
half_torus,T+F+K,5042,0.1,0.50068545,0.45141548,0.15881328
half_torus,T+F+K,5042,0.2,0.8038574,0.5572401,0.22402115
half_torus,T+F+K,5042,0.3,0.9394549,0.59710526,0.2966392
half_torus,T+F+K,5042,0.4,1.4352186,0.62884533,0.23577778
half_torus,T+F+K,5042,0.5,1.7967529,0.55728054,0.26669103
half_torus,baseline,6042,0.0,0.39567962,0.50084287,0.21316656
half_torus,baseline,6042,0.1,0.7739247,0.75067323,0.24241601
half_torus,baseline,6042,0.2,1.0810533,0.7635445,0.2232919
half_torus,baseline,6042,0.3,1.2955624,0.7390484,0.21858975
half_torus,baseline,6042,0.4,1.4633273,0.6381061,0.21341304
half_torus,baseline,6042,0.5,1.6496493,0.5928828,0.21981652
half_torus,T,6042,0.0,0.68908954,0.28702953,0.28237242
half_torus,T,6042,0.1,0.99624795,0.39372215,0.14280307
half_torus,T,6042,0.2,1.3608383,0.5116481,0.32306603
half_torus,T,6042,0.3,1.7054883,0.5286912,0.29030254
half_torus,T,6042,0.4,1.8695276,0.44344836,0.29794654
half_torus,T,6042,0.5,1.82878,0.47823992,0.4760428
half_torus,K,6042,0.0,0.40485004,0.50015515,0.21226475
half_torus,K,6042,0.1,0.75051284,0.7461946,0.23944607
half_torus,K,6042,0.2,1.0596538,0.7619831,0.22075048
half_torus,K,6042,0.3,1.2734429,0.7390929,0.2165643
half_torus,K,6042,0.4,1.4401661,0.6395719,0.21230684
half_torus,K,6042,0.5,1.63535,0.5913369,0.21948831
half_torus,T+K,6042,0.0,0.67166716,0.2738078,0.25726208
half_torus,T+K,6042,0.1,0.9789713,0.38656065,0.12218011
half_torus,T+K,6042,0.2,1.3344913,0.4777097,0.22703966
half_torus,T+K,6042,0.3,1.7149442,0.52696013,0.65183675
half_torus,T+K,6042,0.4,1.8138648,0.4354356,0.31765592
half_torus,T+K,6042,0.5,1.8111637,0.47309634,0.3111039
half_torus,T+F,6042,0.0,0.23557146,0.36364743,0.1764862
half_torus,T+F,6042,0.1,0.5502535,0.5490117,0.19724813
half_torus,T+F,6042,0.2,0.97327816,0.6238849,0.23912555
half_torus,T+F,6042,0.3,1.4025453,0.62233764,0.26257083
half_torus,T+F,6042,0.4,2.020575,0.48879865,0.34543163
half_torus,T+F,6042,0.5,2.3565888,0.4703514,0.3490197
half_torus,T+F+K,6042,0.0,0.23013091,0.36348638,0.17325576
half_torus,T+F+K,6042,0.1,0.5401074,0.551836,0.193488
half_torus,T+F+K,6042,0.2,0.94546497,0.6228727,0.23047303
half_torus,T+F+K,6042,0.3,1.3743739,0.62255394,0.2548096
half_torus,T+F+K,6042,0.4,2.002225,0.48839667,0.3412837
half_torus,T+F+K,6042,0.5,2.3503108,0.468445,0.35185504
half_torus,baseline,7042,0.0,0.2894302,0.4539396,0.18150565
half_torus,baseline,7042,0.1,0.6703271,0.68407756,0.21123935
half_torus,baseline,7042,0.2,0.8779217,0.70512754,0.20089306
half_torus,baseline,7042,0.3,1.2240745,0.6704732,0.1983601
half_torus,baseline,7042,0.4,1.4249232,0.6087492,0.20794168
half_torus,baseline,7042,0.5,1.8182806,0.597693,0.23462273
half_torus,T,7042,0.0,0.5150542,0.21701916,0.22297134
half_torus,T,7042,0.1,1.2673421,0.3252871,0.34845224
half_torus,T,7042,0.2,1.5595798,0.35269415,0.34986588
half_torus,T,7042,0.3,2.1121497,0.37346143,0.40756324
half_torus,T,7042,0.4,2.273463,0.34135804,0.5410374
half_torus,T,7042,0.5,2.9236434,0.4274124,0.71334136
half_torus,K,7042,0.0,0.2958158,0.45214385,0.1781955
half_torus,K,7042,0.1,0.6794587,0.6744216,0.20803651
half_torus,K,7042,0.2,0.89717877,0.69700205,0.19851968
half_torus,K,7042,0.3,1.2044826,0.66243494,0.19653933
half_torus,K,7042,0.4,1.357799,0.6042068,0.20676185
half_torus,K,7042,0.5,1.7859279,0.59484446,0.23502062
half_torus,T+K,7042,0.0,0.4047412,0.20820627,0.14246069
half_torus,T+K,7042,0.1,0.9782296,0.34028813,0.20153688
half_torus,T+K,7042,0.2,1.1817935,0.36449555,0.18279187
half_torus,T+K,7042,0.3,1.7054151,0.37809247,0.20126739
half_torus,T+K,7042,0.4,1.8864576,0.3580839,0.253306
half_torus,T+K,7042,0.5,2.4822338,0.44544625,0.32867074
half_torus,T+F,7042,0.0,0.18734008,0.3336878,0.116466455
half_torus,T+F,7042,0.1,0.55827045,0.6030321,0.18795894
half_torus,T+F,7042,0.2,0.721425,0.6210058,0.16621883
half_torus,T+F,7042,0.3,1.0811633,0.5914905,0.17003386
half_torus,T+F,7042,0.4,1.3696815,0.5066068,0.22222565
half_torus,T+F,7042,0.5,1.7201174,0.5208649,0.26995695
half_torus,T+F+K,7042,0.0,0.24254942,0.31172484,0.10799951
half_torus,T+F+K,7042,0.1,0.5994485,0.5736093,0.16662578
half_torus,T+F+K,7042,0.2,0.760379,0.59223837,0.1569226
half_torus,T+F+K,7042,0.3,1.1207362,0.56487685,0.17116082
half_torus,T+F+K,7042,0.4,1.4095109,0.48091203,0.23264636
half_torus,T+F+K,7042,0.5,1.7301066,0.50793576,0.28435826
half_torus,baseline,8042,0.0,0.18350723,0.47234833,0.19283557
half_torus,baseline,8042,0.1,0.5392811,0.7374364,0.2025174
half_torus,baseline,8042,0.2,0.7415127,0.7330168,0.22799881
half_torus,baseline,8042,0.3,1.0887505,0.6929722,0.22207336
half_torus,baseline,8042,0.4,1.2559432,0.6642819,0.22160423
half_torus,baseline,8042,0.5,1.5833817,0.58005935,0.22516698
half_torus,T,8042,0.0,0.6692284,0.26345006,0.26911744
half_torus,T,8042,0.1,1.6973512,0.4207935,0.19696364
half_torus,T,8042,0.2,2.1006455,0.45513895,0.5403383
half_torus,T,8042,0.3,2.421699,0.42302796,0.34448665
half_torus,T,8042,0.4,2.2448554,0.4151908,0.2664304
half_torus,T,8042,0.5,2.376226,0.40993053,0.7117063
half_torus,K,8042,0.0,0.1777527,0.4732676,0.19398907
half_torus,K,8042,0.1,0.53006977,0.7371662,0.20126998
half_torus,K,8042,0.2,0.7275457,0.73345596,0.2263869
half_torus,K,8042,0.3,1.0728701,0.6951498,0.22061685
half_torus,K,8042,0.4,1.2396433,0.6673589,0.2206496
half_torus,K,8042,0.5,1.5743275,0.58004546,0.22492473
half_torus,T+K,8042,0.0,0.6649378,0.26504102,0.22733958
half_torus,T+K,8042,0.1,1.7234738,0.4230069,0.20285486
half_torus,T+K,8042,0.2,2.135993,0.45660213,0.4656273
half_torus,T+K,8042,0.3,2.4942322,0.42537764,0.37644458
half_torus,T+K,8042,0.4,2.3163922,0.41363963,0.3218279
half_torus,T+K,8042,0.5,2.4495287,0.41254082,0.5791705
half_torus,T+F,8042,0.0,0.1552979,0.24439389,0.11653372
half_torus,T+F,8042,0.1,0.59193146,0.5446245,0.16749853
half_torus,T+F,8042,0.2,0.95335275,0.59696364,0.19106221
half_torus,T+F,8042,0.3,1.3965994,0.57042205,0.20134798
half_torus,T+F,8042,0.4,1.586524,0.4747071,0.25862655
half_torus,T+F,8042,0.5,1.7695827,0.4039284,0.2737705
half_torus,T+F+K,8042,0.0,0.16991876,0.23262168,0.10497823
half_torus,T+F+K,8042,0.1,0.63742054,0.5323476,0.16437934
half_torus,T+F+K,8042,0.2,0.9969275,0.57713175,0.19995728
half_torus,T+F+K,8042,0.3,1.4547639,0.55976075,0.19991313
half_torus,T+F+K,8042,0.4,1.6379791,0.46545723,0.25032434
half_torus,T+F+K,8042,0.5,1.7991512,0.3987203,0.27048674
half_torus,baseline,9042,0.0,0.24714637,0.5470503,0.30321917
half_torus,baseline,9042,0.1,0.60634667,0.6960009,0.26708895
half_torus,baseline,9042,0.2,0.8306388,0.7080626,0.24102303
half_torus,baseline,9042,0.3,0.99636286,0.660814,0.22583771
half_torus,baseline,9042,0.4,1.311215,0.62144333,0.21123874
half_torus,baseline,9042,0.5,1.6704903,0.564959,0.20173879
half_torus,T,9042,0.0,0.52206177,0.28525695,0.33987477
half_torus,T,9042,0.1,0.92788464,0.51531047,0.40498045
half_torus,T,9042,0.2,1.2391587,0.55264294,0.3578876
half_torus,T,9042,0.3,1.3542564,0.5363409,0.28957903
half_torus,T,9042,0.4,2.0145638,0.5825241,0.30541557
half_torus,T,9042,0.5,2.7485693,0.6099993,0.35515484
half_torus,K,9042,0.0,0.22458111,0.5394803,0.29044276
half_torus,K,9042,0.1,0.5850898,0.7136696,0.2584689
half_torus,K,9042,0.2,0.8182098,0.72190654,0.23872463
half_torus,K,9042,0.3,1.0002664,0.66867626,0.22473797
half_torus,K,9042,0.4,1.315348,0.62979233,0.21316218
half_torus,K,9042,0.5,1.7111526,0.5746618,0.20563808
half_torus,T+K,9042,0.0,0.4839526,0.28876862,0.29512024
half_torus,T+K,9042,0.1,0.9047969,0.51787484,0.38289443
half_torus,T+K,9042,0.2,1.1560463,0.569362,0.38323516
half_torus,T+K,9042,0.3,1.2586869,0.54775625,0.34426197
half_torus,T+K,9042,0.4,2.020512,0.57917863,0.363331
half_torus,T+K,9042,0.5,2.833673,0.578799,0.44897667
half_torus,T+F,9042,0.0,0.21736448,0.45447242,0.25286326
half_torus,T+F,9042,0.1,0.4074819,0.69202554,0.24255882
half_torus,T+F,9042,0.2,0.6399447,0.74077237,0.2708278
half_torus,T+F,9042,0.3,0.86482,0.7170336,0.28353298
half_torus,T+F,9042,0.4,1.2418324,0.7021412,0.24262498
half_torus,T+F,9042,0.5,1.7241251,0.61695564,0.24685133
half_torus,T+F+K,9042,0.0,0.2182107,0.471609,0.2372075
half_torus,T+F+K,9042,0.1,0.48760286,0.72409797,0.27863726
half_torus,T+F+K,9042,0.2,0.7428864,0.7672371,0.27405766
half_torus,T+F+K,9042,0.3,1.0530261,0.72282463,0.23278023
half_torus,T+F+K,9042,0.4,1.4008154,0.68397516,0.2224615
half_torus,T+F+K,9042,0.5,1.8886293,0.6137365,0.23232062
