surface,ae_reg,ae_loss,drift_loss,diff_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,sW2@0.1,sW2@0.2,sW2@0.5,sW2@1.0,MMD@1.0,survival@1.0,stopped@1.0
paraboloid,T,0.0005379397189244628,0.4082634150981903,0.03292301669716835,0.4760642954395184,0.8547168244096569,0.9257943289620536,0.6172101525397196,0.24193107924428853,0.37444754412097175,0.7222491660271347,0.713704495518796,0.2281135767698288,0.2800000011920929,0.04200000315904617
paraboloid,T+K,0.0011929140891879797,0.9236116409301758,0.031910985708236694,0.5766581172135997,1.009849146792763,1.076385716029576,0.8047794961390552,0.3144186543019198,0.5384884120452856,0.9018610578617422,0.9059337681219576,0.26103895902633667,0.2800000011920929,0.04200000315904617
paraboloid,T+F,0.018033325672149658,0.06313393265008926,0.1772039234638214,0.4371477224779023,0.8172659049356791,0.9462824140276228,0.4940625265661023,0.21347683270237255,0.23635682130823568,0.5108789205035618,0.7354343049079934,0.23517321050167084,0.2800000011920929,0.04200000315904617
paraboloid,T+F+K,0.012192453257739544,0.10289676487445831,0.0840616449713707,0.5728226217766913,0.9596142302778431,1.077471923828125,0.6593332716429549,0.3095569683394212,0.42914311180158843,0.6145722642529202,0.896152970937046,0.20338481664657593,0.2800000011920929,0.04200000315904617
