time,ensemble_survival,MTE,RPD,surface,config,seed,sim_mode,W2,MMD,drift_coeff_error,cov_coeff_error
5.0,0.0,,,paraboloid,baseline,3042,end_to_end,,,,
0.1,0.9899999499320984,0.2208235769560843,0.3182899592037858,paraboloid,T+F,3042,learned_latent,,,,
0.2,0.9899999499320984,0.400778799345999,0.36111691172706484,paraboloid,T+F,3042,learned_latent,,,,
0.5,0.9049999713897705,0.5506730896333305,0.37191865937432633,paraboloid,T+F,3042,learned_latent,,,,
1.0,0.7450000047683716,0.6958478889209312,0.3773318122292713,paraboloid,T+F,3042,learned_latent,1.7015072431279086,0.14799635112285614,,
2.0,0.5249999761581421,,,paraboloid,T+F,3042,learned_latent,2.366020475568977,0.24937838315963745,,
3.0,0.3149999976158142,,,paraboloid,T+F,3042,learned_latent,1.69596564690076,0.2600797712802887,,
4.0,0.20499999821186066,,,paraboloid,T+F,3042,learned_latent,2.115513120564737,0.29023051261901855,,
5.0,0.10499999672174454,,,paraboloid,T+F,3042,learned_latent,0.8163258696752331,0.16415002942085266,,
0.1,0.9599999785423279,1.2565031846364338,1.8110944170462964,paraboloid,T+F,3042,end_to_end,,,0.05852004885673523,0.11174213886260986
0.2,0.875,1.7132993861607142,1.5437477835749933,paraboloid,T+F,3042,end_to_end,,,0.0737348273396492,0.10171091556549072
0.5,0.5249999761581421,1.9016848609561012,1.2843774234731307,paraboloid,T+F,3042,end_to_end,,,0.056799277663230896,0.04204258322715759
1.0,0.2849999964237213,2.0464402583607457,1.1097066235318298,paraboloid,T+F,3042,end_to_end,1.3795860033003216,0.17067262530326843,0.04091128706932068,0.02807929553091526
2.0,0.07000000029802322,,,paraboloid,T+F,3042,end_to_end,2.416980197147572,0.2784658968448639,,
3.0,0.019999999552965164,,,paraboloid,T+F,3042,end_to_end,2.0498169203881984,0.2931221127510071,,
4.0,0.0,,,paraboloid,T+F,3042,end_to_end,,,,
5.0,0.0,,,paraboloid,T+F,3042,end_to_end,,,,
0.1,0.9899999499320984,0.23816380356297348,0.3432837578523277,paraboloid,T+F+K,3042,learned_latent,,,,
0.2,0.9899999499320984,0.42878276169902146,0.38634954483427164,paraboloid,T+F+K,3042,learned_latent,,,,
0.5,0.9049999713897705,0.5786549267847894,0.3908172900793983,paraboloid,T+F+K,3042,learned_latent,,,,
1.0,0.7450000047683716,0.7254564938129194,0.39338743116461006,paraboloid,T+F+K,3042,learned_latent,1.7366201404655057,0.156972736120224,,
2.0,0.5249999761581421,,,paraboloid,T+F+K,3042,learned_latent,2.4175618128810354,0.2619568407535553,,
3.0,0.3149999976158142,,,paraboloid,T+F+K,3042,learned_latent,1.7575765915157706,0.26468876004219055,,
4.0,0.20499999821186066,,,paraboloid,T+F+K,3042,learned_latent,2.1729070430038053,0.30174320936203003,,
5.0,0.10499999672174454,,,paraboloid,T+F+K,3042,learned_latent,0.8581178565822896,0.16853167116641998,,
0.1,0.9799999594688416,1.2567021895428092,1.8113812580820439,paraboloid,T+F+K,3042,end_to_end,,,0.010604330338537693,0.02904527820646763
0.2,0.9149999618530273,1.7584323570376537,1.5844143035774083,paraboloid,T+F+K,3042,end_to_end,,,0.02081785723567009,0.033855389803647995
0.5,0.5649999976158142,1.907679194897677,1.2884259318992048,paraboloid,T+F+K,3042,end_to_end,,,0.023506836965680122,0.020611897110939026
1.0,0.3100000023841858,1.979980960969002,1.073668277330624,paraboloid,T+F+K,3042,end_to_end,1.387117708903029,0.2001601755619049,0.009388845413923264,0.02667688950896263
2.0,0.08999999612569809,,,paraboloid,T+F+K,3042,end_to_end,2.261541250287801,0.22898854315280914,,
3.0,0.03999999910593033,,,paraboloid,T+F+K,3042,end_to_end,2.1941238076637464,0.343387246131897,,
4.0,0.0,,,paraboloid,T+F+K,3042,end_to_end,,,,
5.0,0.0,,,paraboloid,T+F+K,3042,end_to_end,,,,
0.1,1.0,0.52500732421875,0.6486921770709994,paraboloid,baseline,4042,learned_latent,,,,
0.2,0.9899999499320984,0.6918820467862216,0.5948566755681854,paraboloid,baseline,4042,learned_latent,,,,
0.5,0.8999999761581421,1.023246086968316,0.5940432945233083,paraboloid,baseline,4042,learned_latent,,,,
1.0,0.7149999737739563,1.1096416553417285,0.5453676631655149,paraboloid,baseline,4042,learned_latent,1.843982423701499,0.2666514217853546,,
2.0,0.4650000035762787,,,paraboloid,baseline,4042,learned_latent,2.1227118700857006,0.2883756458759308,,
3.0,0.29499998688697815,,,paraboloid,baseline,4042,learned_latent,2.4336241283083133,0.3608050048351288,,
4.0,0.17999999225139618,,,paraboloid,baseline,4042,learned_latent,2.235328116714543,0.3193475008010864,,
5.0,0.11499999463558197,,,paraboloid,baseline,4042,learned_latent,2.3067578960479462,0.2949157953262329,,
0.1,0.9749999642372131,1.377610113681891,1.702157022531339,paraboloid,baseline,4042,end_to_end,,,0.6758067011833191,0.44624462723731995
0.2,0.8949999809265137,1.7774344502880586,1.5281777479990186,paraboloid,baseline,4042,end_to_end,,,0.8076270818710327,0.70770263671875
