surface,condition,drift_mode,seed,E_mu,E_Sigma,R1,R2,kappa_g,recon,mfpt_err,its_t2_err,stat_l1,exit_frac
paraboloid,T+F,oracle_drift+learned_diff,1042,0.0004931319272145629,2.5405199266970158e-05,98330.0078125,10618749.0,1.847409725189209,8.773978532108638e-09,0.061842232810479014,0.37130658547069995,0.03179740905761719,0.0
paraboloid,T+F,oracle_drift+oracle_diff,1042,0.0004931319272145629,2.5405199266970158e-05,98330.0078125,10618749.0,1.847409725189209,8.773978532108638e-09,0.0721672235894184,0.3361385306554714,0.024166341871023178,0.0
paraboloid,baseline,learned,2042,0.012615187093615532,0.0008380722720175982,122149.3359375,10288674.0,1.372292160987854,2.700405967692886e-07,0.07257541985796524,0.5278802034003619,0.008080784231424332,0.0020000000949949026
paraboloid,baseline,oracle_drift+learned_diff,2042,0.012615187093615532,0.0008380722720175982,122149.3359375,10288674.0,1.372292160987854,2.700405967692886e-07,0.056854552820032045,0.5161480287586728,0.05447956919670105,0.0
paraboloid,baseline,oracle_drift+oracle_diff,2042,0.012615187093615532,0.0008380722720175982,122149.3359375,10288674.0,1.372292160987854,2.700405967692886e-07,0.06615237132341716,0.2665169042579048,0.022066354751586914,0.0
paraboloid,T+F,learned,2042,0.00035988149465993047,1.7160482457256876e-05,368351.125,77873736.0,1.9877960681915283,1.0370482794233292e-08,0.08089085055196987,0.38102654410911646,0.018730465322732925,0.018000001087784767
paraboloid,T+F,oracle_drift+learned_diff,2042,0.00035988149465993047,1.7160482457256876e-05,368351.125,77873736.0,1.9877960681915283,1.0370482794233292e-08,0.10947105715257889,0.32275063393261727,0.0178443044424057,0.0
paraboloid,T+F,oracle_drift+oracle_diff,2042,0.00035988149465993047,1.7160482457256876e-05,368351.125,77873736.0,1.9877960681915283,1.0370482794233292e-08,0.06945270758260431,0.26312416521168575,0.03536748141050339,0.0
paraboloid,baseline,learned,3042,0.012686270289123058,0.0009489079238846898,69554.2421875,6546327.0,1.5473097562789917,6.321525729414243e-07,0.1558893145941944,0.5706849836254567,0.04050421714782715,0.004000000189989805
paraboloid,baseline,oracle_drift+learned_diff,3042,0.012686270289123058,0.0009489079238846898,69554.2421875,6546327.0,1.5473097562789917,6.321525729414243e-07,0.0632334284295116,0.36879404755502004,0.023984644562005997,0.0
paraboloid,baseline,oracle_drift+oracle_diff,3042,0.012686270289123058,0.0009489079238846898,69554.2421875,6546327.0,1.5473097562789917,6.321525729414243e-07,0.06153886942426056,0.27460400034232546,0.027748115360736847,0.0
paraboloid,T+F,learned,3042,0.0007709098281338811,4.6372566430363804e-05,174610.25,23898394.0,1.7198108434677124,2.2625015537134043e-08,0.31122832823833196,0.5535453014795313,0.10149899125099182,0.01600000075995922
paraboloid,T+F,oracle_drift+learned_diff,3042,0.0007709098281338811,4.6372566430363804e-05,174610.25,23898394.0,1.7198108434677124,2.2625015537134043e-08,0.1204385710100782,0.343972503823573,0.011269554495811462,0.0
paraboloid,T+F,oracle_drift+oracle_diff,3042,0.0007709098281338811,4.6372566430363804e-05,174610.25,23898394.0,1.7198108434677124,2.2625015537134043e-08,0.12542562491615802,0.32214778984779224,0.009201273322105408,0.0
paraboloid,baseline,learned,4042,0.02166680619120598,0.003288411069661379,223762.953125,59966456.0,1.5737510919570923,7.950891369944484e-07,0.15527077608663334,0.16068383455289628,0.03064284846186638,0.010000000707805157
paraboloid,baseline,oracle_drift+learned_diff,4042,0.02166680619120598,0.003288411069661379,223762.953125,59966456.0,1.5737510919570923,7.950891369944484e-07,0.11563962405083776,0.3511801630647756,0.0352548211812973,0.0
paraboloid,baseline,oracle_drift+oracle_diff,4042,0.02166680619120598,0.003288411069661379,223762.953125,59966456.0,1.5737510919570923,7.950891369944484e-07,0.08531381710062728,0.21266718223337944,0.02693154290318489,0.0
paraboloid,T+F,learned,4042,0.00019375546253286302,1.3577900972450152e-05,158723.5625,38330308.0,1.7801856994628906,8.486795399112995e-09,0.13457965766367777,0.37381751301214766,0.0528259351849556,0.01600000075995922
paraboloid,T+F,oracle_drift+learned_diff,4042,0.00019375546253286302,1.3577900972450152e-05,158723.5625,38330308.0,1.7801856994628906,8.486795399112995e-09,0.12321441480085676,0.050753539774383676,0.006022665649652481,0.0
paraboloid,T+F,oracle_drift+oracle_diff,4042,0.00019375546253286302,1.3577900972450152e-05,158723.5625,38330308.0,1.7801856994628906,8.486795399112995e-09,0.11864975942827843,0.08841630551451281,0.017857830971479416,0.0
