surface,config,seed,ae_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,sW2@0.5,sW2@1.0,MMD@1.0,survival@1.0,stopped@1.0,E_mu_held,drift_loss_final,diff_loss_final
paraboloid,T+F,6042,0.011599479243159294,1.0121896362304688,2.013655482700893,2.348692384484696,1.3113977123422904,0.7940510212014601,1.2088997687404741,0.164629727602005,0.7299999594688416,0.3050000071525574,0.10971184819936752,0.016779355704784393,0.1875837743282318
paraboloid,T+F+K,6042,0.015193837694823742,0.9528640747070313,2.1734793526785716,2.8113591442369437,1.6846325151668873,1.1690987828285877,2.0220244805348306,0.24884793162345886,0.7299999594688416,0.3050000071525574,0.07473784685134888,0.03786598891019821,0.12729039788246155
paraboloid,T+F+K+S,6042,0.015193837694823742,0.9447007751464844,2.06284423828125,2.4757748956549657,1.3927765043706801,0.975494259136707,1.597483252851004,0.2386636734008789,0.7299999594688416,0.3050000071525574,0.2812488079071045,0.7128380537033081,0.12729039788246155
paraboloid,baseline,7042,0.0010997394565492868,1.1156360875422031,2.19366701187626,2.727643181295956,1.749713505801528,0.8671957524591867,1.2841710428651496,0.20654267072677612,0.7649999856948853,0.26999998092651367,0.5230429172515869,0.06534121930599213,0.7350634932518005
paraboloid,T+F,7042,0.00966715533286333,1.1278280133578047,1.9399606027910787,2.5069131290211395,1.2110686311964551,0.7951325725426102,1.5308346221903464,0.11876481771469116,0.7649999856948853,0.26999998092651367,0.04988179728388786,0.008934816345572472,0.058889176696538925
paraboloid,T+F+K,7042,0.007579050958156586,0.7241652598932161,1.5673477008778562,1.9742226195491217,1.2060349882700987,0.838504374282289,1.3128436926738491,0.20019710063934326,0.7649999856948853,0.26999998092651367,0.01823151297867298,0.0074459100142121315,0.021124526858329773
paraboloid,T+F+K+S,7042,0.007579050958156586,0.7159504339323571,1.6255248695291498,2.145526162939134,1.2327268175274548,0.8519613309611164,1.1590493022440473,0.21411898732185364,0.7649999856948853,0.26999998092651367,0.18101847171783447,0.2485797256231308,0.021124526858329773
paraboloid,baseline,8042,0.004029915668070316,1.0236474609375,1.882109946392952,2.3675324062131486,1.4245150913015951,1.0578110615368908,1.7720584513992104,0.2351911962032318,0.7949999570846558,0.29999998211860657,0.2043616771697998,0.019960157573223114,0.2910490930080414
paraboloid,T+F,8042,0.0026207934133708477,0.8477835845947266,1.6074988182554855,1.9911986536949686,1.076792842328427,0.916929327006917,0.8902191633985377,0.1331070363521576,0.7949999570846558,0.29999998211860657,0.07088971138000488,0.028850950300693512,0.0715959295630455
paraboloid,T+F+K,8042,0.024546315893530846,1.0390838623046874,2.060991327813331,2.7305670204402515,1.4701530935148241,1.1807569001759899,1.9985280389563507,0.2702699601650238,0.7949999570846558,0.29999998211860657,0.04475804790854454,0.018816610798239708,0.014466850087046623
