N,D,K_pairs,surface,condition,seed,ae_loss,drift_loss,diff_loss,recon_per_dim,phase1_converged,E_mu,E_Sigma,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,MMD@1.0,survival@1.0
20,201,99,paraboloid,K(Phat),7042,0.07905334234237671,0.0005099037662148476,0.00021441711578518152,0.0021706610473234264,True,0.3923623561859131,1.3284647464752197,1.2335977985631281,2.499095465547295,3.1164103987949345,2.2978905416399202,0.1983206421136856,0.7649999856948853
20,201,99,paraboloid,baseline,8042,0.04850300773978233,0.00023347129172179848,0.00045125852921046317,0.002056757164238697,True,1.1370482444763184,1.7477977275848389,0.7836973571777344,1.640634739652593,2.1629183787219928,1.9975025434246787,0.14441326260566711,0.7949999570846558
20,201,99,paraboloid,K(Phat),8042,0.048619065433740616,0.0002029647585004568,0.00022836102289147675,0.002056757164238697,True,0.5823462009429932,1.7872014045715332,0.8226471710205078,1.7376423287898937,2.266113857053361,2.0026592324749535,0.16429993510246277,0.7949999570846558
20,201,99,paraboloid,baseline,9042,0.05555783957242966,0.00014620082220062613,0.0001545039558550343,0.0013223859801221249,True,1.129876732826233,1.1608660221099854,1.6494723510742189,2.7625872502561477,3.4191396612870064,2.140831469398495,0.2581874430179596,0.7599999904632568
20,201,99,paraboloid,K(Phat),9042,0.05785319581627846,0.0001063578383764252,8.900905231712386e-05,0.0013223859801221249,True,0.5801287889480591,1.0675733089447021,1.7126019287109375,2.6854988473360657,3.148947464792352,1.9578201033897662,0.22693604230880737,0.7599999904632568
20,201,99,hyperbolic_paraboloid,baseline,42,0.19496548175811768,0.0011380851501598954,0.00026135501684620976,0.0024104288857967698,True,1.8318164348602295,6.57065486907959,1.3013735961914064,2.559467647386634,3.117361031326593,2.042028801261939,0.20896469056606293,0.7649999856948853
20,201,99,hyperbolic_paraboloid,K(Phat),42,0.17077848315238953,0.0004860436310991645,0.00022897518647368997,0.0024104288857967698,True,1.4237818717956543,4.418824672698975,1.3700334167480468,2.6558947355850884,3.1995801738664214,2.0248957112186834,0.231239452958107,0.7649999856948853
20,201,99,hyperbolic_paraboloid,baseline,1042,0.04145238548517227,0.00037423946196213365,7.281500438693911e-05,0.002009570153791513,True,0.7784715890884399,1.3207287788391113,1.3106723191151068,2.145475551060268,2.7057711283365884,1.429408648070807,0.12656237185001373,0.7199999690055847
20,201,99,hyperbolic_paraboloid,K(Phat),1042,0.050647951662540436,0.00026990839978680015,5.922950367676094e-05,0.002009570153791513,True,0.6282243728637695,1.5598695278167725,1.6254062365047897,2.5258804757254465,3.000393761528863,1.2694073020354637,0.1320338100194931,0.7199999690055847
20,201,99,hyperbolic_paraboloid,baseline,2042,0.2088414430618286,0.00033549469662830234,6.864388706162572e-05,0.001082668479402267,True,0.7812527418136597,1.8509331941604614,0.628121150797935,1.413567846947974,1.6937730145302548,1.490842835376459,0.1334223449230194,0.7849999666213989
