time,ensemble_survival,MTE,RPD,surface,penalty,sim_mode,distance,W2,MMD
1.0,0.8050000071525574,0.6539401415712345,0.3416000883594918,paraboloid,T,learned_latent,0.0,1.4514103146516757,0.1615189015865326
2.0,0.5249999761581421,,,paraboloid,T,learned_latent,0.0,2.50421059791899,0.2152625322341919
3.0,0.32999998331069946,,,paraboloid,T,learned_latent,0.0,2.407291860142966,0.23422057926654816
4.0,0.22499999403953552,,,paraboloid,T,learned_latent,0.0,1.7147285961029344,0.11791461706161499
5.0,0.1599999964237213,,,paraboloid,T,learned_latent,0.0,1.2550961485657024,0.16187167167663574
0.1,1.0,0.19654544830322265,0.2500352771615325,paraboloid,T,learned_ambient,0.0,,
0.2,0.9799999594688416,0.3820797667211416,0.33617776238669655,paraboloid,T,learned_ambient,0.0,,
0.5,0.9149999618530273,0.5285953459192495,0.35618752843869766,paraboloid,T,learned_ambient,0.0,,
1.0,0.8050000071525574,0.7967429783033289,0.4161963067969491,paraboloid,T,learned_ambient,0.0,0.9163930845749811,0.07494838535785675
2.0,0.5249999761581421,,,paraboloid,T,learned_ambient,0.0,3.0871538298135817,0.11744102835655212
3.0,0.32999998331069946,,,paraboloid,T,learned_ambient,0.0,28.822044492526782,0.14425550401210785
4.0,0.22499999403953552,,,paraboloid,T,learned_ambient,0.0,17.0438383060871,0.26320284605026245
5.0,0.1599999964237213,,,paraboloid,T,learned_ambient,0.0,19.946178997991716,0.3061624765396118
0.1,1.0,0.22441118240356445,0.2854846686851636,paraboloid,K,learned_latent,0.0,,
0.2,0.9799999594688416,0.42215604198222256,0.37143938499938134,paraboloid,K,learned_latent,0.0,,
0.5,0.9149999618530273,0.4542077903539105,0.3060623811630688,paraboloid,K,learned_latent,0.0,,
1.0,0.8050000071525574,0.6888662776591615,0.35984452759061963,paraboloid,K,learned_latent,0.0,1.4978848579292736,0.17092911899089813
2.0,0.5249999761581421,,,paraboloid,K,learned_latent,0.0,2.5216929079869947,0.22012875974178314
3.0,0.32999998331069946,,,paraboloid,K,learned_latent,0.0,2.435012826795374,0.23969213664531708
4.0,0.22499999403953552,,,paraboloid,K,learned_latent,0.0,1.7403746634832673,0.12454283237457275
5.0,0.1599999964237213,,,paraboloid,K,learned_latent,0.0,1.2830753347610322,0.1688302606344223
0.1,1.0,0.18654130935668944,0.23730851255897673,paraboloid,K,learned_ambient,0.0,,
0.2,0.9799999594688416,0.3562804241569675,0.3134778813416949,paraboloid,K,learned_ambient,0.0,,
0.5,0.9149999618530273,0.4945237623537824,0.3332288073037783,paraboloid,K,learned_ambient,0.0,,
1.0,0.8050000071525574,0.7551018377268537,0.3944441365354077,paraboloid,K,learned_ambient,0.0,2.1475275783789645,0.06240838021039963
2.0,0.5249999761581421,,,paraboloid,K,learned_ambient,0.0,5.429324703537497,0.2319420725107193
3.0,0.32999998331069946,,,paraboloid,K,learned_ambient,0.0,13.636644125412966,0.36735254526138306
4.0,0.22499999403953552,,,paraboloid,K,learned_ambient,0.0,24.363004937133145,0.46191588044166565
5.0,0.1599999964237213,,,paraboloid,K,learned_ambient,0.0,33.07644634270393,0.5237175226211548
0.1,1.0,0.22960533142089845,0.2920924049638679,paraboloid,T+K,learned_latent,0.0,,
0.2,0.9799999594688416,0.41594987986039145,0.36597881399602594,paraboloid,T+K,learned_latent,0.0,,
0.5,0.9149999618530273,0.4608639576396004,0.3105475583267863,paraboloid,T+K,learned_latent,0.0,,
1.0,0.8050000071525574,0.6829395175720594,0.35674855344751977,paraboloid,T+K,learned_latent,0.0,1.477498074444768,0.16820350289344788
2.0,0.5249999761581421,,,paraboloid,T+K,learned_latent,0.0,2.5121133351642375,0.21794909238815308
3.0,0.32999998331069946,,,paraboloid,T+K,learned_latent,0.0,2.4101573015602473,0.23684082925319672
4.0,0.22499999403953552,,,paraboloid,T+K,learned_latent,0.0,1.731618490880093,0.1220395416021347
5.0,0.1599999964237213,,,paraboloid,T+K,learned_latent,0.0,1.284461728257216,0.1711754947900772
0.1,1.0,0.18349727630615234,0.2334360461444623,paraboloid,T+K,learned_ambient,0.0,,
0.2,0.9799999594688416,0.3521475110735212,0.309841484982749,paraboloid,T+K,learned_ambient,0.0,,
0.5,0.9149999618530273,0.4823544194789532,0.32502864399403425,paraboloid,T+K,learned_ambient,0.0,,
