surface,D,dynamics,condition,seed,recon,tangent,E_mu,E_Sigma,sigma_min_p5,sigma_min_median,stage2_loss,stage3_loss,E_drift,E_b,E_Lambda
paraboloid,201,rotation,ATLAS,42,0.00012324489097097026,0.14750690758228302,0.1728591024875641,1.2178198099136353,,,0.006828105077147484,0.13122905790805817,,0.1728591024875641,3.97452712059021
paraboloid,201,rotation,baseline,42,0.00017643099029858908,0.07818073779344559,1.4606287479400635,3.2163872718811035,1.4017961025238037,1.578259825706482,0.06750420667231083,0.0004829221870750189,2.0350747108459473,5.860613822937012,5.256036758422852
paraboloid,201,rotation,T,42,0.00020866438894722591,0.004497893154621124,0.3105214238166809,0.13901636004447937,1.2091641426086426,1.2528942823410034,0.016582101117819548,0.0001077673259715084,1.5552681684494019,6.795995712280273,1.7732837200164795
paraboloid,201,rotation,F,42,0.007992369618581895,1.999967336654663,12.281440734863281,56.81385040283203,1.0568811893463135,1.056893229484558,2.3016904378891923e-05,0.004544100491330028,0.0019616810604929924,12.283307075500488,56.81385040283203
paraboloid,201,rotation,C,42,0.004800758848142861,1.0853075981140137,7.3092451095581055,42.189537048339844,0.7811525464057922,0.783668041229248,0.05006645992398262,0.0041849494446069,1.3770201206207275,12.180187225341797,50.82190704345703
paraboloid,201,rotation,T+F,42,0.0029449448063598935,0.08274159580469131,0.926963210105896,2.4675350189208984,1.5435112714767456,1.7479944229125977,0.005416186293587089,0.00040204937977250665,0.3051106631755829,2.0723206996917725,6.030038356781006
paraboloid,201,rotation,ATLAS,1042,0.00016875075760172374,0.12025245279073715,0.14155137538909912,0.9648243188858032,,,0.015279672108590603,0.17267589271068573,,0.14155137538909912,2.5831704139709473
paraboloid,201,rotation,baseline,1042,0.00013499909928485528,0.09182204306125641,1.7087957859039307,4.362552642822266,1.3278414011001587,1.4635025262832642,0.07659970968961716,0.0008220387535402551,5.470123291015625,7.128299713134766,8.034191131591797
paraboloid,201,rotation,T,1042,0.00016849884642890437,0.004145982675254345,0.3254188299179077,0.15598727762699127,1.111169457435608,1.2709076404571533,0.010544196236878633,9.234622120857239e-05,1.0329049825668335,10.3361177444458,2.703537940979004
paraboloid,201,rotation,F,1042,0.00732202257089947,1.995532751083374,11.947415351867676,60.510379791259766,0.956087052822113,0.956382691860199,4.629944305634126e-05,0.004406897001899779,0.000956161180511117,11.949179649353027,60.51038360595703
paraboloid,201,rotation,C,1042,0.007327452820924977,1.8822788000106812,11.66229248046875,60.347713470458984,0.03407635539770126,0.03407640382647514,2.077515312559619e-10,0.004401934100314975,4.082099991364885e-08,12.00067138671875,60.36376190185547
paraboloid,201,rotation,T+F,1042,0.0004631129292706352,0.015349205583333969,0.2987089157104492,0.4408073425292969,1.516093134880066,1.6269437074661255,0.005631162086501718,0.00016416362632298842,0.26684629917144775,1.3228331804275513,1.4276338815689087
paraboloid,201,rotation,ATLAS,2042,9.439735492663597e-05,0.15475517511367798,0.1541423201560974,1.323577880859375,,,0.0023278926964849234,0.04382588341832161,,0.1541423201560974,3.4592697620391846
paraboloid,201,rotation,baseline,2042,0.0002562052463714163,0.08620065450668335,1.6341191530227661,3.783778667449951,1.3416615724563599,1.475986123085022,0.07415972650051117,0.0008045770518947393,2.769174098968506,5.056567192077637,5.2236833572387695
paraboloid,201,rotation,T,2042,0.00019939688604269455,0.002800674643367529,0.3888179063796997,0.09135197848081589,1.107388973236084,1.2560185194015503,0.008835491258651018,9.153626160696149e-05,0.9239492416381836,7.7745490074157715,2.0720489025115967
paraboloid,201,rotation,F,2042,0.007683743884907433,1.9953447580337524,11.483907699584961,55.88548278808594,0.9395530223846436,0.9396100044250488,9.621263961889781e-05,0.004980409285053611,0.015035789459943771,11.485054016113281,55.885520935058594
paraboloid,201,rotation,C,2042,0.004721355378924317,1.11751389503479,8.644156455993652,44.89811706542969,1.575282335281372,1.6155920028686523,0.04731030762195587,0.004685183987021446,0.9716535210609436,12.185735702514648,46.3317985534668
paraboloid,201,rotation,T+F,2042,0.018138791791242153,0.08924239873886108,1.0100826025009155,3.042874813079834,1.4581890106201172,1.9427534341812134,0.007826464949175715,0.0004064276145072654,0.45313599705696106,3.3415985107421875,5.873602867126465
paraboloid,201,rotation,ATLAS,3042,0.00022595824293829316,0.13766223192214966,0.13384217023849487,1.1689778566360474,,,0.006743325851857662,0.10214749723672867,,0.13384217023849487,3.0778555870056152
paraboloid,201,rotation,baseline,3042,0.00015073277945838758,0.11138790100812912,1.5300896167755127,2.2030320167541504,1.2998470067977905,1.4222595691680908,0.05533692240715027,0.0010426454828120768,1.1515766382217407,7.949680328369141,8.427660942077637
