surface,config,seed,distance,reconstruction,tangent,cov_tangent,drift_tangent,normal_drift_learned,normal_drift_true
paraboloid,T+F+K,2042,0.2,0.21874278783798218,0.016893837600946426,6.539660453796387,0.23057623207569122,4.290816783905029,2.958683729171753
paraboloid,T+F+K,2042,0.3,0.5221121907234192,0.026906346902251244,15.538196563720703,0.3953302502632141,5.248594284057617,3.2749381065368652
paraboloid,T+F+K,2042,0.4,1.3200609683990479,0.05652661994099617,42.9599723815918,0.6623148322105408,6.352510452270508,3.613997459411621
paraboloid,T+F+K,2042,0.5,2.2268850803375244,0.07551568001508713,78.35425567626953,1.1169641017913818,7.897179126739502,3.867738962173462
paraboloid,baseline,3042,0.0,0.07984045892953873,0.04612709581851959,6.153984546661377,0.4183051288127899,3.808274984359741,2.766871929168701
paraboloid,baseline,3042,0.1,0.40469086170196533,0.13132023811340332,62.03965759277344,2.2538821697235107,8.241134643554688,2.9472672939300537
paraboloid,baseline,3042,0.2,0.7498389482498169,0.1661188006401062,122.32892608642578,3.2428953647613525,9.73926067352295,3.026327133178711
paraboloid,baseline,3042,0.3,1.4564785957336426,0.20585714280605316,205.3816680908203,5.024990558624268,12.296247482299805,3.344125509262085
paraboloid,baseline,3042,0.4,2.5946102142333984,0.23086176812648773,416.844482421875,7.099614143371582,15.796181678771973,3.7162277698516846
paraboloid,baseline,3042,0.5,4.192766189575195,0.2643904983997345,706.700927734375,9.696657180786133,19.10013198852539,3.9826672077178955
paraboloid,T,3042,0.0,0.030033115297555923,0.006346389651298523,0.3004312813282013,0.06668699532747269,2.987138032913208,2.766871929168701
paraboloid,T,3042,0.1,0.32877907156944275,0.03362205997109413,6.930485725402832,0.5900534987449646,4.636248588562012,2.9472672939300537
paraboloid,T,3042,0.2,0.8334571123123169,0.06667988747358322,32.87433624267578,1.1720143556594849,5.5643744468688965,3.026327133178711
paraboloid,T,3042,0.3,1.885615587234497,0.1499137431383133,118.97798156738281,2.8460116386413574,7.586872100830078,3.344125509262085
paraboloid,T,3042,0.4,3.395404815673828,0.2697260081768036,459.7484436035156,5.0794501304626465,9.629263877868652,3.7162277698516846
paraboloid,T,3042,0.5,5.507809162139893,0.3870592415332794,795.202392578125,8.21031665802002,12.274286270141602,3.9826672077178955
paraboloid,K,3042,0.0,0.04373868927359581,0.03931078314781189,0.544975757598877,0.3527853488922119,3.61435604095459,2.766871929168701
paraboloid,K,3042,0.1,0.34815406799316406,0.10458305478096008,5.240597724914551,1.4712629318237305,5.807715892791748,2.9472672939300537
paraboloid,K,3042,0.2,0.7846823930740356,0.11928629875183105,16.772502899169922,2.0159430503845215,6.844507217407227,3.026327133178711
paraboloid,K,3042,0.3,1.6860110759735107,0.16232186555862427,48.8070068359375,3.572160005569458,9.207159042358398,3.344125509262085
paraboloid,K,3042,0.4,3.0847036838531494,0.2196318805217743,197.30752563476562,5.662282943725586,12.59334659576416,3.7162277698516846
paraboloid,K,3042,0.5,5.020884990692139,0.28374505043029785,407.1466064453125,8.242754936218262,15.47700023651123,3.9826672077178955
paraboloid,T+K,3042,0.0,0.027950981631875038,0.006854956969618797,0.3145720064640045,0.06296063214540482,2.960850238800049,2.766871929168701
paraboloid,T+K,3042,0.1,0.2835875451564789,0.03335336968302727,7.104559421539307,0.5274684429168701,4.492141246795654,2.9472672939300537
paraboloid,T+K,3042,0.2,0.7522516846656799,0.06392727047204971,34.39797592163086,1.0465245246887207,5.383329391479492,3.026327133178711
paraboloid,T+K,3042,0.3,1.7570768594741821,0.1423051804304123,130.83335876464844,2.5745718479156494,7.329199314117432,3.344125509262085
paraboloid,T+K,3042,0.4,3.264320135116577,0.2647315561771393,523.0018310546875,4.960352420806885,9.521646499633789,3.7162277698516846
paraboloid,T+K,3042,0.5,5.309139728546143,0.3778470754623413,891.6657104492188,8.178786277770996,12.340975761413574,3.9826672077178955
paraboloid,T+F,3042,0.0,0.011163034476339817,0.008200153708457947,1.4656450748443604,0.08845315873622894,3.1700644493103027,2.766871929168701
paraboloid,T+F,3042,0.1,0.06674482673406601,0.019954871386289597,20.001541137695312,0.5422607064247131,5.41932487487793,2.9472672939300537
paraboloid,T+F,3042,0.2,0.2222963273525238,0.028615616261959076,48.89176559448242,0.8839483857154846,6.44298791885376,3.026327133178711
paraboloid,T+F,3042,0.3,0.6687495112419128,0.043499525636434555,100.01837158203125,1.6779909133911133,8.622720718383789,3.344125509262085
paraboloid,T+F,3042,0.4,1.5490326881408691,0.07095061242580414,239.8842315673828,2.6809821128845215,11.056648254394531,3.7162277698516846
paraboloid,T+F,3042,0.5,3.0178534984588623,0.11620208621025085,403.5937805175781,4.143352508544922,13.70965576171875,3.9826672077178955
paraboloid,T+F+K,3042,0.0,0.004692950285971165,0.002498964313417673,0.11117691546678543,0.0441741980612278,2.9633870124816895,2.766871929168701
paraboloid,T+F+K,3042,0.1,0.06707730144262314,0.010831319727003574,0.9772337079048157,0.28867003321647644,4.114277362823486,2.9472672939300537
paraboloid,T+F+K,3042,0.2,0.23553234338760376,0.017179448157548904,2.637925863265991,0.4505726099014282,4.601253986358643,3.026327133178711
paraboloid,T+F+K,3042,0.3,0.7328488230705261,0.035497281700372696,8.928407669067383,1.0571017265319824,6.2886786460876465,3.344125509262085
paraboloid,T+F+K,3042,0.4,1.6990742683410645,0.07772534340620041,47.18272018432617,1.8193278312683105,8.095719337463379,3.7162277698516846
paraboloid,T+F+K,3042,0.5,3.276252031326294,0.14031937718391418,124.60054016113281,3.2511582374572754,10.34738540649414,3.9826672077178955
paraboloid,baseline,4042,0.0,0.059077586978673935,0.08528147637844086,21.121021270751953,0.9942514896392822,5.061417102813721,2.8104963302612305
paraboloid,baseline,4042,0.1,0.4530286490917206,0.17001654207706451,135.4899444580078,3.541804313659668,10.08694076538086,2.9062862396240234
paraboloid,baseline,4042,0.2,1.0902765989303589,0.18802820146083832,221.61300659179688,4.826793670654297,12.37182903289795,3.044782876968384
paraboloid,baseline,4042,0.3,2.0849335193634033,0.22907814383506775,436.4892883300781,6.030381679534912,14.001004219055176,3.2252209186553955
paraboloid,baseline,4042,0.4,3.490811824798584,0.2778756320476532,764.21240234375,8.038520812988281,16.41378402709961,3.5164437294006348
paraboloid,baseline,4042,0.5,5.635965824127197,0.35354477167129517,1716.1170654296875,12.338369369506836,21.521238327026367,3.8965184688568115
paraboloid,T,4042,0.0,0.05010296031832695,0.01207724865525961,2.7414278984069824,0.07348775118589401,3.1051876544952393,2.8104963302612305
paraboloid,T,4042,0.1,0.36016571521759033,0.03266015276312828,25.469982147216797,0.3283666968345642,4.273362159729004,2.9062862396240234
paraboloid,T,4042,0.2,0.8705487847328186,0.05643967539072037,51.026248931884766,0.6345045566558838,5.002275466918945,3.044782876968384
paraboloid,T,4042,0.3,1.6475082635879517,0.0901244580745697,115.01958465576172,1.154736876487732,5.962151527404785,3.2252209186553955
paraboloid,T,4042,0.4,2.76080584526062,0.13664120435714722,218.27804565429688,1.9460030794143677,7.428864002227783,3.5164437294006348
paraboloid,T,4042,0.5,4.558640003204346,0.18821966648101807,563.5007934570312,3.402874231338501,10.109148979187012,3.8965184688568115
paraboloid,K,4042,0.0,0.08812379837036133,0.07432516664266586,8.56535816192627,0.551234781742096,4.128601551055908,2.8104963302612305
paraboloid,K,4042,0.1,0.5906451940536499,0.12372568249702454,95.8102035522461,1.8015758991241455,7.003637313842773,2.9062862396240234
paraboloid,K,4042,0.2,1.2663748264312744,0.16610506176948547,221.29649353027344,2.8642680644989014,8.523433685302734,3.044782876968384
paraboloid,K,4042,0.3,2.3353915214538574,0.2385992407798767,553.0,5.3573408126831055,11.158647537231445,3.2252209186553955
paraboloid,K,4042,0.4,3.886864185333252,0.3100301921367645,1012.412841796875,8.619184494018555,14.936419486999512,3.5164437294006348
paraboloid,K,4042,0.5,6.152917385101318,0.42098191380500793,2259.88720703125,15.662073135375977,21.085031509399414,3.8965184688568115
paraboloid,T+K,4042,0.0,0.050581131130456924,0.009765270166099072,1.6115245819091797,0.049289971590042114,2.9477012157440186,2.8104963302612305
paraboloid,T+K,4042,0.1,0.3676469326019287,0.031240835785865784,16.28006935119629,0.23928219079971313,3.6639318466186523,2.9062862396240234
paraboloid,T+K,4042,0.2,0.9031150341033936,0.06125546619296074,36.98492431640625,0.5539602041244507,4.258968353271484,3.044782876968384
paraboloid,T+K,4042,0.3,1.6940158605575562,0.1016973927617073,88.5776596069336,1.0694917440414429,5.198788642883301,3.2252209186553955
paraboloid,T+K,4042,0.4,2.8110148906707764,0.15272755920886993,174.38233947753906,1.821641206741333,6.655679702758789,3.5164437294006348
paraboloid,T+K,4042,0.5,4.610743999481201,0.20615559816360474,458.8677673339844,3.1421782970428467,9.098514556884766,3.8965184688568115
paraboloid,T+F,4042,0.0,0.0238586887717247,0.00997796468436718,3.166754961013794,0.13771037757396698,3.4150121212005615,2.8104963302612305
paraboloid,T+F,4042,0.1,0.17397375404834747,0.03364647552371025,29.093137741088867,0.7802487015724182,5.594568729400635,2.9062862396240234
paraboloid,T+F,4042,0.2,0.4776080250740051,0.05733847990632057,62.61806869506836,1.7467633485794067,7.619204998016357,3.044782876968384
paraboloid,T+F,4042,0.3,1.0466314554214478,0.07600966095924377,146.9263458251953,2.728515625,9.730591773986816,3.2252209186553955
paraboloid,T+F,4042,0.4,1.9819295406341553,0.09458759427070618,282.98681640625,3.7648510932922363,12.005729675292969,3.5164437294006348
paraboloid,T+F,4042,0.5,3.7476768493652344,0.12496921420097351,839.0615844726562,5.9086432456970215,16.233734130859375,3.8965184688568115
paraboloid,T+F+K,4042,0.0,0.020394276827573776,0.005332374945282936,0.9415392279624939,0.07016627490520477,3.147564172744751,2.8104963302612305
paraboloid,T+F+K,4042,0.1,0.16422098875045776,0.019894177094101906,11.066761016845703,0.42953693866729736,4.603843688964844,2.9062862396240234
paraboloid,T+F+K,4042,0.2,0.47614821791648865,0.03993216156959534,31.624698638916016,1.0642086267471313,6.200965881347656,3.044782876968384
paraboloid,T+F+K,4042,0.3,1.0561457872390747,0.05702533200383186,86.01335144042969,1.6944328546524048,7.853002071380615,3.2252209186553955
paraboloid,T+F+K,4042,0.4,2.015597343444824,0.07521351426839828,178.57736206054688,2.395958423614502,9.689013481140137,3.5164437294006348
paraboloid,T+F+K,4042,0.5,3.8007373809814453,0.10962118208408356,652.6725463867188,4.173480033874512,13.52876091003418,3.8965184688568115
paraboloid,baseline,5042,0.0,0.41170650720596313,0.44787031412124634,8.736250877380371,3.2456259727478027,4.1669392585754395,2.7439613342285156
paraboloid,baseline,5042,0.1,1.2107003927230835,0.4808211028575897,37.5493278503418,5.598874568939209,6.112778663635254,2.9922103881835938
paraboloid,baseline,5042,0.2,1.7005478143692017,0.5175567269325256,60.36416244506836,6.184462070465088,6.395573139190674,3.0635881423950195
paraboloid,baseline,5042,0.3,2.3735461235046387,0.5251007080078125,103.27920532226562,7.5662407875061035,7.49217414855957,3.3412768840789795
paraboloid,baseline,5042,0.4,3.1511435508728027,0.5264488458633423,138.1580047607422,8.375706672668457,8.047489166259766,3.3385400772094727
paraboloid,baseline,5042,0.5,5.419281005859375,0.5267672538757324,246.3755645751953,11.245712280273438,10.162247657775879,3.9203009605407715
paraboloid,T,5042,0.0,0.32420089840888977,0.12042552977800369,3.6247212886810303,1.3807293176651,4.6742658615112305,2.7439613342285156
paraboloid,T,5042,0.1,1.3678858280181885,0.32408657670021057,19.668241500854492,5.2526631355285645,7.820804595947266,2.9922103881835938
paraboloid,T,5042,0.2,2.0059292316436768,0.39639145135879517,39.4799690246582,6.383495807647705,8.314288139343262,3.0635881423950195
paraboloid,T,5042,0.3,2.934950590133667,0.4302658140659332,89.1549301147461,8.530362129211426,9.486418724060059,3.3412768840789795
paraboloid,T,5042,0.4,3.9814343452453613,0.4480491578578949,123.49983215332031,9.885090827941895,9.826059341430664,3.3385400772094727
paraboloid,T,5042,0.5,6.853597640991211,0.45737001299858093,325.8070983886719,13.998954772949219,12.54244327545166,3.9203009605407715
paraboloid,K,5042,0.0,0.5405705571174622,0.5114774703979492,7.112861633300781,3.193844795227051,2.7271347045898438,2.7439613342285156
paraboloid,K,5042,0.1,1.3290578126907349,0.45587801933288574,24.972379684448242,4.641668319702148,4.473178386688232,2.9922103881835938
paraboloid,K,5042,0.2,1.7688605785369873,0.4730899930000305,37.60205841064453,4.934797286987305,4.806206703186035,3.0635881423950195
paraboloid,K,5042,0.3,2.3990559577941895,0.45049360394477844,64.3361587524414,5.628313064575195,5.64455509185791,3.3412768840789795
paraboloid,K,5042,0.4,3.113736629486084,0.4354718029499054,83.16632080078125,6.1387739181518555,5.979970932006836,3.3385400772094727
paraboloid,K,5042,0.5,5.364170551300049,0.47043734788894653,189.79444885253906,7.9780497550964355,8.145540237426758,3.9203009605407715
paraboloid,T+K,5042,0.0,0.3506632149219513,0.1318964660167694,4.090830326080322,1.4671353101730347,4.630020618438721,2.7439613342285156
paraboloid,T+K,5042,0.1,1.401995301246643,0.35284140706062317,22.70513916015625,5.283166885375977,7.459982872009277,2.9922103881835938
paraboloid,T+K,5042,0.2,2.046992778778076,0.4237149655818939,43.67429733276367,6.401086330413818,7.932925701141357,3.0635881423950195
paraboloid,T+K,5042,0.3,2.950773239135742,0.44248974323272705,92.2428970336914,8.486785888671875,9.1869535446167,3.3412768840789795
paraboloid,T+K,5042,0.4,3.9976255893707275,0.4575475752353668,124.53849792480469,9.81067943572998,9.590429306030273,3.3385400772094727
paraboloid,T+K,5042,0.5,6.849188804626465,0.4601258635520935,319.7850646972656,13.854061126708984,12.297846794128418,3.9203009605407715
paraboloid,T+F,5042,0.0,0.3919251263141632,0.19125261902809143,4.3417534828186035,1.9246479272842407,5.058565616607666,2.7439613342285156
