surface,ae_reg,lambda_K,ae_loss,drift_loss,diff_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,MMD@1.0,survival@1.0
hyperbolic_paraboloid,T+F,0.0,0.00017331089203787361,0.0003243753689319073,0.04292031653994133,1.051709442138672,2.50323021930197,2.9506780088337417,1.2834684730714239,0.16102179884910583,0.7649999856948853
hyperbolic_paraboloid,T+F,0.01,0.00017331089203787361,0.0003243753689319073,0.041773165842252116,1.0518807983398437,2.503719495690387,2.951693067363664,1.2846864717791944,0.16131913661956787,0.7649999856948853
hyperbolic_paraboloid,T+F,0.1,0.00017331089203787361,0.0003243753689319073,0.045254268690884586,1.0534913635253906,2.5046426524286685,2.948666840596916,1.280170035528858,0.15989738702774048,0.7649999856948853
hyperbolic_paraboloid,T+F,1.0,0.00017331089203787361,0.0003243753689319073,0.012247438749505414,1.0515866851806641,2.4927281918733017,2.9352923623876634,1.2612358325400765,0.1557934731245041,0.7649999856948853
