N,D,K_pairs,surface,seed,condition,E_mu,E_Sigma,drift_loss,diff_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,MMD@1.0,survival@1.0,ae_loss,recon_per_dim,phase1_converged
20,201,99,paraboloid,7042,baseline,0.6716541051864624,1.3780691623687744,0.0006293119513429,0.0003021289012394,1.2560861865479742,2.5458502000378025,3.21401957592933,2.494349516113993,0.2060089856386184,0.7649999856948853,0.1320013254880905,0.0021706610473234,True
20,201,99,paraboloid,7042,K(Phat),0.3923623561859131,1.3284647464752195,0.0005099037662148,0.0002144171157851,1.233597798563128,2.499095465547295,3.1164103987949345,2.29789054163992,0.1983206421136856,0.7649999856948853,0.0790533423423767,0.0021706610473234,True
20,201,99,paraboloid,8042,baseline,1.1370482444763184,1.7477977275848389,0.0002334712917217,0.0004512585292104,0.7836973571777344,1.640634739652593,2.1629183787219928,1.9975025434246787,0.1444132626056671,0.7949999570846558,0.0485030077397823,0.0020567571642386,True
20,201,99,paraboloid,8042,K(Phat),0.5823462009429932,1.7872014045715332,0.0002029647585004,0.0002283610228914,0.8226471710205078,1.7376423287898937,2.266113857053361,2.002659232474953,0.1642999351024627,0.7949999570846558,0.0486190654337406,0.0020567571642386,True
20,201,99,paraboloid,9042,baseline,1.129876732826233,1.1608660221099854,0.0001462008222006,0.000154503955855,1.6494723510742189,2.762587250256148,3.4191396612870064,2.140831469398495,0.2581874430179596,0.7599999904632568,0.0555578395724296,0.0013223859801221,True
20,201,99,paraboloid,9042,K(Phat),0.5801287889480591,1.067573308944702,0.0001063578383764,8.900905231712386e-05,1.7126019287109375,2.6854988473360657,3.148947464792352,1.9578201033897664,0.2269360423088073,0.7599999904632568,0.0578531958162784,0.0013223859801221,True
20,201,99,hyperbolic_paraboloid,42,baseline,1.8318164348602293,6.57065486907959,0.0011380851501598,0.0002613550168462,1.3013735961914064,2.559467647386634,3.117361031326593,2.042028801261939,0.2089646905660629,0.7649999856948853,0.1949654817581176,0.0024104288857967,True
20,201,99,hyperbolic_paraboloid,42,K(Phat),1.4237818717956543,4.418824672698975,0.0004860436310991,0.0002289751864736,1.3700334167480468,2.6558947355850884,3.1995801738664214,2.0248957112186834,0.231239452958107,0.7649999856948853,0.1707784831523895,0.0024104288857967,True
20,201,99,hyperbolic_paraboloid,1042,baseline,0.7784715890884399,1.320728778839111,0.0003742394619621,7.281500438693911e-05,1.3106723191151068,2.145475551060268,2.7057711283365884,1.429408648070807,0.1265623718500137,0.7199999690055847,0.0414523854851722,0.0020095701537915,True
20,201,99,hyperbolic_paraboloid,1042,K(Phat),0.6282243728637695,1.5598695278167725,0.0002699083997868,5.922950367676094e-05,1.6254062365047897,2.5258804757254465,3.000393761528863,1.2694073020354637,0.1320338100194931,0.7199999690055847,0.0506479516625404,0.0020095701537915,True
20,201,99,hyperbolic_paraboloid,2042,baseline,0.7812527418136597,1.8509331941604612,0.0003354946966283,6.864388706162572e-05,0.628121150797935,1.413567846947974,1.6937730145302548,1.490842835376459,0.1334223449230194,0.7849999666213989,0.2088414430618286,0.0010826684794022,True
20,201,99,hyperbolic_paraboloid,2042,K(Phat),0.6142301559448242,1.55330491065979,0.0003681745147332,6.433704402297735e-05,0.5702534584543812,1.41188720032409,1.756162995745422,1.5237343006171176,0.149626538157463,0.7849999666213989,0.074758306145668,0.0010826684794022,True
20,201,99,hyperbolic_paraboloid,3042,baseline,0.4834724068641662,0.9571240544319152,0.0003497977741062,0.0001479442289564,1.4447335815429687,2.673882525900136,3.11997340669568,1.859359088722808,0.1386499553918838,0.7450000047683716,0.0218869224190711,0.0017689510957518,True
20,201,99,hyperbolic_paraboloid,3042,K(Phat),0.4612127840518951,1.256941318511963,0.0002897383528761,0.0001817371230572,1.4375819396972656,2.654779517132303,3.123768236813129,1.6905109873943398,0.1286275833845138,0.7450000047683716,0.0557937882840633,0.0017689510957518,True
20,201,99,hyperbolic_paraboloid,4042,baseline,0.5718794465065002,0.9224059581756592,0.0002234416315332,3.600668060244061e-05,1.164269027709961,2.168898697737809,2.4129221062911186,1.7120018581994645,0.1570088118314743,0.7599999904632568,0.0290481485426425,0.0015405852403213,True
20,201,99,hyperbolic_paraboloid,4042,K(Phat),0.4292221665382385,0.7657171487808228,0.0001643634604988,2.4189856048906225e-05,1.20230224609375,2.209166474394746,2.436360007838199,1.7227727157224508,0.1673259437084198,0.7599999904632568,0.0301839001476764,0.0015405852403213,True
20,201,99,hyperbolic_paraboloid,5042,baseline,0.8647288680076599,2.258061408996582,0.0002831314341165,9.459030843572692e-05,1.1981143951416016,2.2814258862567205,2.8247076296338847,1.5840324322146853,0.1293507665395736,0.7649999856948853,0.0810847729444503,0.0006532233894167,True
20,201,99,hyperbolic_paraboloid,5042,K(Phat),0.7651822566986084,2.5116868019104004,0.0001821907790144,8.683434862177819e-05,1.1769174194335938,2.2699258455666165,2.840365540747549,1.6635049478489148,0.1521840393543243,0.7649999856948853,0.0711830481886863,0.0006532233894167,True
20,201,99,hyperbolic_paraboloid,6042,baseline,0.8680666089057922,0.9286857843399048,0.0003021492157131,3.635534449131228e-05,1.1958689880371094,2.3831973702566964,2.6939047199406034,1.4651425765181072,0.1494196504354477,0.7299999594688416,0.0184889547526836,0.0023068262273399,True
20,201,99,hyperbolic_paraboloid,6042,K(Phat),0.7424978613853455,0.9034571647644044,0.0002693309797905,4.21837430621963e-05,1.2532305145263671,2.4054624720982143,2.6770266180169093,1.385063943924066,0.170007437467575,0.7299999594688416,0.0237599946558475,0.0023068262273399,True
20,201,99,hyperbolic_paraboloid,7042,baseline,0.8879978656768799,4.893185138702393,0.00103928335011,0.0003986719239037,1.1455318891822392,2.3120389548681115,2.481088276782067,1.8216744892429624,0.1885356903076172,0.7649999856948853,0.1898376792669296,0.0022656601756366,True
20,201,99,hyperbolic_paraboloid,7042,K(Phat),0.412945419549942,1.472300410270691,0.0003936451103072,0.0001762099418556,1.0320341023967494,2.177143876270581,2.45077654271344,1.5391936025799755,0.1254806816577911,0.7649999856948853,0.0625015944242477,0.0022656601756366,True
20,201,99,hyperbolic_paraboloid,8042,baseline,0.950306236743927,2.1490817070007324,0.0001203991487273,0.0001479811035096,1.1179711151123046,1.8199534314744017,2.191512581687304,1.3967725414110117,0.203037828207016,0.7949999570846558,0.044555690139532,0.001258411959036,True
20,201,99,hyperbolic_paraboloid,8042,K(Phat),0.779218852519989,1.888319969177246,0.0001475649769417,0.0001299262075917,0.9499230194091796,1.6321912724921044,2.023881252456761,1.3285547759576184,0.1661570221185684,0.7949999570846558,0.0791487842798233,0.001258411959036,True
20,201,99,hyperbolic_paraboloid,9042,baseline,0.8677297830581665,1.8108083009719849,6.424029561458156e-05,8.608282951172441e-05,1.5487326049804688,2.485573356920253,2.912546258223684,1.5693765471074843,0.1505585759878158,0.7599999904632568,0.0409221351146698,0.0011048523792579,True
20,201,99,hyperbolic_paraboloid,9042,K(Phat),0.6680629253387451,1.5771920680999756,6.069940718589351e-05,6.542203482240438e-05,1.5518899536132813,2.482250442921789,2.927845402767784,1.5496564236037569,0.1495293080806732,0.7599999904632568,0.0383757725358009,0.0011048523792579,True
50,201,99,paraboloid,42,baseline,0.6343870162963867,1.1094282865524292,0.0002332521107746,5.800699364044704e-05,1.825182495117188,3.19737376337466,3.8320974711499183,2.2897737743204813,0.2252517193555832,0.7649999856948853,0.0538374595344066,0.0027160075173449,True
50,201,99,paraboloid,42,K(Phat),0.1403841972351074,0.3306349515914917,0.0001786482243915,3.018284041900188e-05,2.0548800659179687,3.2824826447860054,3.917893752553105,2.374978873528302,0.3124864399433136,0.7649999856948853,0.0292245466262102,0.0027160075173449,True
50,201,99,paraboloid,1042,baseline,0.4186532199382782,0.5831900835037231,0.0001478639096603,2.898001912399195e-05,1.0548018259019707,1.8903780691964285,2.5962746938069663,1.6320875156930226,0.2127001583576202,0.7199999690055847,0.0253332639113068,0.0004143057326179,True
50,201,99,paraboloid,1042,K(Phat),0.3661380410194397,0.7548494338989258,0.0001496597833465,3.757988088182174e-05,1.1427469684850031,1.9697035435267856,2.686520470513238,1.8025810218628684,0.265385240316391,0.7199999690055847,0.0373414000496268,0.0004143057326179,True
50,201,99,paraboloid,2042,baseline,0.4579155445098877,0.8317505121231079,0.0002241707989014,8.522719508619048e-05,0.6422985977862947,1.6062439300201752,2.2410029514580017,2.15501654584121,0.235713705420494,0.7849999666213989,0.0353239774703979,0.0035858100919581,True
50,201,99,paraboloid,2042,K(Phat),0.2174686789512634,0.6306644678115845,0.0001369579185848,6.028210373187903e-05,1.640370277903188,2.2707211001888736,2.682236398101612,2.4140494856612253,0.353654533624649,0.7849999666213989,0.0429032072424888,0.0035858100919581,True
50,201,99,paraboloid,3042,baseline,0.28654345870018,0.4473848342895508,0.0001936799162649,7.211926276795566e-05,0.6916419982910156,1.4096908569335938,2.348551295747693,2.412401147918994,0.2764894366264343,0.7450000047683716,0.0463594924658536,0.00463644189028,True
50,201,99,paraboloid,3042,K(Phat),0.1096457839012146,0.2001386880874633,0.0001217602439282,2.952567137981532e-05,0.6497955322265625,1.3003994485606318,2.0655648660339767,1.9379022470230665,0.2409127503633499,0.7450000047683716,0.0209118602797389,0.00463644189028,True
50,201,99,paraboloid,4042,baseline,0.4864156246185303,0.919630527496338,0.0002938224133686,8.0715917647467e-05,1.2368189239501952,2.35333989740728,2.765402342143812,2.015476500310391,0.2393155992031097,0.7599999904632568,0.0275530479848384,0.0005250441568407,True
50,201,99,paraboloid,4042,K(Phat),0.219293862581253,0.6041386127471924,0.0003430297801969,5.387819874158595e-05,2.1475189208984373,2.9719509921231118,3.3386951245759664,2.632156285846988,0.4252336621284485,0.7599999904632568,0.0408452507108449,0.0005250441568407,True
50,201,99,paraboloid,5042,baseline,0.5407238006591797,0.8715235590934753,0.0001118258987844,0.0001133639016188,1.0881216430664062,2.194505424909694,2.7423087724673203,1.850543488856084,0.1801178753376007,0.7649999856948853,0.0442531909793615,0.0018526119972342,True
50,201,99,paraboloid,5042,K(Phat),0.307721734046936,0.6631739139556885,0.0001208189860335,3.7729021642007865e-05,1.1183778381347655,2.232129168766801,2.994632496553309,1.8532484387275208,0.1846471577882766,0.7649999856948853,0.0213921647518873,0.0018526119972342,True
50,201,99,paraboloid,6042,baseline,0.5248638391494751,0.5405926704406738,0.0002564039750723,0.0001373487757518,0.9363927459716797,1.8292044503348213,2.089921507116866,1.4621644558461102,0.128551110625267,0.7299999594688416,0.0280506052076816,0.0009289195585013,True
50,201,99,paraboloid,6042,K(Phat),0.2159918248653412,0.5899244546890259,0.0001433369652659,0.000104109331005,0.95318359375,1.8380901227678568,2.136899765223673,1.3821054025151245,0.127028688788414,0.7299999594688416,0.026152160950005,0.0009289195585013,True
50,201,99,paraboloid,7042,baseline,0.2598607242107391,0.6813211441040039,0.0003184377928846,0.0001064058124029,1.535766754917164,2.5891070622269825,2.936039544398489,1.3994623521789185,0.1814991384744644,0.7649999856948853,0.0402424782514572,0.0004656994668998,True
50,201,99,paraboloid,7042,K(Phat),0.2100404798984527,1.1944124698638916,0.0002445231002639,0.0001018392067635,3.090543660686244,3.839902159988239,4.12387224583844,2.934963283844555,0.5945138931274414,0.7649999856948853,0.1231506876647472,0.0004656994668998,True
50,201,99,paraboloid,8042,baseline,0.7896033525466919,0.8083404898643494,0.0005813151947222,0.0001739319050102,1.250640869140625,2.419662800241024,3.0567458050805816,1.9041132944814487,0.2419826537370681,0.7949999570846558,0.0323086082935333,0.0010879146518991,True
50,201,99,paraboloid,8042,K(Phat),0.3133973181247711,0.7701057195663452,0.0004109318251721,7.916270988062024e-05,1.368698272705078,2.471923016487284,3.072196912465605,1.8309156309819872,0.2681513130664825,0.7949999570846558,0.0467274691909551,0.0010879146518991,True
50,201,99,paraboloid,9042,baseline,0.2891296148300171,0.182273268699646,0.0002441813485347,4.152989004069241e-05,1.1154203033447263,2.13768864199112,2.916772742020457,1.93234968206114,0.2321144491434097,0.7599999904632568,0.0081019564531743,0.0015285934381817,True
50,201,99,paraboloid,9042,K(Phat),0.1481837332248687,0.4577599465847015,0.0001413423815392,3.3792372050811537e-05,1.2141351318359377,2.1196479172003078,2.7386892218338814,1.6554417204496048,0.2162283957004547,0.7599999904632568,0.0194600936956703,0.0015285934381817,True
50,201,99,hyperbolic_paraboloid,42,baseline,0.2753987610340118,1.051055073738098,0.0002474263819749,9.337058145320044e-05,0.9625868225097656,2.121668276579484,2.6412465213950163,1.322766977618154,0.1446685194969177,0.7649999856948853,0.0158127099275589,0.0013583013370855,True
50,201,99,hyperbolic_paraboloid,42,K(Phat),0.1030883640050888,0.3180367648601532,0.0001723222376313,6.618639235966839e-05,1.910514068603516,2.7829490329908286,3.2407176697176268,1.939044810388588,0.4047144651412964,0.7649999856948853,0.0217706481926143,0.0013583013370855,True
50,201,99,hyperbolic_paraboloid,1042,baseline,0.2320208549499511,0.4915506243705749,0.0002649031957844,2.6024725229945037e-05,1.6476747139015389,2.65419921875,3.1650267706977,1.429265519827711,0.1796314269304275,0.7199999690055847,0.0200496818870306,0.0003807015012745,True
50,201,99,hyperbolic_paraboloid,1042,K(Phat),0.1386769115924835,0.3222777247428894,0.0002306698734173,2.0142852918070275e-05,1.6215936862044598,2.6005880301339284,3.1031229231092663,1.286158455622259,0.1503264009952545,0.7199999690055847,0.02192890830338,0.0003807015012745,True
50,201,99,hyperbolic_paraboloid,2042,baseline,0.3018566966056824,0.971267819404602,0.0004164813290117,8.474988135276362e-05,1.4137341676644943,2.505486792260474,2.9690178549213773,1.57410271312571,0.2361924052238464,0.7849999666213989,0.0737741850316524,0.0010344650021832,True
50,201,99,hyperbolic_paraboloid,2042,K(Phat),0.1874980032444,0.8229010701179504,0.0003902359458152,6.433857561205514e-05,1.2037167956481627,2.389108175759787,2.8949549972631368,1.5534865422733295,0.1881705075502395,0.7849999666213989,0.0515824947506189,0.0010344650021832,True
50,201,99,hyperbolic_paraboloid,3042,baseline,0.1114111766219139,0.2960277795791626,0.0001505577529314,0.0001114744372898,3.193682861328125,3.9658548106317935,4.136996480442534,3.059262241264919,0.6495149731636047,0.7450000047683716,0.0365815879777073,0.0019057178082157,True
50,201,99,hyperbolic_paraboloid,3042,K(Phat),0.0840062350034713,0.2571369707584381,0.0001103474296542,9.114350905292667e-05,1.631604461669922,2.7019941910453467,3.050624770606124,1.546515293421728,0.25716432929039,0.7450000047683716,0.0352456634864211,0.0019057178082157,True
50,201,99,hyperbolic_paraboloid,4042,baseline,0.2271122187376022,0.298158586025238,0.0001824774626584,2.557397419877816e-05,1.3124266052246094,2.2970975100339115,2.577838295384457,1.7505166027357235,0.2111504524946212,0.7599999904632568,0.0282718613743782,0.0003401015454263,True
50,201,99,hyperbolic_paraboloid,4042,K(Phat),0.1014104038476944,0.3013001680374145,0.0001159213679784,1.571659731780528e-05,1.5913113403320311,2.4700414636632897,2.697084527266653,1.8009072812188427,0.286303162574768,0.7599999904632568,0.0142530482262372,0.0003401015454263,True
50,201,99,hyperbolic_paraboloid,5042,baseline,0.4789990782737732,0.6340538263320923,0.000456088775536,5.079813490738161e-05,1.3893490600585938,2.4311520156039985,3.024057824627247,1.539753704473111,0.1959879100322723,0.7649999856948853,0.0276986332610249,0.0002787998919166,True
50,201,99,hyperbolic_paraboloid,5042,K(Phat),0.1445825397968292,0.4779480397701263,0.0003176497266395,3.143399317195872e-05,1.2886468505859374,2.378053726688508,3.0319620768229165,1.5978582817910068,0.1792371422052383,0.7649999856948853,0.0208480432629585,0.0002787998919166,True
50,201,99,hyperbolic_paraboloid,6042,baseline,0.2357337325811386,0.7108358144760132,0.0004428978572832,0.0001243362457898,0.8387881469726562,1.4645234026227678,1.8608849930436644,1.5752448378949917,0.1739881783723831,0.7299999594688416,0.053516361862421,0.0004747308679481,True
50,201,99,hyperbolic_paraboloid,6042,K(Phat),0.11013675481081,0.330460786819458,0.0003758811508305,3.174102312186733e-05,1.1993952941894532,2.418613630022321,2.691910835161601,1.5023890596247704,0.1650231629610061,0.7299999594688416,0.0182812428101897,0.0004747308679481,True
50,201,99,hyperbolic_paraboloid,7042,baseline,0.1551333367824554,0.3213711082935333,0.0006443967868108,6.83328544255346e-05,0.9953543504877904,2.034033990675403,2.623300589767157,1.3394376278089577,0.1463647037744522,0.7649999856948853,0.0183702055364847,0.0006309792918352,True
50,201,99,hyperbolic_paraboloid,7042,K(Phat),0.1059705317020416,0.3508217334747314,0.0006144893122836,5.3879501137998886e-05,1.0971659751393688,2.08225586593792,2.641329896216299,1.369954293840717,0.1713568121194839,0.7649999856948853,0.0330078694969415,0.0006309792918352,True
50,201,99,hyperbolic_paraboloid,8042,baseline,0.51502525806427,1.762270450592041,0.0001392268204654,0.0002377734781475,2.3327088928222657,2.954696655273437,3.270886307242532,2.432476962648229,0.5292419195175171,0.7949999570846558,0.0443500345572829,0.0005201241789172,True
50,201,99,hyperbolic_paraboloid,8042,K(Phat),0.2486370801925659,0.6063072085380554,0.0001553423608129,0.0001011812746583,1.4986328125,2.353201521203873,2.865295985959611,1.77600369271433,0.3053286671638489,0.7949999570846558,0.1389175653457641,0.0005201241789172,True
50,201,99,hyperbolic_paraboloid,9042,baseline,0.3812806308269501,1.108731985092163,0.0004795202694367,6.93026049702894e-05,1.3792605590820313,2.130974274515454,2.753740812602796,1.7432750759754163,0.2470541447401046,0.7599999904632568,0.0422820001840591,0.0004504826012535,True
50,201,99,hyperbolic_paraboloid,9042,K(Phat),0.1232525259256362,0.3984363377094269,0.0002550881326897,2.9027512937318534e-05,1.1234203338623048,2.027430800140881,2.7389753241288037,1.392431937767267,0.1355910450220108,0.7599999904632568,0.0203360468149185,0.0004504826012535,True
100,201,99,paraboloid,42,baseline,0.1458781361579895,0.6234108805656433,0.0001910473838506,3.62036635124241e-05,1.0725756072998047,2.3168023150900137,3.146157258476307,2.044502463281451,0.2119047790765762,0.7649999856948853,0.0167427617125213,0.0051092366080972,True
100,201,99,paraboloid,42,K(Phat),0.0364918634295463,0.0531035661697387,8.094293661997654e-05,8.663330049785145e-06,0.9799504089355467,2.2244494894276494,2.98886128344567,1.6760392655938243,0.1678803712129593,0.7649999856948853,0.0022239835234358,0.0051092366080972,True
100,201,99,paraboloid,1042,baseline,0.2121973931789398,0.3859508037567138,0.000529457196535,4.973425529897213e-05,1.2402977871535412,2.051082414899553,2.850274191962348,2.0790634903777243,0.2903268337249756,0.7199999690055847,0.0149665148928761,0.0036753134347906,True
100,201,99,paraboloid,1042,K(Phat),0.0583549477159976,0.1881677508354187,0.0002032508309639,2.105543717334513e-05,1.1044766986789416,1.8834835379464283,2.605817582872179,1.653565743877317,0.2382852584123611,0.7199999690055847,0.0134452963247895,0.0036753134347906,True
100,201,99,paraboloid,2042,baseline,0.1649522334337234,0.7769600749015808,0.0002137939154636,0.0001107931566366,1.2682096395061244,2.419400393307864,2.9874049873109074,1.6243195584175931,0.2146280705928802,0.7849999666213989,0.0383957307785749,0.0020869888773011,True
100,201,99,paraboloid,2042,K(Phat),0.0474214106798172,0.0906700938940048,0.000192972142031,7.412786908389535e-05,0.9614188036127904,2.261820531153417,2.8328460887738856,1.354006172251582,0.1365686953067779,0.7849999666213989,0.0032596612581983,0.0020869888773011,True
100,201,99,paraboloid,3042,baseline,0.1346123963594436,0.2512086033821106,0.0002876430353353,3.5429168292466784e-05,1.9369900512695315,2.805917159370754,3.35962999587091,2.087384608044983,0.3662818968296051,0.7450000047683716,0.0332714566029608,0.008225902396055,True
100,201,99,paraboloid,3042,K(Phat),0.0682495534420013,0.22682785987854,0.0002348601119592,1.9281516870250925e-05,1.383425750732422,2.3983917236328125,3.027149584469379,1.6977645875342688,0.2175872325897216,0.7450000047683716,0.0196955662686377,0.008225902396055,True
100,201,99,paraboloid,4042,baseline,0.1112547740340232,0.5347117185592651,0.0001394792670907,0.0001071934493666,1.228010940551758,1.9267212584778504,2.1225248637952303,1.7492432931960071,0.2943722605705261,0.7599999904632568,0.0269029159098863,0.0052451393497523,True
100,201,99,paraboloid,4042,K(Phat),0.1064045950770378,0.4795085191726684,0.000157745922479,9.456423322262708e-05,0.9306846618652344,1.7127185863452954,1.82787403307463,1.2797332734831972,0.1786845922470092,0.7599999904632568,0.0277727427892386,0.0052451393497523,True
100,201,99,paraboloid,5042,baseline,0.101267509162426,0.2345662415027618,0.0001418280580764,2.3284259214051417e-05,1.1550836181640625,2.1957810924899195,2.772402495340584,1.575470710417015,0.1656554788351059,0.7649999856948853,0.0144778853282332,0.0005992555351399,True
100,201,99,paraboloid,5042,K(Phat),0.0484273545444011,0.0588786788284778,0.0001405276780133,9.491624837210113e-06,1.098599395751953,2.1709177981140795,2.7874520495046977,1.5335021501656587,0.1471619307994842,0.7649999856948853,0.0033998331055045,0.0005992555351399,True
100,201,99,paraboloid,6042,baseline,0.1013748496770858,0.0716943070292472,0.0003198540689481,5.527308621822158e-05,0.8577171325683594,1.7134388950892858,2.018445994755993,1.27704368966509,0.1102969944477081,0.7299999594688416,0.0024626368540339,0.0014297858399538,True
100,201,99,paraboloid,6042,K(Phat),0.0751431882381439,0.5102304220199585,0.0001428187388228,5.904898807784775e-05,0.9298379516601564,1.7066714913504464,1.9672657169707837,1.261199892258187,0.1332770735025406,0.7299999594688416,0.0258032181300222,0.0014297858399538,True
100,201,99,paraboloid,7042,baseline,0.1840854287147522,0.9691163897514344,0.0005153343081474,0.0001092108104785,1.4374247028600031,2.513353245232695,2.9886426738664214,1.6608340099173329,0.1990595161914825,0.7649999856948853,0.0448488825932145,0.0004390798027242,True
100,201,99,paraboloid,7042,K(Phat),0.0884522497653961,0.3678237199783325,0.0001624810556677,9.804235014598817e-05,1.386754481636699,2.468005272649949,2.96070871789471,1.2402945539009378,0.1412952095270156,0.7649999856948853,0.0213994202204048,0.0004390798027242,True
100,201,99,paraboloid,8042,baseline,0.2416456043720245,0.4661723375320434,0.000224952094868,7.135685518733226e-05,1.1141868591308597,2.3496405418882977,3.025907312549135,1.863523159009087,0.2233925312757492,0.7949999570846558,0.0153001172002404,0.0025717942275811,True
100,201,99,paraboloid,8042,K(Phat),0.1111435294151306,0.3283555507659912,0.000172131907675,4.243789635438589e-05,1.081478271484375,2.2876926178627826,2.894048534849155,1.672800064632351,0.2106411606073379,0.7949999570846558,0.0164954550564289,0.0025717942275811,True
100,201,99,paraboloid,9042,baseline,0.1138190552592277,0.2329154312610626,0.0003120510373264,4.031798471260117e-05,1.3806144714355468,2.431204040193818,2.874893991570724,1.7999101775764046,0.2443726956844329,0.7599999904632568,0.0143140314612537,0.0012432356082384,True
100,201,99,paraboloid,9042,K(Phat),0.0916892290115356,0.2833320200443268,0.0001916184228321,2.623463296913542e-05,1.3096432495117187,2.3974876195355197,2.8481670178865133,1.7016020242183303,0.2278427332639694,0.7599999904632568,0.0170291941612958,0.0012432356082384,True
100,201,99,hyperbolic_paraboloid,42,baseline,0.0744754299521446,0.1690221130847931,0.0003584434853109,1.2976440757483942e-05,1.2336701202392577,2.637862495754076,2.9841567893433414,1.417447989941344,0.1664423197507858,0.7649999856948853,0.0132842368911951,0.0005728727327057,True
100,201,99,hyperbolic_paraboloid,42,K(Phat),0.0966846644878387,0.286120057106018,0.0003908681355824,1.498813776379393e-05,1.2750806427001953,2.6800293300462807,3.081850737528084,1.479793905554413,0.1898937076330185,0.7649999856948853,0.0112697768490761,0.0005728727327057,True
100,201,99,hyperbolic_paraboloid,1042,baseline,0.1497149914503097,0.2371665835380554,0.000402681511332,4.488406648306409e-05,1.6537262422954615,2.6686844308035718,3.287038379245334,1.4806162093689554,0.1827036589384079,0.7199999690055847,0.0169287819880992,0.0009507563576769,True
100,201,99,hyperbolic_paraboloid,1042,K(Phat),0.0379039458930492,0.0489485710859298,0.0001543794005556,2.0392172473293613e-05,1.610548776597833,2.601156005859375,3.1794119940863714,1.358626850047416,0.1515092700719833,0.7199999690055847,0.0029049025615677,0.0009507563576769,True
100,201,99,hyperbolic_paraboloid,2042,baseline,0.0797840654850006,0.1124483570456504,0.000215390107769,1.538022092972824e-05,0.4737153556478682,1.3817411150251115,1.7355117311902866,1.5437807599865665,0.1571052074432373,0.7849999666213989,0.0032129239407368,0.0024337166577429,True
100,201,99,hyperbolic_paraboloid,2042,K(Phat),0.039814107120037,0.0916849225759506,0.0001604223289177,1.1287938150417176e-05,0.4648975008097126,1.3847260527558378,1.7263379917023287,1.5214494668860372,0.1514927446842193,0.7849999666213989,0.0033814877388067,0.0024337166577429,True
100,201,99,hyperbolic_paraboloid,3042,baseline,0.0816442891955375,0.3273594081401825,0.0001533697677587,0.0001161795189545,1.3122613525390625,2.3414004781971807,2.70765962536703,1.2738997777418015,0.1669140011072158,0.7450000047683716,0.0132097662426531,0.0023683075288041,True
100,201,99,hyperbolic_paraboloid,3042,K(Phat),0.0550459772348403,0.2082461416721344,0.0001230551424669,0.0001228639357577,1.212672805786133,2.3611279363217563,2.715831782193792,1.3065838942011248,0.1348505169153213,0.7450000047683716,0.0109360656933858,0.0023683075288041,True
100,201,99,hyperbolic_paraboloid,4042,baseline,0.0635538697242736,0.310487151145935,0.0003533401395543,1.745838994793303e-05,1.386719055175781,2.334051446600274,2.5395369278757194,1.663221987592515,0.2134724557399749,0.7599999904632568,0.015815622638911,0.0125685437994809,True
100,201,99,hyperbolic_paraboloid,4042,K(Phat),0.2214166969060897,1.0801753997802734,0.0002346075525565,6.831096197856823e-05,1.9705067443847657,2.742921934023008,2.945144251773232,1.906678269054296,0.3762383759021759,0.7599999904632568,0.0404664487577974,0.0125685437994809,True
100,201,99,hyperbolic_paraboloid,5042,baseline,0.0876225680112838,0.3631385564804077,0.0002451940272294,9.246465742762666e-05,1.1013636016845705,1.9993483020413307,2.6501608455882355,1.4894762070309395,0.1709137856960296,0.7649999856948853,0.0124908874277025,0.0023574354636728,True
100,201,99,hyperbolic_paraboloid,5042,K(Phat),0.0454589128494262,0.137509673833847,0.0001472785115765,8.081341184151825e-05,0.9229216003417968,1.7196128599105345,2.1707835477941178,1.348139169583192,0.1361757665872573,0.7649999856948853,0.0084193696966394,0.0023574354636728,True
100,201,99,hyperbolic_paraboloid,6042,baseline,0.068514660000801,0.0697795674204826,0.0002599310937512,3.745752019312931e-05,0.8216778564453125,1.6108539690290178,2.0220803038714683,1.0304064997140918,0.082894280552864,0.7299999594688416,0.0018263333186041,0.000488432893409,True
100,201,99,hyperbolic_paraboloid,6042,K(Phat),0.0753359496593475,0.1806036829948425,0.0002067179630103,4.007815641671186e-05,0.9914201354980468,1.7081466238839285,2.084471820151969,1.1064184942679212,0.1501839905977249,0.7299999594688416,0.0183633533306419,0.000488432893409,True
100,201,99,hyperbolic_paraboloid,7042,baseline,0.0906339436769485,0.2147876173257827,0.0006567560121766,6.0237191974010784e-05,1.4109267038316582,2.483578097435736,2.770715252246732,1.3999869850524431,0.167903795838356,0.7649999856948853,0.0212394609116017,0.0037734994840859,True
100,201,99,hyperbolic_paraboloid,7042,K(Phat),0.1369794905185699,0.5380527973175049,0.0003144536058243,4.1056152440432925e-05,1.0320606327536117,2.060001004126764,2.660837609783497,1.366035637607362,0.1404680907726287,0.7649999856948853,0.0290885269641876,0.0037734994840859,True
100,201,99,hyperbolic_paraboloid,8042,baseline,0.1120289638638496,0.1171815693378448,0.0004594365163939,0.0001112703776016,1.1163092041015623,1.9997951426404588,2.4688989411360063,1.6580550577644242,0.1396966576576233,0.7949999570846558,0.0036624641506932,0.0002628895291938,True
100,201,99,hyperbolic_paraboloid,8042,K(Phat),0.0909160375595092,0.3268617689609527,0.0002151949956896,0.0001124224199884,1.1533656311035156,1.9104955145653255,2.367684226365959,1.5538234895642538,0.1365935653448104,0.7949999570846558,0.0166536520700901,0.0002628895291938,True
