N,D,K_pairs,surface,seed,condition,E_mu,E_Sigma,drift_loss,diff_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,MMD@1.0,survival@1.0,ae_loss,recon_per_dim,phase1_converged
100,201,99,hyperbolic_paraboloid,9042,baseline,0.1537420153617859,0.4955483078956604,0.0003728045558091,3.604924950195709e-05,0.6659127044677734,1.303131186896986,1.760953802811472,1.422461396001297,0.164879709482193,0.7599999904632568,0.0293266084045171,0.0004774081099092,True
100,201,99,hyperbolic_paraboloid,9042,K(Phat),0.087999016046524,0.4334465861320495,0.0001759133883751,3.125530247416464e-05,0.7134510803222657,1.3127523119983775,1.783000343724301,1.350313572119589,0.1569313406944275,0.7599999904632568,0.0283904471434652,0.0004774081099092,True
200,201,99,paraboloid,42,baseline,0.0796683654189109,0.3316329419612884,7.698889749008231e-05,3.2832295411416066e-05,1.7298626708984377,2.741337817648182,3.184338538475286,2.217829928100463,0.3220571279525757,0.7649999856948853,0.0301510710269212,0.0008612512356013,True
200,201,99,paraboloid,42,K(Phat),0.0678465589880943,0.4021815061569214,3.519749043334741e-05,3.833669610945175e-05,1.3512351989746094,2.3988746974779214,2.6948018790849675,1.4788465730097855,0.1766424477100372,0.7649999856948853,0.0180272535820092,0.0008612512356013,True
200,201,99,paraboloid,1042,baseline,0.0631463453173637,0.1648018658161163,0.0001741000638243,1.257513641966008e-05,1.8378041329695352,2.959076102120536,3.636303371853298,2.0519066896914704,0.2943321466445923,0.7199999690055847,0.0144688569541488,0.002224086084176,True
200,201,99,paraboloid,1042,K(Phat),0.0348927713930606,0.0779431760311126,7.211899615608022e-05,6.636499360216216e-06,1.5879970531367775,2.7257275390625,3.342078102959527,1.6221965250183723,0.2043096870183944,0.7199999690055847,0.0051890432368963,0.002224086084176,True
200,201,99,paraboloid,2042,baseline,0.0290145333856344,0.0343817174434661,0.0001310771040152,8.630423833112997e-06,1.0924941786569566,2.5125547974974243,3.2965290045282645,2.1191470218684936,0.1891051530838012,0.7849999666213989,0.0012762524004626,0.0002610108523226,True
200,201,99,paraboloid,2042,K(Phat),0.0420747399330139,0.1687662005424499,8.443184768631389e-05,1.074163518361664e-05,1.149433615219653,2.4791598477206387,3.04944372480842,1.646197966385198,0.1545014828443527,0.7849999666213989,0.0105793585202523,0.0002610108523226,True
200,201,99,paraboloid,3042,baseline,0.0184448305517435,0.0205251611769199,0.000201009574604,7.279440394216051e-06,0.6253077697753906,1.3689090065334155,2.202360626835151,2.15370082610866,0.2347495555877685,0.7450000047683716,0.0009910172583269,0.0113926443887587,True
200,201,99,paraboloid,3042,K(Phat),0.0160068366676569,0.0455634482204914,5.935494638314205e-05,9.072462879495496e-06,0.6298810577392578,1.366511801014776,2.1046843048710158,1.98644619673404,0.21159628033638,0.7450000047683716,0.0028544816388083,0.0113926443887587,True
200,201,99,paraboloid,4042,baseline,0.0505827814340591,0.2242384999990463,0.0001624577468776,1.901889390865108e-05,1.144012680053711,2.131431160392342,2.495141280324836,1.5692725954205713,0.1718222796916961,0.7599999904632568,0.0042515579677586,0.0001857234582082,True
200,201,99,paraboloid,4042,K(Phat),0.026963036507368,0.0786408334970474,9.071580487735835e-05,8.736304640219064e-06,1.1644215393066406,2.1859595330206902,2.5651206970214844,1.7114622488609494,0.2013208568096161,0.7599999904632568,0.0060500549152493,0.0001857234582082,True
200,201,99,paraboloid,5042,baseline,0.0710693597793579,0.2225899696350097,8.273813338226838e-05,1.3497285440930032e-05,1.2091483306884765,2.363871584656418,3.0329364452486725,2.242896801281141,0.2398408055305481,0.7649999856948853,0.009387279328491,0.004490113376978,True
200,201,99,paraboloid,5042,K(Phat),0.0182816814631223,0.0290866829454898,5.328716906660702e-05,4.090927762133236e-06,1.2021636199951171,2.335102860645581,2.957165686912786,2.028641185153619,0.2292284220457077,0.7649999856948853,0.0017167321472827,0.004490113376978,True
200,201,99,paraboloid,6042,baseline,0.0266204103827476,0.0329751819372177,9.618724444797928e-05,8.041261753533036e-05,1.196376953125,2.5456576102120536,2.9409288380244005,1.5632088762056158,0.1491137742996215,0.7299999594688416,0.000963456646007,0.0023643547919259,True
200,201,99,paraboloid,6042,K(Phat),0.0188814308494329,0.0348604507744312,5.5444439827364734e-05,7.971006562002003e-05,1.2035597229003907,2.5238511439732143,2.821094460683326,1.3676264240538585,0.1315924823284149,0.7299999594688416,0.00161937338167,0.0023643547919259,True
200,201,99,paraboloid,7042,baseline,0.0326750837266445,0.1547134220600128,8.081211074438346e-05,6.081652177921829e-05,1.2885391005319566,2.416751000189012,2.880383659811581,1.2640021157557872,0.1148556470870971,0.7649999856948853,0.008931608488118,0.0001203204083501,True
200,201,99,paraboloid,7042,K(Phat),0.0180728957056999,0.0486210957169532,4.704753051295744e-05,5.556456744670868e-05,1.2970239073786902,2.402314873151881,2.8455279979830475,1.1861145060339455,0.1162693947553634,0.7649999856948853,0.0051425516139715,0.0001203204083501,True
200,201,99,paraboloid,8042,baseline,0.077331431210041,0.0821554362773895,9.728060519721892e-05,1.34343390527647e-05,1.0587217712402344,2.321192477611785,3.0177435724990174,1.9464774718333515,0.2294407486915588,0.7949999570846558,0.0018094777395682,0.0010275613905778,True
200,201,99,paraboloid,8042,K(Phat),0.0344617553055286,0.117993913590908,5.36494299012702e-05,8.879630773403083e-06,1.0769273376464843,2.305837428316157,2.9751563881928065,1.815372906756196,0.2195249199867248,0.7949999570846558,0.0049791552924684,0.0010275613905778,True
200,201,99,paraboloid,9042,baseline,0.097357228398323,0.3684038519859314,0.0001363936504016,3.092055417904963e-05,1.2994149780273438,2.1373774627518785,2.814136505126953,1.7648870158742953,0.2626177072525024,0.7599999904632568,0.0165545301777975,0.0008540194277739,True
200,201,99,paraboloid,9042,K(Phat),0.0479638949036598,0.3605355024337768,5.837952942653958e-05,1.8988450652354265e-05,1.537689208984375,2.257027714630293,2.86652293958162,1.6996694987317718,0.2950105667114258,0.7599999904632568,0.018778236316783,0.0008540194277739,True
200,201,99,hyperbolic_paraboloid,42,baseline,0.0327696651220321,0.0595941320061683,8.409474945178122e-05,8.463136379889744e-06,1.1382756805419922,2.351468293563179,2.723407421236724,1.4814483930824862,0.1387771368026733,0.7649999856948853,0.0031948311786566,0.0003209135203219,True
200,201,99,hyperbolic_paraboloid,42,K(Phat),0.0182988066226243,0.0579603686928749,4.133336109849292e-05,7.272661995167644e-06,1.1321499633789065,2.337669206702191,2.71026611328125,1.4396138080428067,0.1417891681194305,0.7649999856948853,0.0018979957427031,0.0003209135203219,True
200,201,99,hyperbolic_paraboloid,1042,baseline,0.0721119716763496,0.2992730736732483,9.154592148011684e-05,1.7811763167888523e-05,1.2010739580470713,2.1161312430245536,2.689062966240777,1.373271582858262,0.1836661249399185,0.7199999690055847,0.0114556012142981,0.000525299181689,True
200,201,99,hyperbolic_paraboloid,1042,K(Phat),0.016445305198431,0.0484997630119323,4.3058031483919225e-05,6.6780536209470095e-06,1.1168453657447392,2.0734797014508928,2.6838501824273004,1.3837231363562237,0.1612614840269088,0.7199999690055847,0.0065706185663917,0.000525299181689,True
200,201,99,hyperbolic_paraboloid,2042,baseline,0.02358228713274,0.0379582867026329,8.324156130713942e-05,5.649671428337959e-06,0.4664286704518687,1.3715606521774124,1.7762081850865843,1.6800462031042491,0.1660170555114746,0.7849999666213989,0.0021800699178129,0.0001368549425358,True
200,201,99,hyperbolic_paraboloid,2042,K(Phat),0.0264372806996107,0.1427422016859054,4.759036164614372e-05,1.6690140780286e-05,0.9440536882410098,1.9313393058357655,2.396909677298965,1.5478465637329877,0.210810586810112,0.7849999666213989,0.0172865436013255,0.0001368549425358,True
200,201,99,hyperbolic_paraboloid,3042,baseline,0.0530120693147182,0.3049089312553406,0.0001229249298506,2.024576653119376e-05,0.6329547882080078,1.2949147431746773,1.8962930768928272,1.7038899478698493,0.1790218502283096,0.7450000047683716,0.0131326307143483,0.001443339521019,True
200,201,99,hyperbolic_paraboloid,3042,K(Phat),0.0137135535478591,0.033645249903202,8.231436991731503e-05,7.877470125094987e-06,0.5915707015991211,1.2488992939824644,1.7796499777160235,1.5196791305001855,0.1540142297744751,0.7450000047683716,0.0029163523909768,0.001443339521019,True
200,201,99,hyperbolic_paraboloid,4042,baseline,0.0409043803811073,0.1061587780714035,0.0001306963879739,7.722734640732856e-06,1.209058074951172,2.240887987744677,2.501286757619757,1.526210912410473,0.1564829051494598,0.7599999904632568,0.0035034027615828,0.0006707699144657,True
200,201,99,hyperbolic_paraboloid,4042,K(Phat),0.0294899772852659,0.0438883602619171,8.192107530443796e-05,4.5956339168437154e-06,1.1930306243896485,2.2408100170093577,2.493886646471525,1.4688794934813485,0.1461768448352813,0.7599999904632568,0.0019197733740189,0.0006707699144657,True
200,201,99,hyperbolic_paraboloid,5042,baseline,0.0506566762924194,0.1717543303966522,9.912092303108823e-05,3.328729404269585e-05,0.9810415649414064,1.93692869781166,2.433554655586193,1.3697394452087306,0.1427728086709976,0.7649999856948853,0.0154503440218312,0.0011219423060393,True
200,201,99,hyperbolic_paraboloid,5042,K(Phat),0.0342729352414608,0.2052187323570251,5.646745765781296e-05,3.194315390179067e-05,0.944914321899414,1.935748028498824,2.485523099213644,1.3613068833088395,0.141563668847084,0.7649999856948853,0.0138166415105972,0.0011219423060393,True
200,201,99,hyperbolic_paraboloid,6042,baseline,0.0349644124507904,0.0647903606295585,0.0001579745585331,5.7851991316835794e-05,0.7567422485351563,1.5526675851004463,2.0447356341636342,1.4613593096710848,0.135172352194786,0.7299999594688416,0.0036993736201631,0.0002246224576264,True
200,201,99,hyperbolic_paraboloid,6042,K(Phat),0.0190049204975366,0.028573527932167,6.561586477411245e-05,5.507008713071368e-05,0.7618516540527344,1.5642860630580355,2.016244757665347,1.4783753745059725,0.1332726031541824,0.7299999594688416,0.001760340013009,0.0002246224576264,True
200,201,99,hyperbolic_paraboloid,7042,baseline,0.0186394359916448,0.0153033509850502,7.123467522822986e-05,6.21858738928235e-06,0.9765488514349088,2.0148299022387435,2.6333783716937296,1.1749948844034417,0.125286728143692,0.7649999856948853,0.0006926322239451,0.0008853622040345,True
200,201,99,hyperbolic_paraboloid,7042,K(Phat),0.0082122404128313,0.0089379018172621,3.651055729798307e-05,4.911862008936753e-06,0.9789447113497174,2.026531260500672,2.665834913066789,1.1630793074914936,0.1267567276954651,0.7649999856948853,0.0007521813386119,0.0008853622040345,True
200,201,99,hyperbolic_paraboloid,8042,baseline,0.0441442728042602,0.0584266707301139,6.988524338729414e-05,5.343237424832685e-06,1.0262322998046876,2.026201288750831,2.786194423459611,1.4071212696490236,0.1589098572731018,0.7949999570846558,0.0012089811165684,0.006940720686272,True
200,201,99,hyperbolic_paraboloid,8042,K(Phat),0.0191675703972578,0.0331513658165931,3.531239339541311e-05,4.211357658537704e-06,1.0308734893798828,2.03290346835522,2.7755885094216786,1.3809152088769858,0.1480619758367538,0.7949999570846558,0.0019483243148507,0.006940720686272,True
200,201,99,hyperbolic_paraboloid,9042,baseline,0.0660458654165268,0.1359812915325164,0.000107705929882,3.322913081709495e-05,1.3561846923828125,2.241416722698941,3.056513133801912,1.311106899291649,0.1474051475524902,0.7599999904632568,0.0112327834192131,0.0006321203056259,True
200,201,99,hyperbolic_paraboloid,9042,K(Phat),0.0187824089080095,0.0366040915250778,3.860988311186832e-05,2.6538733306681805e-05,1.2948591613769531,2.2503603742422302,3.0068674589458264,1.2416672781632887,0.1196154579520225,0.7599999904632568,0.0019934828825561,0.0006321203056259,True
