surface,condition,seed,recon_per_dim,E_mu,E_Sigma,sigma_min_p5,W2@1.0,pairwise_mfpt_err,gt_mfpt_01,gt_mfpt_02,gt_mfpt_10,gt_mfpt_12,gt_mfpt_20,gt_mfpt_21,lr_mfpt_01,lr_mfpt_02,lr_mfpt_10,lr_mfpt_12,lr_mfpt_20,lr_mfpt_21,its_t2_err,gt_t2,lr_t2,stat_l1_err,gt_stat_0,gt_stat_1,gt_stat_2,lr_stat_0,lr_stat_1,lr_stat_2,exit_frac
paraboloid,baseline,42,3.1983201386703346e-06,0.0065003945492208,0.0005116386455483735,1.091208577156067,0.08066347726974445,0.14458556490200924,8.867076873779297,9.68563461303711,3.466315746307373,2.4663333892822266,1.3153570890426636,0.9425926208496094,10.21384048461914,9.405874252319336,2.5004546642303467,1.9859999418258667,1.4814789295196533,1.024648666381836,0.41708297636352704,70.52450704885045,41.109935742345364,0.07956667989492416,0.8875066041946411,0.08034655451774597,0.032146815210580826,0.9272899627685547,0.04530606418848038,0.02740398421883583,0.0
paraboloid,T,42,8.674345405200835e-07,5.668534868163988e-05,2.748097813309869e-06,0.9998956322669983,0.13141604138703109,0.16026541678266415,8.867076873779297,9.68563461303711,3.466315746307373,2.4663333892822266,1.3153570890426636,0.9425926208496094,8.845110893249512,9.456871032714844,2.7309999465942383,1.8449418544769287,1.581874966621399,1.1959567070007324,0.48240668681867543,70.52450704885045,36.50301326389418,0.03956953063607216,0.8875066041946411,0.08034655451774597,0.032146815210580826,0.8758858442306519,0.0721825659275055,0.05193159729242325,0.02
paraboloid,T+F,42,5.624746212230424e-08,0.0001330431696260348,5.780849278380629e-06,1.1786285638809204,0.11091331970606694,0.07184615452310292,8.867076873779297,9.68563461303711,3.466315746307373,2.4663333892822266,1.3153570890426636,0.9425926208496094,9.171838760375977,8.521111488342285,3.0620408058166504,2.296546697616577,1.2286628484725952,0.918938934803009,0.15732123808739473,70.52450704885045,59.4295042844221,0.07722346484661102,0.8875066041946411,0.08034655451774597,0.032146815210580826,0.8488948941230774,0.10906334966421127,0.042041778564453125,0.02
paraboloid,baseline,1042,1.403518994762139e-06,0.004413051996380091,0.00024832107010297477,1.1185383796691895,0.09139947328144449,0.1650874790113611,9.427499771118164,9.3267240524292,2.521250009536743,2.5445101261138916,1.0799314975738525,0.9548134207725525,8.51013469696045,8.552704811096191,3.553382396697998,2.707918643951416,1.3802083730697632,0.8988775610923767,0.00754281469697153,72.82376271630596,73.37305886401128,0.01580301858484745,0.8804805874824524,0.0873551145195961,0.032164301723241806,0.8750761151313782,0.09525661170482635,0.02966725267469883,0.016
paraboloid,T,1042,5.552350227265958e-07,4.964543768437579e-05,2.722641738728271e-06,1.0159214735031128,0.07503921119560036,0.24900065052453355,9.427499771118164,9.3267240524292,2.521250009536743,2.5445101261138916,1.0799314975738525,0.9548134207725525,9.007710456848145,10.144307136535645,4.803750038146973,3.0546534061431885,1.2841070890426636,0.8908798098564148,0.7519070173853653,72.82376271630596,127.58046093510315,0.03169659525156021,0.8804805874824524,0.0873551145195961,0.032164301723241806,0.8703694343566895,0.10320340096950531,0.026427144184708595,0.004
paraboloid,T+F,1042,5.146524079629506e-08,0.00013666589802596718,7.502339485654375e-06,1.147671103477478,0.0776781072117256,0.13325799581444808,9.427499771118164,9.3267240524292,2.521250009536743,2.5445101261138916,1.0799314975738525,0.9548134207725525,10.48898696899414,8.959695816040039,3.5341861248016357,2.753333330154419,1.1816037893295288,0.8883333206176758,0.054064492161133064,72.82376271630596,76.7609424648259,0.009980348870158195,0.8804805874824524,0.0873551145195961,0.032164301723241806,0.8767584562301636,0.09234527498483658,0.030896244570612907,0.004
paraboloid,baseline,2042,6.545301320412281e-06,0.01587476208806038,0.0008620542357675731,1.052273154258728,0.04989597944372311,0.13891756275554548,9.131385803222656,9.68202018737793,3.2043333053588867,2.6533102989196777,1.2473880052566528,0.9004337787628174,7.902945041656494,8.768386840820312,2.6493616104125977,2.239978075027466,1.2157926559448242,1.125820279121399,0.7257461786540405,112.36287420872644,30.81594762915859,0.031892985105514526,0.8881173729896545,0.08253664523363113,0.029346007853746414,0.896824061870575,0.06659015268087387,0.03658581152558327,0.004
paraboloid,T,2042,4.557342353192243e-06,0.0001955780608113855,5.757309736509342e-06,1.0599712133407593,0.05525525767998681,0.1457359664994472,9.131385803222656,9.68202018737793,3.2043333053588867,2.6533102989196777,1.2473880052566528,0.9004337787628174,9.661499977111816,8.957343101501465,2.6543939113616943,1.871033787727356,1.350857138633728,1.07341730594635,0.5659060055834557,112.36287420872644,48.776048889389756,0.04303114861249924,0.8881173729896545,0.08253664523363113,0.029346007853746414,0.9015231132507324,0.061021070927381516,0.03745584189891815,0.002
paraboloid,T+F,2042,9.87951952166358e-08,0.00012936553684994578,7.1714885052642785e-06,1.234692096710205,0.05247895727334139,0.09039628970865843,9.131385803222656,9.68202018737793,3.2043333053588867,2.6533102989196777,1.2473880052566528,0.9004337787628174,9.44681167602539,8.826000213623047,2.6053225994110107,2.331421136856079,1.2697540521621704,0.9843877553939819,0.6708849064355078,112.36287420872644,36.980317858380275,0.06625048071146011,0.8881173729896545,0.08253664523363113,0.029346007853746414,0.9212425947189331,0.05388108640909195,0.02487630769610405,0.008
paraboloid,baseline,3042,3.161912569670345e-06,0.0039560976438224316,0.0002131321671186015,1.1664538383483887,0.06500305095261444,0.11094713712414674,9.179830551147461,8.269000053405762,3.0096969604492188,2.337270736694336,1.3015151023864746,1.0086947679519653,9.235147476196289,8.955826759338379,2.8587210178375244,1.7894549369812012,1.551437497138977,1.1095908880233765,0.3053916182077358,73.28307534534241,50.903038378388864,0.05951094254851341,0.8885259032249451,0.07988253980875015,0.03159155696630478,0.9131786823272705,0.0501270666718483,0.0366942472755909,0.02
