W2@1.0,MFPT_gt_r0.5,MFPT_lr_r0.5,MFPT_err_r0.5,exit_frac_r0.5,MFPT_gt_r1.0,MFPT_lr_r1.0,MFPT_err_r1.0,exit_frac_r1.0,MFPT_gt_r2.0,MFPT_lr_r2.0,MFPT_err_r2.0,exit_frac_r2.0,MFPT_gt_r3.0,MFPT_lr_r3.0,MFPT_err_r3.0,exit_frac_r3.0,surface,seed,condition,recon_per_dim
2.0256095053562233,0.07462000101804733,0.14814001321792603,0.9852587938466713,1.0,0.23626002669334412,0.46693387627601624,0.9763558093645582,0.998,0.6002231240272522,0.9748688340187073,0.6241774016931159,0.686,0.7733480930328369,1.1140000820159912,0.4404898545068113,0.25,paraboloid,42,baseline,0.0016797313635999506
1.9042691856130873,0.07462000101804733,0.15328000485897064,1.0541410180616169,1.0,0.23626002669334412,0.4701422452926636,0.9899356309770042,0.984,0.6002231240272522,0.9171260595321655,0.5279752192461763,0.682,0.7733480930328369,1.1369229555130005,0.47013093554589774,0.286,paraboloid,42,T,0.0006316069259562275
2.1801603728298367,0.07462000101804733,0.09865999966859818,0.3221656167591932,1.0,0.23626002669334412,0.35646000504493713,0.508761384792391,1.0,0.6002231240272522,1.0380165576934814,0.7293844841045343,0.726,0.7733480930328369,1.316087007522583,0.7018041673333525,0.23,paraboloid,42,F,0.016878165981986305
1.0308927322019146,0.07462000101804733,0.07539999485015869,0.01045287887255204,1.0,0.23626002669334412,0.23797999322414398,0.007279972642313768,1.0,0.6002231240272522,0.653527021408081,0.0888068040817579,0.964,0.7733480930328369,0.9348463416099548,0.20882995643497448,0.846,paraboloid,42,T+F,0.0008449632335792888
1.959714708720126,0.08272000402212143,0.17423999309539795,1.106382792834509,1.0,0.250980019569397,0.503333330154419,1.0054717145132952,0.996,0.5882821679115295,1.0070710182189941,0.7118843187006908,0.676,0.7765548229217529,1.1905494928359985,0.5331171189647745,0.182,paraboloid,1042,baseline,0.0006289930844848806
1.5170600357695132,0.08272000402212143,0.06766000390052795,0.18205995393286065,1.0,0.250980019569397,0.2287999987602234,0.08837365160472753,1.0,0.5882821679115295,0.7353172302246094,0.24993968937571487,0.914,0.7765548229217529,1.0773611068725586,0.3873600099720396,0.432,paraboloid,1042,T,0.0004838025620715185
2.0400980051272035,0.08272000402212143,0.09306000173091888,0.12499996622379608,1.0,0.250980019569397,0.3264000117778778,0.30050197755932084,1.0,0.5882821679115295,0.8756961822509766,0.4885648928639132,0.79,0.7765548229217529,1.1482142210006714,0.4786003345914027,0.392,paraboloid,1042,F,0.01332168552008542
1.1156901077810324,0.08272000402212143,0.06637999415397644,0.1975339588205926,1.0,0.250980019569397,0.20894001424312592,0.16750339488537186,1.0,0.5882821679115295,0.5672652721405029,0.03572587597825555,0.98,0.7765548229217529,0.8151422142982483,0.04969049220673438,0.844,paraboloid,1042,T+F,3.052320045588369e-05
1.707247296506189,0.07320000231266022,0.08566001057624817,0.17021868674767715,1.0,0.22940000891685486,0.2839600145816803,0.237837853287096,1.0,0.5792592167854309,0.8233944773674011,0.4214611585065253,0.872,0.7756792902946472,1.1069353818893433,0.4270529015527359,0.372,paraboloid,2042,baseline,0.0008811077780344269
1.5775818138446607,0.07320000231266022,0.07860001176595688,0.07377061861598752,1.0,0.22940000891685486,0.2653200030326843,0.1565823571037808,1.0,0.5792592167854309,0.7968493103981018,0.37563509963669783,0.876,0.7756792902946472,1.1192049980163574,0.44287079985237143,0.478,paraboloid,2042,T,0.0005851833742450584
