time,ensemble_survival,MTE,RPD,surface,penalty,sim_mode,W2,MMD
5.0,0.1599999964237213,,,hyperbolic_paraboloid,T,learned_ambient,23.87404127055184,0.3869919180870056
0.1,1.0,0.17597223281860352,0.23506654052238393,hyperbolic_paraboloid,K,learned_latent,,
0.2,0.9799999594688416,0.28819029671805246,0.2772481794416958,hyperbolic_paraboloid,K,learned_latent,,
0.5,0.9149999618530273,0.3591859327639387,0.2528732831098541,hyperbolic_paraboloid,K,learned_latent,,
1.0,0.8050000071525574,0.5670177388635481,0.3044417917409241,hyperbolic_paraboloid,K,learned_latent,1.3077581488654255,0.13771219551563263
2.0,0.5249999761581421,,,hyperbolic_paraboloid,K,learned_latent,1.2901083098897117,0.1781216263771057
3.0,0.32999998331069946,,,hyperbolic_paraboloid,K,learned_latent,1.1533256734797521,0.18612389266490936
4.0,0.22499999403953552,,,hyperbolic_paraboloid,K,learned_latent,1.3199246730437986,0.11692985147237778
5.0,0.1599999964237213,,,hyperbolic_paraboloid,K,learned_latent,0.7846269451424794,0.14102201163768768
0.1,1.0,0.12154118537902832,0.1623566713930877,hyperbolic_paraboloid,K,learned_ambient,,
0.2,0.9799999594688416,0.23450302591129224,0.22559932706923078,hyperbolic_paraboloid,K,learned_ambient,,
0.5,0.9149999618530273,0.40551891222677594,0.28549252446730794,hyperbolic_paraboloid,K,learned_ambient,,
1.0,0.8050000071525574,0.6709966244904891,0.3602698833045787,hyperbolic_paraboloid,K,learned_ambient,1.979562173270737,0.07697518169879913
2.0,0.5249999761581421,,,hyperbolic_paraboloid,K,learned_ambient,2.865435595418337,0.18828892707824707
3.0,0.32999998331069946,,,hyperbolic_paraboloid,K,learned_ambient,10.877575442736127,0.22191967070102692
4.0,0.22499999403953552,,,hyperbolic_paraboloid,K,learned_ambient,8.774587124802135,0.3272761404514313
5.0,0.1599999964237213,,,hyperbolic_paraboloid,K,learned_ambient,255.95355508282645,0.38727307319641113
0.1,1.0,0.1853074836730957,0.2475367188461207,hyperbolic_paraboloid,T+K,learned_latent,,
0.2,0.9799999594688416,0.30289542918302576,0.2913949819218344,hyperbolic_paraboloid,T+K,learned_latent,,
0.5,0.9149999618530273,0.37613657133175377,0.26480683404952565,hyperbolic_paraboloid,T+K,learned_latent,,
1.0,0.8050000071525574,0.5895653955684685,0.3165480249966303,hyperbolic_paraboloid,T+K,learned_latent,1.3248120217921724,0.14291633665561676
2.0,0.5249999761581421,,,hyperbolic_paraboloid,T+K,learned_latent,1.297355318047583,0.1799934059381485
3.0,0.32999998331069946,,,hyperbolic_paraboloid,T+K,learned_latent,1.1521192350985965,0.1862320899963379
4.0,0.22499999403953552,,,hyperbolic_paraboloid,T+K,learned_latent,1.3640649183730595,0.12349413335323334
5.0,0.1599999964237213,,,hyperbolic_paraboloid,T+K,learned_latent,0.7787392766293717,0.143332377076149
0.1,1.0,0.11130306243896484,0.14868042200751333,hyperbolic_paraboloid,T+K,learned_ambient,,
0.2,0.9799999594688416,0.21290419053058235,0.20482056437125826,hyperbolic_paraboloid,T+K,learned_ambient,,
