surface,config,seed,ae_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,sW2@0.5,sW2@1.0,MMD@1.0,survival@1.0,stopped@1.0,E_mu_held,drift_loss_final
hyperbolic_paraboloid,T+F,7042,0.0012897468404844403,1.0133746736612752,2.022792036815356,2.6018940046721815,1.3132424718082867,0.8707120063610677,1.3021850323697548,0.21479713916778564,0.7649999856948853,0.26999998092651367,0.016495903953909874,0.006334619130939245
hyperbolic_paraboloid,T+F+S,7042,0.0012897468404844403,0.9949626059987438,1.9351179881762433,2.4447101268892975,1.1157792199880863,0.7152449763788388,1.0225689982809243,0.17533071339130402,0.7649999856948853,0.26999998092651367,0.1526709496974945,0.27177512645721436
hyperbolic_paraboloid,T+F,8042,0.0011041030520573258,0.8730846405029297,1.7277982995865193,2.2711204672759435,1.2026153926014271,0.8680085061298535,1.379615778011063,0.19896726310253143,0.7949999570846558,0.29999998211860657,0.02613212913274765,0.013728446327149868
hyperbolic_paraboloid,T+F+S,8042,0.0011041030520573258,0.8774271392822266,1.733469212308843,2.3031800468012973,1.1827321579794539,0.8592610464975937,1.4328585029019987,0.2122524380683899,0.7949999570846558,0.29999998211860657,0.10990545153617859,0.23366272449493408
hyperbolic_paraboloid,T+F,9042,0.028141671791672707,0.8927053070068359,1.746246671416069,2.3120839972245064,1.166406996341442,1.1743857490241385,1.3541350934955743,0.16787220537662506,0.7599999904632568,0.3199999928474426,0.039634350687265396,0.010117833502590656
hyperbolic_paraboloid,T+F+S,9042,0.028141671791672707,0.8966667175292968,1.6736408504632,2.1380972611276725,1.1704727576419247,1.0486641086925443,1.1334208868992652,0.17021732032299042,0.7599999904632568,0.3199999928474426,0.07422006130218506,0.24011549353599548
sinusoidal,T+F,42,0.002165968995541334,0.681338119506836,1.4338030607804009,1.9412351122089462,0.7997411037927507,0.6134248180006817,0.6412931254414015,0.1987568587064743,0.7649999856948853,0.23999999463558197,0.020071694627404213,0.009638771414756775
sinusoidal,T+F+S,42,0.002165968995541334,0.6962424468994141,1.4914399851923403,2.0455984477124183,0.9196751643811938,0.7188492853025035,0.8963708216959411,0.2056122124195099,0.7649999856948853,0.23999999463558197,0.15338638424873352,0.23165394365787506
sinusoidal,T+F,1042,0.00502739567309618,0.7410227713273398,1.37650634765625,1.7238510979546442,0.7400548856981157,0.6616742244093846,0.6185345459814097,0.16964559257030487,0.7199999690055847,0.26499998569488525,0.014139538630843163,0.0028566920664161444
sinusoidal,T+F+S,1042,0.00502739567309618,0.7420344520453832,1.4041859654017856,1.6805123223198786,0.719464801714527,0.6860726557627028,0.8490123810597032,0.20101626217365265,0.7199999690055847,0.26499998569488525,0.17989322543144226,0.17559324204921722
sinusoidal,T+F,2042,0.012649057433009148,0.6702164693094378,1.6471017690805287,2.1299403488256368,0.9453757288219353,0.6538170198867936,1.3687464694084428,0.17604824900627136,0.7849999666213989,0.23499999940395355,0.02312188409268856,0.01155550591647625
sinusoidal,T+F+S,2042,0.012649057433009148,0.6751770326240578,1.661826668204842,2.172318379590466,0.9478108800317986,0.6504152465749322,1.3992275988261615,0.1787596195936203,0.7849999666213989,0.23499999940395355,0.15200842916965485,0.18834081292152405
sinusoidal,T+F,3042,0.003092713886871934,0.822625732421875,1.5136471623959749,2.0174470427852347,0.7057373977151908,0.5266121611150433,0.6812449785362453,0.11720936745405197,0.7450000047683716,0.23999999463558197,0.011201197281479836,0.0051466189324855804
sinusoidal,T+F+S,3042,0.003092713886871934,0.8234157562255859,1.5288349649180537,1.966619914010067,0.6740792817034995,0.49402507698051085,0.6607173718344095,0.15079276263713837,0.7450000047683716,0.23999999463558197,0.12768235802650452,0.3048010468482971
sinusoidal,T+F,4042,0.003672531805932522,0.9332258605957031,1.7354119269402473,1.9707003141704358,0.7753585469467433,0.5996572895805018,0.7044730660043571,0.18034376204013824,0.7599999904632568,0.29999998211860657,0.02480456233024597,0.006193180568516254
sinusoidal,T+F+S,4042,0.003672531805932522,0.9420870208740234,1.8231075412624484,2.1594157971833883,0.7351354173400698,0.5783174988133314,0.7428934981182624,0.18642978370189667,0.7599999904632568,0.29999998211860657,0.1479535847902298,0.23019452393054962
