surface,D,N,seed,ae_condition,drift_method,E_mu,E_Sigma,rcMTE@0.1,rcMTE@0.5,rcMTE@1.0,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,sW2@0.1,sW2@0.2,sW2@0.5,sW2@1.0,MMD@1.0,survival@1.0,stopped@1.0
paraboloid,201,20,42,baseline,enc-pull,5.5762553215026855,21.482192993164062,0.33140188455581665,0.616390585899353,0.7866136431694031,0.7446191868431584,1.1297788691699953,1.2563763209751675,1.190667921614972,0.44850763969828583,0.5083878768472756,0.7665576988144023,1.0573757191016393,0.36665159463882446,0.2800000011920929,0.04200000315904617
paraboloid,201,20,42,baseline,dec-side,5.5762553215026855,21.482192993164062,0.32690438628196716,0.6864644289016724,0.8850660920143127,0.752667195547397,1.3818806813175517,1.7709274291992188,1.4192609229518844,0.44214071248503206,0.4884831239741394,0.7776063772743689,1.1738457871481944,0.3362831175327301,0.2800000011920929,0.04200000315904617
paraboloid,201,20,42,T+F,enc-pull,1.97011399269104,7.46231746673584,0.6936960220336914,1.1703531742095947,1.3449866771697998,1.3284044839226057,2.032467031837406,2.3870511736188615,1.5353895810851161,0.7731457488979847,1.0097213275035961,1.386600956539627,2.0236626773472985,0.40893882513046265,0.2800000011920929,0.04200000315904617
paraboloid,201,20,42,T+F,dec-side,1.97011399269104,7.46231746673584,0.7195351123809814,1.3787039518356323,1.6653858423233032,1.3684828318572522,2.347784974521264,2.9563092912946427,2.2558875746135136,0.8483515545661814,1.190410131316486,1.8035082784536867,2.975335001430486,0.44216814637184143,0.2800000011920929,0.04200000315904617
paraboloid,201,20,1042,baseline,enc-pull,9.335455894470215,31.23298454284668,0.7500051259994507,0.9870756268501282,1.1792376041412354,1.1998630855025056,1.7778876208904508,1.9862142473259228,1.1323694963916904,0.5298108179287833,0.668840277399485,0.6743421442685887,0.9063315031341683,0.265913188457489,0.2980000078678131,0.06200000271201134
paraboloid,201,20,1042,baseline,dec-side,9.335455894470215,31.23298454284668,0.7834539413452148,1.2163364887237549,1.4727321863174438,1.2335714837225082,2.0833256944847816,2.4098928566747064,1.4069091640193119,0.6236545526571947,0.8856555884758852,1.2133236362574769,1.4105039509960897,0.2953703999519348,0.2980000078678131,0.06200000271201134
paraboloid,201,20,1042,T+F,enc-pull,1.475466012954712,2.542098045349121,0.5122982859611511,0.7536786198616028,1.1495404243469238,0.9350912183324054,1.516548695617449,1.7694827086173448,1.1864251280033995,0.6952298618133558,1.0661497676873275,1.1688815564796557,1.7696986883546115,0.20147593319416046,0.2980000078678131,0.06200000271201134
paraboloid,201,20,1042,T+F,dec-side,1.475466012954712,2.542098045349121,0.5256664752960205,0.8872633576393127,1.4622687101364136,0.9588574110001392,1.7318440830840498,2.3558476595270554,2.019478013490272,0.7704501599216818,1.2368965837844863,1.5604785636193081,2.6828007489837766,0.3362242877483368,0.2980000078678131,0.06200000271201134
paraboloid,201,20,2042,baseline,enc-pull,4.922497749328613,13.575977325439453,0.3525838851928711,0.5687652826309204,0.7150997519493103,0.7243553295470121,1.1533028738839286,1.2958195048167294,1.0704457923507684,0.4498000274576593,0.4846999430316536,0.7112084685968717,1.0542355098723628,0.18345637619495392,0.26600000262260437,0.04800000041723251
paraboloid,201,20,2042,baseline,dec-side,4.922497749328613,13.575977325439453,0.3335948884487152,0.5599740147590637,0.7014874219894409,0.7149412590160704,1.1411883641803076,1.5013393316053807,1.2283553796624747,0.44733357269780677,0.465921886054984,0.7421929888545131,1.0920945946176963,0.34935081005096436,0.26600000262260437,0.04800000041723251
paraboloid,201,20,2042,T+F,enc-pull,0.9860384464263916,1.6160372495651245,0.23897695541381836,0.4308871924877167,0.5201019644737244,0.5583713598418654,0.9344098530118428,1.081454743120007,0.9780148710528118,0.35970164809945987,0.43578402205803607,0.8173201681879222,1.009044901585198,0.24029541015625,0.26600000262260437,0.04800000041723251
paraboloid,201,20,2042,T+F,dec-side,0.9860384464263916,1.6160372495651245,0.2442684918642044,0.5307077169418335,0.8805446028709412,0.556834103768332,1.1262261526925224,1.525429173519737,1.593374450322125,0.393517923781898,0.5162401028374147,1.079922901508899,1.8391676697953703,0.41548559069633484,0.26600000262260437,0.04800000041723251
paraboloid,201,20,3042,baseline,enc-pull,6.6313018798828125,13.113975524902344,0.22404012084007263,0.2734683156013489,0.39251571893692017,0.6383019424066311,0.7900433326835063,0.9219530890969669,0.7973210605397675,0.4047429853798926,0.4195364167957388,0.4393856664107891,0.7758611324860047,0.27868691086769104,0.2720000147819519,0.05000000074505806
paraboloid,201,20,3042,baseline,dec-side,6.6313018798828125,13.113975524902344,0.2748677730560303,0.6667128205299377,1.25911545753479,0.6874609564466116,1.2465327248644473,2.0759863011977253,2.0211287024870708,0.5118956853612424,0.5978306578544801,0.9939462049731947,1.8505775117304888,0.39909592270851135,0.2720000147819519,0.05000000074505806
paraboloid,201,20,3042,T+F,enc-pull,0.7000296115875244,0.9106422066688538,0.1913890540599823,0.32237693667411804,0.44348251819610596,0.5950174606560075,0.8508818896848764,0.9970662734087776,0.7806920870000755,0.40472897885754455,0.42234940266649174,0.6510605540347983,1.0855867151373784,0.2927251160144806,0.2720000147819519,0.05000000074505806
paraboloid,201,20,3042,T+F,dec-side,0.7000296115875244,0.9106422066688538,0.20826183259487152,0.5044680237770081,0.8827246427536011,0.5910464538438885,1.0923098663785564,1.7591093848733341,1.908620488864798,0.441975780058858,0.49309623665090774,1.067356780567428,1.9471223015875192,0.4589386582374573,0.2720000147819519,0.05000000074505806
paraboloid,201,20,4042,baseline,enc-pull,7.8972859382629395,32.76221466064453,0.5420076251029968,0.6939205527305603,0.6466107964515686,0.976150479595987,1.290797031286991,1.1629983888450244,0.7119554565272473,0.5006396956614697,0.5958078787900692,0.5472599277663471,0.7238006616780521,0.16561661660671234,0.28200000524520874,0.06000000238418579
paraboloid,201,20,4042,baseline,dec-side,7.8972859382629395,32.76221466064453,0.5665170550346375,0.8977140188217163,0.8917141556739807,0.9933090375457565,1.5396185210256865,1.577637584496897,1.0597947236445262,0.5590221834489085,0.7618870065825311,0.7514602421288437,0.9291273465126283,0.26213836669921875,0.28200000524520874,0.06000000238418579
paraboloid,201,20,4042,T+F,enc-pull,1.331188678741455,2.248904228210449,0.5405188202857971,0.7392767071723938,0.811661422252655,0.8973516435271489,1.3422409982392283,1.3731312853224733,0.5706969373501275,0.4467453831993817,0.6421126174272466,0.3982059901742974,0.9948154040528671,0.25600820779800415,0.28200000524520874,0.06000000238418579
paraboloid,201,20,4042,T+F,dec-side,1.331188678741455,2.248904228210449,0.5600096583366394,0.8373383283615112,1.0297940969467163,0.920111335539249,1.5577098962032434,1.8683497652094414,1.2797936587745524,0.5196262394804373,0.846151152452942,0.6354722636616149,1.4836873894593177,0.4097673296928406,0.28200000524520874,0.06000000238418579
paraboloid,201,20,5042,baseline,enc-pull,7.49368953704834,30.15866470336914,0.5212340354919434,0.7914907932281494,0.7536499500274658,0.9371969034383585,1.448403446436808,1.3592144870018774,0.8430544628390063,0.46720613383027354,0.5600528693960555,0.5693164724245117,0.8435156514953156,0.24162596464157104,0.2580000162124634,0.06599999964237213
paraboloid,201,20,5042,baseline,dec-side,7.49368953704834,30.15866470336914,0.5499144792556763,0.9649102687835693,1.152654767036438,0.9615756192050138,1.6901481600265222,1.8766550463299418,1.4083909734635052,0.531913836627827,0.7156216059031568,0.9498152734458565,1.3724450749689383,0.36376330256462097,0.2580000162124634,0.06599999964237213
paraboloid,201,20,5042,T+F,enc-pull,1.2218936681747437,2.6562864780426025,0.6067453622817993,0.88746577501297,0.7897340059280396,1.0581533578725961,1.5533460778943726,1.452769907870034,0.7905521424823646,0.6436732491866411,0.8068453501850327,0.7485024231312046,0.755621711059667,0.2706153094768524,0.2580000162124634,0.06599999964237213
paraboloid,201,20,5042,T+F,dec-side,1.2218936681747437,2.6562864780426025,0.6451531648635864,1.073195457458496,0.9225510954856873,1.1216350848858172,1.9601996727975093,2.0875083272771318,1.8993300967710554,0.8252719528262774,1.1946559893176567,1.55743554367364,1.4641558097944354,0.43008044362068176,0.2580000162124634,0.06599999964237213
paraboloid,201,20,6042,baseline,enc-pull,5.291629314422607,20.109756469726562,0.21792514622211456,0.30370789766311646,0.30410927534103394,0.5620819629551556,0.8555264210137795,0.8239391551298254,0.7192162506969365,0.40844940072396385,0.4054777392313512,0.47960691551051626,0.46588610724932294,0.14921486377716064,0.2720000147819519,0.06000000238418579
paraboloid,201,20,6042,baseline,dec-side,5.291629314422607,20.109756469726562,0.21257886290550232,0.40534642338752747,0.7113031148910522,0.5702790919904667,1.1212924747016486,1.7085811390596277,1.6462419515219868,0.3879943041982608,0.40423373193877654,0.7327804403237121,1.3297637045002828,0.40902671217918396,0.2720000147819519,0.06000000238418579
paraboloid,201,20,6042,T+F,enc-pull,1.4104982614517212,1.8133740425109863,0.19610698521137238,0.37357690930366516,0.41050297021865845,0.44770826432148264,0.7538998821588951,0.9689672133501839,0.8960870798403545,0.2780069803579025,0.3261210385719773,0.5527462852934427,0.7178280598104485,0.24235086143016815,0.2720000147819519,0.06000000238418579
paraboloid,201,20,6042,T+F,dec-side,1.4104982614517212,1.8133740425109863,0.1916622817516327,0.4744167625904083,0.7314234375953674,0.424408832835731,0.9384653286671075,1.4825363159179688,1.4992037449617788,0.28392262001978874,0.38023435256074556,0.7915945587991782,1.2028863067328115,0.425163596868515,0.2720000147819519,0.06000000238418579
paraboloid,201,20,7042,baseline,enc-pull,3.6763010025024414,9.669454574584961,0.4112244248390198,0.6713852882385254,0.7496821880340576,0.8047408049327162,1.2750981928228022,1.3715012868245442,1.0979225108017066,0.39038815380067104,0.49256883765959986,1.003117436057736,0.6835243257494603,0.12004471570253372,0.2880000174045563,0.058000002056360245
