surface,D,dynamics,condition,seed,recon,tangent,E_mu,E_Sigma,sigma_min_p5,sigma_min_median,stage2_loss,stage3_loss
hyperbolic_paraboloid,11,mb,T+F,7042,1.8720588328009893e-07,9.508560651738662e-06,3.752862539840862e-05,2.6890149911196204e-06,1.295584797859192,1.350407600402832,0.0009256098003658865,1.1090010535294173e-07
hyperbolic_paraboloid,11,mb,ATLAS,8042,0.0005197517404502088,0.024596931412816048,0.4780380129814148,0.0007220765110105276,,,,
hyperbolic_paraboloid,11,mb,baseline,8042,5.594044606286016e-06,0.0025407972279936075,0.0034913693089038134,0.00035147598828189075,1.018570899963379,1.130721092224121,0.00016177027906191403,1.2466689050987562e-05
hyperbolic_paraboloid,11,mb,T,8042,1.9022787786194717e-06,1.9253220671089366e-05,5.364784738048911e-05,4.176863512839191e-06,1.1423752307891846,1.1764265298843384,0.000493870788237213,4.865447087760393e-07
hyperbolic_paraboloid,11,mb,F,8042,3.328842153264718e-05,0.016380364075303078,0.026652056723833084,0.0023020883090794086,1.3185828924179077,1.4047812223434448,0.0011282848385495267,7.033890454165106e-05
hyperbolic_paraboloid,11,mb,C,8042,0.0022228937596082687,0.4593338668346405,1.4701547622680664,0.22501704096794128,17.517637252807617,17.56877326965332,0.45346869102546145,0.0016042805010718958
hyperbolic_paraboloid,11,mb,T+F,8042,4.148365529875842e-08,2.3846127078286372e-05,7.324133912334219e-05,5.602260443993146e-06,1.2614871263504028,1.3202811479568481,0.00042170459346380085,3.111512703363977e-07
hyperbolic_paraboloid,11,mb,ATLAS,9042,0.00020830345932732928,0.00944561418145895,0.6121636629104614,0.0005363205564208329,,,,
hyperbolic_paraboloid,11,mb,baseline,9042,3.944420975378969e-06,0.002362001920118928,0.00468492042273283,0.00040523370262235403,0.920451819896698,1.0450674295425415,0.00032854943336652856,1.3758471141045447e-05
hyperbolic_paraboloid,11,mb,T,9042,4.892181591871618e-06,4.000694025307894e-05,0.000150444102473557,1.017298473016126e-05,1.1320608854293823,1.1773996353149414,0.0007676875642833433,3.9031049985689084e-07
hyperbolic_paraboloid,11,mb,F,9042,3.306547296233475e-05,0.013850484974682331,0.024100864306092262,0.002333898562937975,1.3401883840560913,1.430159091949463,0.00040546651871409267,6.533845277902271e-05
hyperbolic_paraboloid,11,mb,C,9042,0.0024470614100044422,0.44534119963645935,1.3489220142364502,0.19503706693649292,13.465696334838867,13.515700340270996,0.6521882287093571,0.00170299517256873
hyperbolic_paraboloid,11,mb,T+F,9042,3.033293761621859e-08,1.0253109394398052e-05,2.7649770345306024e-05,2.371323489569477e-06,1.3455467224121094,1.3693701028823853,0.0009992236196662166,7.770680911432595e-08
quartic_dome,11,mb,ATLAS,42,0.00031568099405955184,0.005903393961489201,0.8539971113204956,0.00039743632078170776,,,,
quartic_dome,11,mb,baseline,42,4.745303489140827e-06,0.0025659087114036083,0.006790267303586006,0.0005180947482585907,1.1345113515853882,1.1735340356826782,0.0004398401568843318,9.150118720364325e-06
quartic_dome,11,mb,T,42,2.7357552674154495e-06,2.488841892045457e-05,0.00018441976862959564,5.8841433201450855e-06,0.9534416794776917,1.0538370609283447,0.0006440448300314269,3.021621820055641e-07
quartic_dome,11,mb,F,42,3.387950974601236e-05,0.012747910805046558,0.02729337476193905,0.0022848770022392273,1.3460155725479126,1.4202930927276611,0.0008680947648826987,6.711385607819207e-05
quartic_dome,11,mb,C,42,0.00217633457346396,0.3821679651737213,1.5817289352416992,0.13462695479393005,12.202500343322754,12.32560920715332,0.6583352259227208,0.0012779009827811802
quartic_dome,11,mb,T+F,42,6.108128693747196e-08,3.1351697543868795e-05,0.00020861455413978547,6.7722144194704015e-06,1.222626805305481,1.2748146057128906,0.000760559512335541,1.5082892040092182e-07
quartic_dome,11,mb,ATLAS,1042,0.0005240127105604519,0.011762385256588459,0.5356367826461792,0.00041360390605404973,,,,
quartic_dome,11,mb,baseline,1042,3.3483986705753277e-06,0.0019616330973803997,0.004027995280921459,0.00037606392288580537,1.1431249380111694,1.2108262777328491,0.0002325004752492532,6.362926472190468e-06
quartic_dome,11,mb,T,1042,1.6477523868988184e-06,2.61802470049588e-05,0.00013852055417373776,4.728575731860474e-06,1.0235098600387573,1.0691450834274292,0.00013523114570749125,1.5859889706299718e-07
quartic_dome,11,mb,F,1042,3.647061054256152e-05,0.014133153483271599,0.029019592329859734,0.002275161212310195,1.2260046005249023,1.3852347135543823,0.0006180903624876269,5.462163348316348e-05
quartic_dome,11,mb,C,1042,0.0019449490037831392,0.37499168515205383,1.5290131568908691,0.14047086238861084,16.34299087524414,16.421783447265625,0.7224884991134916,0.0012392839583169138
quartic_dome,11,mb,T+F,1042,6.94041608023161e-08,6.245953409234062e-05,0.0002590327931102365,9.58222517510876e-06,1.1845608949661255,1.2652662992477417,0.00046643539514791755,3.2891796308831545e-07
quartic_dome,11,mb,ATLAS,2042,0.0006508809006349607,0.015701372176408768,0.6207997798919678,0.0005087667377665639,,,,
quartic_dome,11,mb,baseline,2042,4.8507813930469146e-06,0.003198101418092847,0.005672505125403404,0.00038106489228084683,1.1077308654785156,1.181072473526001,0.0001928793743510531,9.585187204460713e-06
quartic_dome,11,mb,T,2042,3.2993692994668065e-06,3.106038275291212e-05,0.00017353316070511937,4.893894583801739e-06,0.9968164563179016,1.0861200094223022,0.0001715439772981751,3.235560654957226e-07
quartic_dome,11,mb,F,2042,3.051768131130798e-05,0.014051617123186588,0.03264922276139259,0.0020423789974302053,1.3510632514953613,1.3906739950180054,0.0002330806091777049,5.399445815003544e-05
quartic_dome,11,mb,C,2042,0.0019691557708111677,0.3765350878238678,1.5591671466827393,0.1320335865020752,15.015498161315918,15.094132423400879,0.5672395953110286,0.0012104859509106194
quartic_dome,11,mb,T+F,2042,5.505505255727754e-08,4.88878067699261e-05,0.00021963230392429978,9.42510087043047e-06,1.110695242881775,1.1849429607391357,0.00028127061003553014,3.4315984415960496e-07
quartic_dome,11,mb,ATLAS,3042,0.0005765443413772366,0.014854023233056068,0.5771262049674988,0.0004767780483234674,,,,
quartic_dome,11,mb,baseline,3042,4.057951710737226e-06,0.002037703525274992,0.004201780539005995,0.000239711269387044,1.136871337890625,1.1927850246429443,0.0008698671216344726,7.023789618999997e-06
quartic_dome,11,mb,T,3042,1.5530660510359502e-06,3.156112870783545e-05,0.00013657347881235182,5.493611752172001e-06,0.931233286857605,1.0054645538330078,0.0004546330996423161,1.8781872362134372e-07
quartic_dome,11,mb,F,3042,3.2863161653618924e-05,0.013329599052667618,0.021658167243003845,0.0017874868353828788,1.382340908050537,1.4522913694381714,0.0016544199398984866,5.957486843856584e-05
quartic_dome,11,mb,C,3042,0.0020529712465676394,0.37936800718307495,1.3396258354187012,0.12281598150730133,14.771867752075195,14.83970832824707,0.7657796740531921,0.0012933639643181647
quartic_dome,11,mb,T+F,3042,4.8145120052305916e-08,3.479928636807017e-05,9.788003808353096e-05,5.4041456678532995e-06,1.1606922149658203,1.2513196468353271,0.0017157103117954517,2.498337343987649e-07
quartic_dome,11,mb,ATLAS,4042,0.0008515289730646393,0.02060769312083721,0.6623870134353638,0.00045821425737813115,,,,
quartic_dome,11,mb,baseline,4042,3.3459327823948115e-06,0.0021047797054052353,0.0035247066989541054,0.00028735751402564347,1.0675584077835083,1.1187762022018433,0.0006750052894598671,5.68649459507599e-06
quartic_dome,11,mb,T,4042,1.7182216900189153e-06,2.4199378458433785e-05,9.218906780006364e-05,3.7652544051525183e-06,1.0014283657073975,1.0713552236557007,0.00029253676309183774,8.157959021965715e-07
quartic_dome,11,mb,F,4042,3.361237626946108e-05,0.014477787539362907,0.029089706018567085,0.0026346626691520214,1.391359567642212,1.4430336952209473,0.0021673135925084352,5.472806982912256e-05
quartic_dome,11,mb,C,4042,0.0019470808858221228,0.39321765303611755,1.2955918312072754,0.1326366364955902,13.104015350341797,13.147615432739258,0.6375241237027305,0.0012874356471002102
quartic_dome,11,mb,T+F,4042,7.917916698054549e-08,5.942536154179834e-05,0.00017276137077715248,1.2319770576141309e-05,1.3416014909744263,1.4181139469146729,0.0014909855505850697,4.1273768098497907e-07
quartic_dome,11,mb,ATLAS,5042,0.0003536186308007349,0.00724030239507556,0.6605229377746582,0.0005396559135988355,,,,
quartic_dome,11,mb,baseline,5042,3.3895303204189986e-06,0.00207733316347003,0.00524249579757452,0.00024986884091049433,1.0336095094680786,1.1501061916351318,0.00035145691487871645,8.87639063356411e-06
quartic_dome,11,mb,T,5042,1.6702053306454963e-06,3.260543599026278e-05,0.00013979173672851175,5.944692929915618e-06,0.952717125415802,1.0045528411865234,0.00014549730154353062,1.7984703098201343e-07
quartic_dome,11,mb,F,5042,3.0921822392635725e-05,0.013766203075647354,0.02725588157773018,0.0018891860963776708,1.3894126415252686,1.4512779712677002,0.00037193224332960587,5.979626439511776e-05
