surface,D,dynamics,condition,seed,recon,tangent,E_mu,E_Sigma,sigma_min_p5,sigma_min_median,stage2_loss,stage3_loss
paraboloid,201,mb,ATLAS,42,1.9076113491805633e-05,0.005245359614491463,0.9644111394882202,0.0005686139920726418,,,,
paraboloid,201,mb,baseline,42,7.645688477245656e-07,0.007540757302194834,0.017942985519766808,0.0019119993085041642,1.1301205158233643,1.2204245328903198,5.293897369743458e-05,1.2680621555968434e-07
paraboloid,201,mb,T,42,7.233538057316854e-08,1.922239243867807e-05,0.0001533424510853365,5.179198524274398e-06,0.9371516108512878,0.9835419058799744,2.2050884321548176e-05,4.948820321791305e-10
paraboloid,201,mb,F,42,0.0018914528747103108,1.9998472929000854,10.813970565795898,0.4262450039386749,0.9905842542648315,0.9906167387962341,0.0004093397141592244,1.0870874055919038e-05
paraboloid,201,mb,C,42,0.0018914696292497625,1.998548150062561,10.806838035583496,0.42624494433403015,0.043328821659088135,0.043328821659088135,8.655913520052532e-13,1.0870870547868045e-05
paraboloid,201,mb,T+F,42,8.723758248234659e-08,0.000565213558729738,0.0025653336197137833,0.0001797992008505389,1.146933674812317,1.2147362232208252,0.00022672446565203636,6.822301200161616e-09
paraboloid,201,mb,ATLAS,1042,3.0340559650861208e-05,0.010297538712620735,0.6752886772155762,0.0006282109534367919,,,,
paraboloid,201,mb,baseline,1042,2.374698811057788e-07,0.00267807231284678,0.0083492211997509,0.0005162872839719057,1.0851670503616333,1.2102411985397339,1.7919529325029415e-05,4.572341895579614e-08
paraboloid,201,mb,T,1042,6.398249073510072e-08,2.289159056090284e-05,0.00013220823893789202,5.096940185467247e-06,0.9000855088233948,0.9474873542785645,0.0004277131353904094,4.0038045894570066e-10
paraboloid,201,mb,F,1042,0.001846551302060559,1.999974012374878,12.032381057739258,0.4289087951183319,1.0827641487121582,1.0827654600143433,4.7058139151496494e-05,1.0763940606141529e-05
paraboloid,201,mb,C,1042,0.0018465432954664848,1.9896535873413086,11.90068244934082,0.42889952659606934,0.053783781826496124,0.05378380045294762,1.0312574326233813e-09,1.0763528605041626e-05
paraboloid,201,mb,T+F,1042,9.038485383025002e-09,6.728103471687064e-05,0.0002888171293307096,1.3788222531729843e-05,1.0311070680618286,1.081695556640625,1.3538664331593151e-05,1.182930071357597e-09
paraboloid,201,mb,ATLAS,2042,4.0663063377883305e-05,0.016244709491729736,0.6770671010017395,0.0007526556728407741,,,,
paraboloid,201,mb,baseline,2042,1.5677656096276543e-07,0.001347799552604556,0.0042648641392588615,0.00023002410307526588,1.168502926826477,1.233224630355835,4.281553628970869e-05,2.167204637970599e-08
paraboloid,201,mb,T,2042,5.639985693729858e-08,1.759537190082483e-05,0.00010750717774499208,3.5896528061130084e-06,0.8961121439933777,0.9422292113304138,1.616452813582977e-05,4.0327110301901266e-10
paraboloid,201,mb,F,2042,0.0018175773656190332,1.9999849796295166,12.401983261108398,0.4100669324398041,1.0893622636795044,1.0893635749816895,8.155347567091147e-05,1.0717177246988285e-05
paraboloid,201,mb,C,2042,0.0018175828516186767,1.996036171913147,12.388622283935547,0.4100668728351593,0.017885347828269005,0.017885355278849602,2.706819136083009e-12,1.0717175817782326e-05
paraboloid,201,mb,T+F,2042,4.11067623500272e-08,0.0004564919217955321,0.001929236575961113,0.00010765669867396355,1.1925568580627441,1.2429159879684448,2.936115847010764e-05,5.818850734584657e-09
paraboloid,201,mb,ATLAS,3042,3.589335041333787e-05,0.015496494248509407,0.6467881798744202,0.0006918853614479303,,,,
paraboloid,201,mb,baseline,3042,4.4432731081189505e-07,0.004761089570820332,0.0094645069912076,0.0004439499753061682,1.1153923273086548,1.1853855848312378,2.7481895553397146e-05,6.457340313253163e-08
paraboloid,201,mb,T,3042,9.380182655602322e-08,2.3612492441316135e-05,0.0001325954362982884,4.372695002530236e-06,0.8854321837425232,0.9328884482383728,2.3261025359845788e-05,4.669563783262934e-10
paraboloid,201,mb,F,3042,0.0018360290064740536,1.99996817111969,8.66111946105957,0.4097203016281128,1.0903465747833252,1.0903475284576416,7.06923107307895e-05,1.0773579950702178e-05
paraboloid,201,mb,C,3042,0.0018360258927985803,1.996938943862915,8.653453826904297,0.4097200632095337,0.025648321956396103,0.02564832754433155,2.2540506136939364e-11,1.0773569556477014e-05
