surface,D,dynamics,condition,seed,recon,tangent,E_mu,E_Sigma,sigma_min_p5,sigma_min_median,stage2_loss,stage3_loss,E_drift,E_b,E_Lambda
paraboloid,11,mb,baseline,6042,2.681681342602877e-06,0.0013712856452912092,0.003405487397685647,0.0002578958519734442,1.1575413942337036,1.2099698781967163,0.0005256905943887043,1.2063637768733315e-05,0.008264807984232903,0.019963311031460762,0.0005395659245550632
paraboloid,11,mb,T,6042,6.260500991960395e-07,7.173691756179323e-06,2.9372602512012236e-05,1.6540236629225546e-06,1.010663390159607,1.0818299055099487,0.00038316260906867683,1.6093252465257786e-06,0.0090508833527565,0.015989944338798523,6.874106475152075e-05
paraboloid,11,mb,F,6042,3.8592523196712136e-05,0.010853980667889118,0.03676851466298103,0.002425389364361763,1.3490630388259888,1.4150581359863281,0.0005310148366593889,0.00010650232538215018,0.012089908123016357,0.07918687164783478,0.0033375159837305546
paraboloid,11,mb,C,6042,0.0029337954792109404,0.4524998664855957,1.844773530960083,0.1862734705209732,11.867438316345215,11.94613265991211,1.0289188964026315,0.002055989096074232,3.1161746978759766,8.128850936889648,0.1867275834083557
paraboloid,11,mb,T+F,6042,5.330234774770692e-08,1.827633059292566e-05,9.521925676381215e-05,5.180049811315257e-06,1.2489252090454102,1.3239017724990845,0.0005357228094778423,6.58374476967895e-07,0.011931536719202995,0.012952057644724846,3.179648774676025e-05
paraboloid,11,mb,ATLAS,7042,0.00011377246119081974,0.0018659980269148946,0.6293956637382507,0.00024311723245773464,,,0.1338689774274826,1.5603189240209758e-05,,0.6293956637382507,0.0007015292067080736
paraboloid,11,mb,baseline,7042,4.121453292265704e-06,0.001865919679403305,0.00629177363589406,0.00017894338816404343,1.0640219449996948,1.130406379699707,0.00039730570279061794,1.2158200661360752e-05,0.013635859824717045,0.03823880851268768,0.0005241977050900459
paraboloid,11,mb,T,7042,1.279429025916298e-06,1.5319123122026213e-05,7.825595821486786e-05,3.536260010150727e-06,1.091579556465149,1.1932998895645142,0.0003686301559875054,3.7550145748355135e-07,0.01366935670375824,0.014709300361573696,2.7588564989855513e-05
paraboloid,11,mb,F,7042,4.2854982893913984e-05,0.01346489880234003,0.047381285578012466,0.002711998764425516,1.3529731035232544,1.4270849227905273,0.0014439225612607385,9.660579962655902e-05,0.01837220788002014,0.09117764979600906,0.004411245696246624
paraboloid,11,mb,C,7042,0.0027149009772322393,0.44780460000038147,1.7054002285003662,0.15039539337158203,12.596783638000488,12.668379783630371,0.8823979198932648,0.0018665537603997759,2.559738874435425,7.749695301055908,0.1524595320224762
paraboloid,11,mb,T+F,7042,3.672151520235771e-08,1.1294749128865078e-05,5.4139381973072886e-05,2.545594497860293e-06,1.3038485050201416,1.3717933893203735,0.0008876335757252361,2.566659885262977e-07,0.016976473852992058,0.018483813852071762,1.6284375305986032e-05
paraboloid,11,mb,ATLAS,8042,7.51369357617064e-05,0.0012372711207717657,0.43099623918533325,0.00022677892411593348,,,0.11978696286678314,1.6016907466109842e-05,,0.43099623918533325,0.0008530895574949682
paraboloid,11,mb,baseline,8042,4.563550398663872e-06,0.002502879360690713,0.005967878736555576,0.0004048414120916277,1.1695809364318848,1.2616726160049438,0.0005549593520949461,1.7666247133872404e-05,0.01333734579384327,0.03067251853644848,0.0008633663528598845
paraboloid,11,mb,T,8042,8.577599973333153e-07,9.029923603520729e-06,3.440318687353283e-05,1.8321659354114672e-06,1.0028975009918213,1.0845478773117065,0.0003925583088338109,5.912411771597752e-07,0.011125842109322548,0.01371896080672741,4.292307858122513e-05
paraboloid,11,mb,F,8042,4.564159528606317e-05,0.014647843316197395,0.0381024107336998,0.0032052304595708847,1.248388409614563,1.3941584825515747,0.0006095322356226721,0.00010250482331944763,0.01375246699899435,0.06969752162694931,0.004750572144985199
