surface,condition,drift_mode,seed,E_mu,E_Sigma,R1,R2,kappa_g,recon,mfpt_err,its_t2_err,stat_l1,exit_frac
paraboloid,baseline,learned,42,0.0067966231144964695,0.0005279264296405017,36548.34375,3818857.75,1.4023151397705078,4.537098654757508e-06,0.11569665612991487,0.2214622953419825,0.10574734956026077,0.018000001087784767
paraboloid,baseline,oracle_drift+learned_diff,42,0.0067966231144964695,0.0005279264296405017,36548.34375,3818857.75,1.4023151397705078,4.537098654757508e-06,0.024781577962317655,0.07608271611810416,0.01661389321088791,0.0
paraboloid,baseline,oracle_drift+oracle_diff,42,0.0067966231144964695,0.0005279264296405017,36548.34375,3818857.75,1.4023151397705078,4.537098654757508e-06,0.023459795791568056,0.05586842048739698,0.005849309265613556,0.0
paraboloid,T,learned,42,5.5668173445155844e-05,2.5700885544210905e-06,49051.49609375,3182599.5,1.7303718328475952,1.581347202194262e-06,0.1442579267491362,0.18703288516146635,0.09511938691139221,0.02500000037252903
paraboloid,T+F,learned,42,7.367698708549142e-05,2.595662863313919e-06,191108.375,50611460.0,1.8246179819107056,2.4406667555674423e-08,0.11512595055326265,0.24588237522827563,0.06719693541526794,0.036000002175569534
paraboloid,T+F,oracle_drift+learned_diff,42,7.367698708549142e-05,2.595662863313919e-06,191108.375,50611460.0,1.8246179819107056,2.4406667555674423e-08,0.032535445385822294,0.0419521587932277,0.011445790529251099,0.0
paraboloid,T+F,oracle_drift+oracle_diff,42,7.367698708549142e-05,2.595662863313919e-06,191108.375,50611460.0,1.8246179819107056,2.4406667555674423e-08,0.031059915625573135,0.04303068395249199,0.006285540759563446,0.0
paraboloid,baseline,learned,1042,0.008469533175230026,0.0004078044730704278,13720.318359375,756995.8125,1.3977299928665161,4.077349744461984e-06,0.0804573305421673,0.11923326792757803,0.027846544981002808,0.026000000536441803
paraboloid,baseline,oracle_drift+learned_diff,1042,0.008469533175230026,0.0004078044730704278,13720.318359375,756995.8125,1.3977299928665161,4.077349744461984e-06,0.06509633482927975,0.08986730864642402,0.028982646763324738,0.0
paraboloid,baseline,oracle_drift+oracle_diff,1042,0.008469533175230026,0.0004078044730704278,13720.318359375,756995.8125,1.3977299928665161,4.077349744461984e-06,0.046365600530470535,0.0876812176597753,0.009694486856460571,0.0
paraboloid,T,learned,1042,0.00010090666182804853,4.173238266957924e-06,13318.8759765625,890372.6875,1.87228262424469,2.1259814027210022e-06,0.06703461379724007,0.1707781271909775,0.045732058584690094,0.03750000149011612
paraboloid,T+F,learned,1042,9.4204893684946e-05,4.476144567888696e-06,99469.8515625,4909519.0,1.873606562614441,4.0797919547747537e-08,0.24328483957100064,0.05923071047308869,0.08861275762319565,0.026000000536441803
paraboloid,T+F,oracle_drift+learned_diff,1042,9.4204893684946e-05,4.476144567888696e-06,99469.8515625,4909519.0,1.873606562614441,4.0797919547747537e-08,0.02108855387022536,0.06823393355521513,0.011936016380786896,0.0
paraboloid,T+F,oracle_drift+oracle_diff,1042,9.4204893684946e-05,4.476144567888696e-06,99469.8515625,4909519.0,1.873606562614441,4.0797919547747537e-08,0.022077679985802786,0.07808013719911062,0.011039502918720245,0.0
paraboloid,baseline,learned,2042,0.011948632076382637,0.0005689102108590305,29423.119140625,1657549.75,1.444800615310669,6.799975711725313e-06,0.04292207028343163,0.054552733601045386,0.014776371419429779,0.013500000350177288
paraboloid,baseline,oracle_drift+learned_diff,2042,0.011948632076382637,0.0005689102108590305,29423.119140625,1657549.75,1.444800615310669,6.799975711725313e-06,0.04180391999719482,0.029230656232629874,0.02303270995616913,0.0
paraboloid,baseline,oracle_drift+oracle_diff,2042,0.011948632076382637,0.0005689102108590305,29423.119140625,1657549.75,1.444800615310669,6.799975711725313e-06,0.04342989436600447,0.042205940919882605,0.030719876289367676,0.0
paraboloid,T,learned,2042,6.484019104391336e-05,3.3596654702705564e-06,18921.40625,822672.25,1.592928409576416,1.8766285475893794e-06,0.03549734434429813,0.010422076896210334,0.02670200914144516,0.021000001579523087
paraboloid,T+F,learned,2042,0.00012535162386484444,5.44265094504226e-06,140005.40625,30983514.0,1.7497990131378174,5.2537106140252116e-08,0.02398956121576812,0.034477094005614585,0.004873380064964294,0.023000001907348633
paraboloid,T+F,oracle_drift+learned_diff,2042,0.00012535162386484444,5.44265094504226e-06,140005.40625,30983514.0,1.7497990131378174,5.2537106140252116e-08,0.0353969443666412,0.03144726406316235,0.008649200201034546,0.0
paraboloid,T+F,oracle_drift+oracle_diff,2042,0.00012535162386484444,5.44265094504226e-06,140005.40625,30983514.0,1.7497990131378174,5.2537106140252116e-08,0.02728291209780267,0.0467851621751909,0.013608090579509735,0.0
paraboloid,baseline,learned,3042,0.002068017376586795,8.975517266662791e-05,13348.5908203125,2208526.25,1.379654884338379,1.9625344562386586e-06,0.23029281587549297,0.29586133285084565,0.12641991674900055,0.0215000007301569
paraboloid,baseline,oracle_drift+learned_diff,3042,0.002068017376586795,8.975517266662791e-05,13348.5908203125,2208526.25,1.379654884338379,1.9625344562386586e-06,0.050705774653150834,0.07437021958566166,0.006577163934707642,0.0
paraboloid,baseline,oracle_drift+oracle_diff,3042,0.002068017376586795,8.975517266662791e-05,13348.5908203125,2208526.25,1.379654884338379,1.9625344562386586e-06,0.02813216589964256,0.06596870724282651,0.007883608341217041,0.0
