surface,reg,seed,ae_loss,drift_loss,diff_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,MMD@1.0,survival@1.0
paraboloid,T+F,4042,0.015459569171071053,0.043575894087553024,0.9767150282859802,1.3200241088867188,2.6158108554043613,2.899471082185444,1.302479527484715,0.20736752450466156,0.7599999904632568
paraboloid,T+F+K,4042,0.01231047697365284,0.04221900925040245,0.8472535014152527,1.3219570922851562,2.587713891333276,2.819956528513055,1.2515776129901788,0.22691108286380768,0.7599999904632568
paraboloid,T+F,5042,0.042767055332660675,0.11691367626190186,2.8716180324554443,1.201074676513672,2.24002436155914,2.9700540779462825,2.612269415913298,0.3114323616027832,0.7649999856948853
paraboloid,T+F+K,5042,0.02111973613500595,0.09165745973587036,1.4393008947372437,1.1426112365722656,1.984609624390961,2.603677986494077,2.035543851950601,0.27005064487457275,0.7649999856948853
paraboloid,T+F,6042,0.05839661508798599,0.3656253516674042,2.9210305213928223,0.9312309265136719,1.9978599330357143,2.5454306406517553,2.2080199215307763,0.24316847324371338,0.7299999594688416
paraboloid,T+F+K,6042,0.09988640993833542,0.267679363489151,1.6204887628555298,0.9285243225097656,1.8404544503348215,2.223198459572988,1.6045556642059835,0.22281654179096222,0.7299999594688416
paraboloid,T+F,7042,0.04509793594479561,0.09737228602170944,1.691624641418457,1.0249647590982256,2.095862275810652,2.5819223441329657,1.7274543087934746,0.18953552842140198,0.7649999856948853
paraboloid,T+F+K,7042,0.041907843202352524,0.044909220188856125,0.9375878572463989,1.0470808019590139,2.046410345262097,2.424050524343852,1.4934826152642697,0.17851071059703827,0.7649999856948853
paraboloid,T+F,8042,0.05797339603304863,0.14257195591926575,1.3231958150863647,0.9230254364013671,1.5961566681557513,1.9713127088246856,1.339085037159081,0.14973445236682892,0.7949999570846558
paraboloid,T+F+K,8042,0.03241978585720062,0.12148697674274445,1.2246348857879639,0.8136495971679687,1.478644513069315,1.8848878872469537,1.1677519151653126,0.10419514775276184,0.7949999570846558
paraboloid,T+F,9042,0.02840580604970455,0.2370036095380783,2.4257781505584717,0.91057373046875,1.728089379482582,2.3646296450966284,1.4941218215686274,0.19207677245140076,0.7599999904632568
paraboloid,T+F+K,9042,0.0285722054541111,0.21976728737354279,2.3163387775421143,0.6122996520996093,1.2752096874466359,1.955115468878495,1.3543173014186174,0.25385719537734985,0.7599999904632568
hyperbolic_paraboloid,T+F,42,0.006299503147602081,0.10194724798202515,1.513247013092041,0.6212099075317383,1.5349223924719768,2.072857825584661,1.0047886863651647,0.10994734615087509,0.7649999856948853
hyperbolic_paraboloid,T+F+K,42,0.003792636562138796,0.03362181410193443,1.4259108304977417,0.6153059768676757,1.49200439453125,1.9889302970537173,0.9259882432695509,0.10205954313278198,0.7649999856948853
hyperbolic_paraboloid,T+F,1042,0.019058752804994583,0.05440061166882515,1.703642725944519,1.0632003707502355,1.9951529366629464,2.5180791219075522,1.3603013361973801,0.19118565320968628,0.7199999690055847
hyperbolic_paraboloid,T+F+K,1042,0.006980477832257748,0.03974298760294914,1.6640026569366455,1.0815657419175957,2.0152615792410713,2.534915076361762,1.3739256910041353,0.19922414422035217,0.7199999690055847
hyperbolic_paraboloid,T+F,2042,0.021687915548682213,0.055168431252241135,3.9348809719085693,0.9350846640428706,2.3506538474952783,2.8963623046875,1.451763931072337,0.18817715346813202,0.7849999666213989
hyperbolic_paraboloid,T+F+K,2042,0.022363603115081787,0.03237006068229675,4.348361968994141,1.0240659474128455,2.323512486049107,2.709070873867934,1.3552616311450167,0.1736435443162918,0.7849999666213989
hyperbolic_paraboloid,T+F,3042,0.02419077605009079,0.0824899673461914,2.038221836090088,0.991160888671875,2.0968206654424253,2.8578335550807465,1.5596551943162205,0.21962808072566986,0.7450000047683716
hyperbolic_paraboloid,T+F+K,3042,0.02605033665895462,0.03972826898097992,1.8895210027694702,0.9837387847900391,2.0419440891431724,2.656877146471267,1.2837853195037996,0.17425622045993805,0.7450000047683716
hyperbolic_paraboloid,T+F,4042,0.005484207533299923,0.08825398236513138,1.4304418563842773,1.2655902099609375,2.5621163504464284,2.7752079210783305,1.3252359871968769,0.18079927563667297,0.7599999904632568
hyperbolic_paraboloid,T+F+K,4042,0.01589651219546795,0.024783117696642876,1.424479365348816,1.277461395263672,2.5983621785928914,2.805140445106908,1.2640483911943385,0.17578837275505066,0.7599999904632568
hyperbolic_paraboloid,T+F,5042,0.02988847903907299,0.037128251045942307,0.7172843217849731,0.8828385925292969,1.839779761529738,2.59819020788654,1.4689075555348754,0.2282295823097229,0.7649999856948853
hyperbolic_paraboloid,T+F+K,5042,0.026600969955325127,0.025805532932281494,0.6584712266921997,0.8715167999267578,1.7926471669186828,2.465365740208844,1.2588208551838427,0.1917320191860199,0.7649999856948853
hyperbolic_paraboloid,T+F,6042,0.037770435214042664,0.05924724414944649,1.3590859174728394,0.7271858978271485,1.5470054408482143,2.199457874036815,1.7249339758372555,0.24036210775375366,0.7299999594688416
hyperbolic_paraboloid,T+F+K,6042,0.03082743100821972,0.038150981068611145,1.1549831628799438,0.7209658813476563,1.5346212332589286,2.1303305429955053,1.5529685584219644,0.21635542809963226,0.7299999594688416
hyperbolic_paraboloid,T+F,7042,0.019734157249331474,0.05225210264325142,1.245005488395691,1.0048403332580873,1.9865840788810485,2.507473415798611,1.3732901702329519,0.2253953516483307,0.7649999856948853
hyperbolic_paraboloid,T+F+K,7042,0.01626761630177498,0.028139052912592888,1.5567665100097656,1.0184318504141803,1.99369631531418,2.5682025984221815,1.1774461211014222,0.15574143826961517,0.7649999856948853
hyperbolic_paraboloid,T+F,8042,0.01633818820118904,0.12976865470409393,2.112334728240967,0.8957791137695312,1.7588807775619182,2.327215998427673,1.4505690415538801,0.2369920313358307,0.7949999570846558
hyperbolic_paraboloid,T+F+K,8042,0.01878226362168789,0.044759638607501984,1.7448902130126953,0.9293670654296875,1.7770609754197142,2.257379687807095,1.2446309288877377,0.1976161152124405,0.7949999570846558
hyperbolic_paraboloid,T+F,9042,0.004516306333243847,0.08268507570028305,1.5732876062393188,1.0363960266113281,1.8397033357880805,2.536727704499897,1.2054864900633009,0.13058441877365112,0.7599999904632568
hyperbolic_paraboloid,T+F+K,9042,0.05386471375823021,0.04593493416905403,1.6652199029922485,1.0357440185546876,1.8417411762508538,2.543569062885485,1.1636648129624219,0.12629269063472748,0.7599999904632568
