surface,penalty,epochs,time_sec,reconstruction_mean,reconstruction_std,tangent_mean,tangent_std,encoder contr_mean,encoder contr_std,decoder contr_mean,decoder contr_std,diffeo_mean,diffeo_std,curvature_mean,curvature_std,hessian_mean,hessian_std,weight_tangent_bundle,weight_contractive,weight_normal_decoder_jacobian,weight_decoder_contraction,weight_diffeo,weight_curvature
sinusoidal,baseline,500,14.462557315826416,0.00876042153686285,0.014284803532063961,0.0785905197262764,0.1692463904619217,0.847492516040802,0.22608906030654907,4.377180576324463,0.18168486654758453,0.08674819767475128,0.08089948445558548,1.673954725265503,4.389162063598633,1.1661032438278198,1.014612078666687,0.0,0.0,0.0,0.0,0.0,0.0
sinusoidal,T,500,16.7085223197937,0.0034700832329690456,0.0028747941832989454,0.0006218246999196708,0.0018526517087593675,1.7601158618927002,0.577136754989624,5.424626350402832,1.3693292140960693,0.07094790786504745,0.06440196186304092,0.035088930279016495,0.14053629338741302,6.055702209472656,4.34367561340332,1.0,0.0,0.0,0.0,0.0,0.0
sinusoidal,C,500,17.049163341522217,0.007434461731463671,0.01386851817369461,0.08255208283662796,0.1745850145816803,0.6092188954353333,0.06022121384739876,6.17247200012207,0.2157181203365326,0.01692143827676773,0.024656467139720917,1.7417227029800415,4.481182098388672,1.2275285720825195,1.0598474740982056,0.0,0.01,0.0,0.0,0.0,0.0
sinusoidal,T+C,500,20.234405755996704,0.001374114421196282,0.001630085869692266,0.0012932649115100503,0.004334143828600645,0.7307380437850952,0.13170014321804047,6.164824485778809,1.5438026189804077,0.04111460968852043,0.05330788344144821,0.027401914820075035,0.1146184504032135,6.260040283203125,4.445529937744141,1.0,0.01,0.0,0.0,0.0,0.0
sinusoidal,N,500,15.28852915763855,0.008936241269111633,0.013418911956250668,0.06954222172498703,0.15575608611106873,0.9426946043968201,0.2964179515838623,4.0596232414245605,0.22909611463546753,0.11126109957695007,0.10220406949520111,1.5532777309417725,4.218968391418457,0.9565521478652954,0.8418339490890503,0.0,0.0,0.01,0.0,0.0,0.0
sinusoidal,T+N,500,16.91175079345703,0.0035238568671047688,0.0029123802669346333,0.0006090370588935912,0.0017736426088958979,1.75709068775177,0.5757888555526733,5.409691333770752,1.3683174848556519,0.07140757143497467,0.06490477919578552,0.031851738691329956,0.12634965777397156,6.031460762023926,4.337100982666016,1.0,0.0,0.01,0.0,0.0,0.0
sinusoidal,C+N,500,19.223220825195312,0.006557581014931202,0.013978074304759502,0.08048233389854431,0.17184078693389893,0.6519951820373535,0.08708589524030685,5.676901340484619,0.22889521718025208,0.02857229858636856,0.039951130747795105,1.7166095972061157,4.448835849761963,1.1666046380996704,1.008779764175415,0.0,0.01,0.01,0.0,0.0,0.0
sinusoidal,T+C+N,500,20.770478010177612,0.0013728453777730465,0.001648088451474905,0.0012169432593509555,0.004142645746469498,0.7317929267883301,0.13279567658901215,6.148059844970703,1.5421322584152222,0.04143054783344269,0.05390865355730057,0.024313118308782578,0.1048814058303833,6.228532791137695,4.439449787139893,1.0,0.01,0.01,0.0,0.0,0.0
sinusoidal,D,500,15.292436361312866,0.0205087773501873,0.02247822843492031,0.0725993663072586,0.15940532088279724,1.2444565296173096,0.6456015706062317,2.6034421920776367,0.09481767565011978,0.3055236041545868,0.20990309119224548,1.62344229221344,4.348565578460693,1.2677505016326904,1.1173980236053467,0.0,0.0,0.0,0.01,0.0,0.0
sinusoidal,T+D,500,17.00387978553772,0.011467400006949902,0.011199000291526318,0.0031157436314970255,0.008870839141309261,1.7276785373687744,0.7577382326126099,3.1300814151763916,0.7262149453163147,0.2018669843673706,0.17102468013763428,0.07110561430454254,0.20663516223430634,3.0940680503845215,2.4611451625823975,1.0,0.0,0.0,0.01,0.0,0.0
sinusoidal,C+D,500,18.986411333084106,0.019696539267897606,0.023073671385645866,0.07780709862709045,0.16883011162281036,1.105780839920044,0.5234732031822205,2.8036792278289795,0.08252495527267456,0.2606501281261444,0.18614012002944946,1.6827467679977417,4.413042068481445,1.3440502882003784,1.1797833442687988,0.0,0.01,0.0,0.01,0.0,0.0
sinusoidal,T+C+D,500,20.687476873397827,0.011824239045381546,0.011710835620760918,0.004004668910056353,0.011074327863752842,1.1338087320327759,0.4381634593009949,3.2359437942504883,0.8376303911209106,0.21098648011684418,0.1810576468706131,0.07883725315332413,0.26887568831443787,3.2110557556152344,2.502037525177002,1.0,0.01,0.0,0.01,0.0,0.0
sinusoidal,N+D,500,15.907748222351074,0.019609684124588966,0.021038182079792023,0.05718555301427841,0.13660529255867004,1.2730907201766968,0.6676288843154907,2.5661873817443848,0.14570914208889008,0.31366974115371704,0.21539294719696045,1.4248074293136597,4.080568313598633,1.0121814012527466,0.9305769205093384,0.0,0.0,0.01,0.01,0.0,0.0
sinusoidal,T+N+D,500,17.63247013092041,0.011273819953203201,0.011067898012697697,0.0030268924310803413,0.008683587424457073,1.722841501235962,0.7535611391067505,3.1270337104797363,0.7300848960876465,0.2013176679611206,0.1715041548013687,0.0679907500743866,0.20196989178657532,3.0923097133636475,2.4613373279571533,1.0,0.0,0.01,0.01,0.0,0.0
sinusoidal,C+N+D,500,19.586825847625732,0.01919831894338131,0.021974174305796623,0.06726774573326111,0.1536502093076706,1.1245567798614502,0.541512131690979,2.755908727645874,0.127050518989563,0.2708376348018646,0.1932305544614792,1.5583347082138062,4.261798858642578,1.1419247388839722,1.0236436128616333,0.0,0.01,0.01,0.01,0.0,0.0
sinusoidal,T+C+N+D,500,21.466288328170776,0.011718740686774254,0.01163795031607151,0.0038343218620866537,0.010737705044448376,1.1358987092971802,0.4383346140384674,3.236727476119995,0.8440613150596619,0.2097078114748001,0.1807365119457245,0.0807415172457695,0.2924134135246277,3.2199771404266357,2.513138771057129,1.0,0.01,0.01,0.01,0.0,0.0
sinusoidal,F,500,18.955289363861084,0.006094066426157951,0.013781609944999218,0.08238483220338821,0.1746235489845276,0.5315045714378357,0.02077062614262104,7.797582149505615,0.26191240549087524,0.0019443780183792114,0.0023963898420333862,1.7463165521621704,4.478536128997803,1.1240040063858032,0.9673528075218201,0.0,0.0,0.0,0.0,1.0,0.0
sinusoidal,T+F,500,20.575020790100098,0.0018869603518396616,0.0013505197130143642,0.00717799412086606,0.02008856274187565,1.0050557851791382,0.2549945116043091,7.747622966766357,0.9633855819702148,0.00297744944691658,0.003474730998277664,0.5135100483894348,1.7695786952972412,6.418089389801025,4.067122936248779,1.0,0.0,0.0,0.0,1.0,0.0
sinusoidal,C+F,500,19.370965003967285,0.005974213592708111,0.013740714639425278,0.08225347846746445,0.17434176802635193,0.4700796902179718,0.01763199269771576,8.703775405883789,0.2794792652130127,0.001191041897982359,0.0012498045107349753,1.7454206943511963,4.477913856506348,1.0854202508926392,0.9300569295883179,0.0,0.01,0.0,0.0,1.0,0.0
sinusoidal,T+C+F,500,21.13535189628601,0.001794826122932136,0.000927805551327765,0.00994550809264183,0.029063640162348747,0.5504295229911804,0.05222655087709427,8.405272483825684,0.8878734111785889,0.0017859864747151732,0.001709679258055985,0.6405504941940308,2.184457778930664,6.634044647216797,4.16167688369751,1.0,0.01,0.0,0.0,1.0,0.0
sinusoidal,N+F,500,19.566571712493896,0.006170087959617376,0.013397721573710442,0.08141355216503143,0.1729888767004013,0.5523478984832764,0.02489055134356022,7.36144495010376,0.25515472888946533,0.0022752874065190554,0.003038589144125581,1.7471116781234741,4.478092670440674,1.1219491958618164,0.9669952392578125,0.0,0.0,0.01,0.0,1.0,0.0
sinusoidal,T+N+F,500,21.24691867828369,0.0019060400081798434,0.0011551270727068186,0.006623499095439911,0.0186406672000885,1.0175395011901855,0.2553262412548065,7.733008861541748,0.993956446647644,0.0030405365396291018,0.003572014393284917,0.48437631130218506,1.6750462055206299,6.471645355224609,4.125843524932861,1.0,0.0,0.01,0.0,1.0,0.0
