surface,config,seed,time,MTE_sde,MTE_ode,E_mu,E_Sigma
sinusoidal,T+F,3042,0.1,1.0922808837890625,0.056148104667663574,0.036551740020513535,0.026820426806807518
sinusoidal,T+F,3042,0.2,1.4918194206393496,0.07401154518127441,0.03439570963382721,0.030130524188280106
sinusoidal,T+F,3042,0.5,2.054624463691086,0.13063571929931642,0.042322054505348206,0.023813385516405106
sinusoidal,T+F,3042,1.0,2.4180469781580105,0.23004295349121093,,
sinusoidal,T+F+K,3042,0.1,1.0827220153808594,0.13142730712890624,0.005135871469974518,0.002497038571164012
sinusoidal,T+F+K,3042,0.2,1.4880023878447863,0.13636293411254882,0.005507250316441059,0.0031138050835579634
sinusoidal,T+F+K,3042,0.5,2.032664147882514,0.1529778289794922,0.005009994376450777,0.003372028935700655
sinusoidal,T+F+K,3042,1.0,2.4150411965963725,0.19951128005981444,,
sinusoidal,T+F,4042,0.1,0.6393497467041016,0.07323617935180664,0.05104602128267288,0.024181168526411057
sinusoidal,T+F,4042,0.2,0.8930374145507812,0.11036535263061524,0.042820900678634644,0.027599701657891273
sinusoidal,T+F,4042,0.5,1.4247040300738087,0.20674057006835939,0.06022917851805687,0.03048861026763916
sinusoidal,T+F,4042,1.0,1.7083543313516152,0.3343795394897461,,
sinusoidal,T+F+K,4042,0.1,0.6357997131347656,0.06015181541442871,0.04542270675301552,0.020033296197652817
sinusoidal,T+F+K,4042,0.2,0.8900373840332031,0.09340981483459472,0.03283074125647545,0.026522772386670113
sinusoidal,T+F+K,4042,0.5,1.4050574408637153,0.1773863410949707,0.05114329606294632,0.029046811163425446
sinusoidal,T+F+K,4042,1.0,1.7152764975619155,0.28380552291870115,,
sinusoidal,T+F,5042,0.1,0.6378133773803711,0.08240737915039062,0.005493136588484049,0.001946044503711164
sinusoidal,T+F,5042,0.2,0.9366317132506707,0.10649909973144531,0.007390911225229502,0.0030775219202041626
sinusoidal,T+F,5042,0.5,1.3597181568975034,0.15943027496337892,0.00691261375322938,0.006381108891218901
sinusoidal,T+F,5042,1.0,1.6677444458007813,0.2155630874633789,,
sinusoidal,T+F+K,5042,0.1,0.6399755859375,0.08916227340698242,0.001081446185708046,0.0003810324124060571
sinusoidal,T+F+K,5042,0.2,0.9356916793669113,0.11249262809753419,0.0012036378029733896,0.0006369769107550383
sinusoidal,T+F+K,5042,0.5,1.3503296893575918,0.17247745513916016,0.001724695204757154,0.0015798744279891253
sinusoidal,T+F+K,5042,1.0,1.6730058225866866,0.23377834320068358,,
sinusoidal,T+F,6042,0.1,0.43747032165527344,0.12892019271850585,0.019994260743260384,0.01092575490474701
sinusoidal,T+F,6042,0.2,0.5663875520538172,0.13198238372802734,0.018462976440787315,0.010702869854867458
sinusoidal,T+F,6042,0.5,0.7989973747867277,0.16272098541259766,0.03081268072128296,0.015117231756448746
sinusoidal,T+F,6042,1.0,0.8951214306975064,0.2405792236328125,,
sinusoidal,T+F+K,6042,0.1,0.40564727783203125,0.03945221185684204,0.0012909398647025228,0.0010455441661179066
sinusoidal,T+F+K,6042,0.2,0.5400710427081646,0.06324817180633545,0.0016539643984287977,0.0008804355165921152
sinusoidal,T+F+K,6042,0.5,0.764247087751116,0.12444881439208984,0.0023589329794049263,0.0019862193148583174
sinusoidal,T+F+K,6042,1.0,0.8539580776266855,0.18702808380126953,,
sinusoidal,T+F,7042,0.1,0.6389539709043264,0.0469826602935791,0.05590953677892685,0.030888177454471588
sinusoidal,T+F,7042,0.2,0.8929256863064237,0.07592739582061768,0.05602458119392395,0.034407567232847214
sinusoidal,T+F,7042,0.5,1.4276414808336195,0.14770569801330566,0.10888247191905975,0.0415862575173378
sinusoidal,T+F,7042,1.0,1.8304710910744864,0.2314307975769043,,
sinusoidal,T+F+K,7042,0.1,0.6483816789023241,0.15109533309936524,0.03555821254849434,0.022485997527837753
sinusoidal,T+F+K,7042,0.2,0.9221242268880209,0.15760915756225585,0.03417772054672241,0.02408885769546032
sinusoidal,T+F+K,7042,0.5,1.4363919771634615,0.18591018676757812,0.0516275018453598,0.019977783784270287
sinusoidal,T+F+K,7042,1.0,1.7604148757289833,0.2322109031677246,,
sinusoidal,T+F,8042,0.1,0.9018129730224609,0.10601399421691894,0.006876928266137838,0.0031509792897850275
sinusoidal,T+F,8042,0.2,1.0946659920784423,0.14196646690368653,0.006408401764929295,0.003072268795222044
sinusoidal,T+F,8042,0.5,1.4552920727019614,0.2410684585571289,0.01335238479077816,0.006962733808904886
sinusoidal,T+F,8042,1.0,1.733185774125393,0.35768592834472657,,
sinusoidal,T+F+K,8042,0.1,0.9055377960205078,0.08409189224243165,0.004935565870255232,0.0016198221128433943
sinusoidal,T+F+K,8042,0.2,1.1098035628420448,0.1257442283630371,0.005029167048633099,0.00212659128010273
sinusoidal,T+F+K,8042,0.5,1.47632290454621,0.22905536651611327,0.009184380993247032,0.0031109959818422794
sinusoidal,T+F+K,8042,1.0,1.7218015634330215,0.34134239196777344,,
sinusoidal,T+F,9042,0.1,0.7717362976074219,0.053821678161621096,0.07278632372617722,0.05034630000591278
sinusoidal,T+F,9042,0.2,1.124630830725845,0.08408387184143067,0.07361392676830292,0.037814028561115265
sinusoidal,T+F,9042,0.5,1.5083380230402543,0.1581902313232422,0.12953531742095947,0.052613649517297745
sinusoidal,T+F,9042,1.0,1.8178587159910402,0.25530702590942383,,
sinusoidal,T+F+K,9042,0.1,0.7892079162597656,0.08674640655517578,0.04376921057701111,0.032259926199913025
sinusoidal,T+F+K,9042,0.2,1.1393176487513952,0.0917691421508789,0.03950853645801544,0.03451433777809143
sinusoidal,T+F+K,9042,0.5,1.5084797949764315,0.11466601371765137,0.05282890424132347,0.05445357784628868
sinusoidal,T+F+K,9042,1.0,1.7382820977105036,0.15405515670776368,,
