surface,config,seed,time,MTE_sde,MTE_ode,E_mu,E_Sigma
quartic_dome,T+F+K,9042,0.1,1.188561229216747,0.145853853225708,0.19732286036014557,0.053142037242650986
quartic_dome,T+F+K,9042,0.2,1.3932136577335212,0.20376575469970704,0.18300919234752655,0.04936108738183975
quartic_dome,T+F+K,9042,0.5,1.7190751056281888,0.3279248751126803,0.19522814452648163,0.05400916188955307
quartic_dome,T+F+K,9042,1.0,2.163232026276765,0.45133901897229645,,
sinusoidal,T+F,42,0.1,0.8315519714355468,0.045753555297851564,0.0360509529709816,0.018858768045902252
sinusoidal,T+F,42,0.2,1.1086892700195312,0.0722519588470459,0.03757058084011078,0.018434196710586548
sinusoidal,T+F,42,0.5,1.576874622323895,0.1406966495513916,0.0379391573369503,0.028840389102697372
sinusoidal,T+F,42,1.0,1.7857381886449353,0.2237873077392578,,
sinusoidal,T+F+K,42,0.1,0.8394306945800781,0.10918004989624024,0.00684206560254097,0.004800364375114441
sinusoidal,T+F+K,42,0.2,1.1110054016113282,0.11010534286499024,0.0067027476616203785,0.005794977769255638
sinusoidal,T+F+K,42,0.5,1.507197862260797,0.15957910537719727,0.006369573995471001,0.006392890587449074
sinusoidal,T+F+K,42,1.0,1.7168718610491072,0.3050687217712402,,
sinusoidal,T+F,1042,0.1,0.8466023967493719,0.051088414192199706,0.02996724471449852,0.01912422850728035
sinusoidal,T+F,1042,0.2,1.1200048417007367,0.0748210859298706,0.03269020840525627,0.02774350717663765
sinusoidal,T+F,1042,0.5,1.5204110281808036,0.14352912902832032,0.03527040779590607,0.03560100495815277
sinusoidal,T+F,1042,1.0,1.9110770847486414,0.23910442352294922,,
sinusoidal,T+F+K,1042,0.1,0.8639975696352858,0.035923795700073244,0.021257098764181137,0.015856504440307617
sinusoidal,T+F+K,1042,0.2,1.1467176051955148,0.04976287841796875,0.026445625349879265,0.019335061311721802
sinusoidal,T+F+K,1042,0.5,1.5591779436383928,0.09165981292724609,0.025324592366814613,0.024825319647789
sinusoidal,T+F+K,1042,1.0,1.9255219619639599,0.1600658416748047,,
sinusoidal,T+F,2042,0.1,0.6597058473519943,0.10849165916442871,0.04784783720970154,0.04354013502597809
sinusoidal,T+F,2042,0.2,1.0227908991315038,0.11331918716430664,0.042438771575689316,0.045813918113708496
sinusoidal,T+F,2042,0.5,1.5268057491002458,0.14163395881652832,0.0715181827545166,0.04779685288667679
sinusoidal,T+F,2042,1.0,1.8454714781485948,0.19131471633911132,,
sinusoidal,T+F+K,2042,0.1,0.6586259238084956,0.11299152374267578,0.004092740826308727,0.005781151354312897
sinusoidal,T+F+K,2042,0.2,1.0192666610485406,0.1086553955078125,0.004616854712367058,0.0062306784093379974
sinusoidal,T+F+K,2042,0.5,1.4956813316560735,0.12077591896057129,0.005455157719552517,0.008413414470851421
sinusoidal,T+F+K,2042,1.0,1.79436799133716,0.16811134338378905,,
