N,D,K_pairs,surface,condition,seed,ae_loss,recon_per_dim,E_mu,E_Sigma,drift_loss,diff_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,sW2@0.1,sW2@0.2,sW2@0.5,sW2@1.0,MMD@1.0,survival@1.0,stopped@1.0
20,11,4,paraboloid,no_penalty,5042,0.0,0.0003447341944345019,1.9575324058532715,2.394033432006836,0.3777045011520386,0.0666520968079567,1.2277998368818681,1.709620964923028,1.5406795767850654,0.5158085289214259,0.462550386078139,0.551169039237857,0.5348271896519503,0.774748707468166,0.14688868820667267,0.2580000162124634,0.06599999964237213
20,11,4,paraboloid,T+F,5042,0.0,0.002416445958343419,0.3291064500808716,0.4415217936038971,0.15172763168811798,0.011261296458542347,1.296288794213599,1.9308784738238007,1.8140471702398255,0.899664573104809,0.6831320811303406,0.8843497043412273,0.9673423000038363,1.1676235050194157,0.28506678342819214,0.2580000162124634,0.06599999964237213
20,11,4,paraboloid,no_penalty,6042,0.0,0.0007717196236957203,2.872457504272461,9.499979019165039,0.35657280683517456,0.10614891350269318,0.8325521998468475,1.2601472148745079,1.3055588217342602,1.0502519047920407,0.4509977379051713,0.5305169361524782,0.6742329395093396,0.8948061213955981,0.3398502469062805,0.2720000147819519,0.06000000238418579
20,11,4,paraboloid,T+F,6042,0.0,0.0004794955338266763,0.36363741755485535,0.28856828808784485,0.055699653923511505,0.016756098717451096,0.6767849691113711,1.0777232252706692,1.0669196633731617,0.7736389631020097,0.31939763059828397,0.38098294625419,0.44418479872639705,0.7210273764479278,0.25879067182540894,0.2720000147819519,0.06000000238418579
20,11,4,paraboloid,no_penalty,7042,0.0,0.0006276640025052158,1.5090962648391724,2.671581506729126,1.7604215145111084,0.2816658020019531,0.8806700853524229,1.307431399167239,1.420276747809516,0.6467095255428773,0.44204047482389736,0.4670673401930393,0.36860498997636737,0.562225367929486,0.0958145409822464,0.2880000174045563,0.058000002056360245
20,11,4,paraboloid,T+F,7042,0.0,0.0009225367314436219,0.19077707827091217,0.3101459741592407,0.270039826631546,0.0374412015080452,0.923031172563326,1.5522904727921818,1.6752344767252605,0.8056464065518054,0.6660233580045023,0.9213252362399876,0.9187993447111635,0.8647571398792846,0.3012707233428955,0.2880000174045563,0.058000002056360245
20,11,4,paraboloid,no_penalty,8042,0.0,0.005416002801873467,3.4692678451538086,12.6826171875,0.576956570148468,0.48417872190475464,0.8998236656188965,1.2659513228167143,1.3807131166811342,0.7830082736340787,0.4803339568820576,0.45036695219072553,0.5931102788892725,0.7320490278765871,0.12646673619747162,0.27000001072883606,0.058000002056360245
20,11,4,paraboloid,T+F,8042,0.0,0.0008834660561247306,0.2904908061027527,0.4359336197376251,1.9807169437408447,0.05304956063628197,0.7471490587506976,1.199659165505057,1.3315457944516782,0.8626571355491681,0.4441085180457938,0.5541382065628853,0.9731045993832246,1.6546822426628505,0.1868293136358261,0.27000001072883606,0.058000002056360245
20,11,4,paraboloid,no_penalty,9042,0.0,0.0002476090184328231,1.985765814781189,4.43735408782959,0.4002106785774231,0.09026234596967697,0.9597209644737748,1.223376220703125,1.211946095135195,0.8289919090161555,0.5872084629809652,0.7154685607701512,0.8201518083573335,0.5668366856477199,0.23404060304164886,0.28200000524520874,0.04400000348687172
20,11,4,paraboloid,T+F,9042,0.0,0.0005014232698489319,0.2835192084312439,0.32300254702568054,0.23513582348823547,0.0236570592969656,0.43502330359908453,0.753857177734375,1.0214519094913563,0.7968622248260417,0.34393194015872236,0.28011720889887165,0.4058692304184231,0.5830191838697897,0.30306240916252136,0.28200000524520874,0.04400000348687172
20,11,4,hyperbolic_paraboloid,no_penalty,42,0.0,0.0017556094310500405,1.494085669517517,1.8199681043624878,0.28160643577575684,0.09989707171916962,0.8470906213025473,1.2805233145118655,1.293729509626116,0.8264156869443718,0.3425847150241131,0.4381002292758095,0.5826913206143555,1.0241597219312482,0.198512002825737,0.2800000011920929,0.04200000315904617
20,11,4,hyperbolic_paraboloid,T+F,42,0.0,0.00052688406272368,0.13197475671768188,0.2031017243862152,0.13256025314331055,0.005743314046412706,0.9157328786191536,1.653797579887218,1.7172725132533482,0.8998487564949549,0.4375485035945626,0.5502424509300284,0.7278691121129045,0.5744513067611103,0.2799135744571686,0.2800000011920929,0.04200000315904617
20,11,4,hyperbolic_paraboloid,no_penalty,1042,0.0,0.00024057361720637843,1.5255017280578613,2.434732437133789,0.43486809730529785,0.049610886722803116,0.3702605997268235,0.661631077195632,0.7408374043919096,0.4830366335276163,0.20492427807551578,0.22197611768818845,0.278908151039933,0.3878045176645652,0.16065120697021484,0.2980000078678131,0.06200000271201134
20,11,4,hyperbolic_paraboloid,T+F,1042,0.0,0.00010694477664814754,0.1331120878458023,0.141511470079422,0.13137254118919373,0.0033424056600779295,0.9417390207405345,1.5916977212331551,1.7124847821741296,0.8838796946864637,0.49442498072406676,0.6887849984980053,0.7935558832653895,1.0226314538945414,0.22535699605941772,0.2980000078678131,0.06200000271201134
20,11,4,hyperbolic_paraboloid,no_penalty,2042,0.0,0.00022624352608214724,1.074222207069397,2.6294164657592773,0.2147124856710434,0.06337953358888626,1.2580056441457648,1.8904784671843997,1.7058772036903782,0.5620161786609558,0.5088285956946234,0.6799437135739929,0.8704316437301755,0.6710964504804889,0.16727392375469208,0.26600000262260437,0.04800000041723251
20,11,4,hyperbolic_paraboloid,T+F,2042,0.0,0.0002900267189199274,0.08598167449235916,0.21860787272453308,0.10773087292909622,0.006999427918344736,0.8789270635236773,1.6438195364815849,1.7737542632827186,0.944516850202207,0.44876817034436967,0.7455818319678962,1.1189802073892916,0.9893236819320628,0.28871503472328186,0.26600000262260437,0.04800000041723251
20,11,4,hyperbolic_paraboloid,no_penalty,3042,0.0,0.0003212974195114591,0.4575566053390503,0.6648420095443726,0.4515169858932495,0.156636044383049,0.9152165516517115,1.3870118553958721,1.3744160147274243,0.5966478550276193,0.3336372098659227,0.4930968268211768,0.5023476949872216,0.5444155073369111,0.15838348865509033,0.2720000147819519,0.05000000074505806
20,11,4,hyperbolic_paraboloid,T+F,3042,0.0,0.00015040173787962306,0.15401434898376465,0.1299235224723816,0.21612858772277832,0.04611322656273842,0.9800990204060421,1.7181089031162546,2.0933155732996322,1.4264512122566366,0.49221612381925184,0.5819956187132058,0.9798005988166454,1.3981584528406923,0.2678261697292328,0.2720000147819519,0.05000000074505806
20,11,4,hyperbolic_paraboloid,no_penalty,4042,0.0,0.0004622963765128092,1.2871187925338745,2.2172608375549316,0.37810152769088745,0.07143394649028778,0.9279010632032945,1.2432611638849431,1.1452500363613696,0.538083334753714,0.3262304808802277,0.4299625894941716,0.4203006064515072,0.93703911578751,0.1841742992401123,0.28200000524520874,0.06000000238418579
20,11,4,hyperbolic_paraboloid,T+F,4042,0.0,4.2432868874377824e-05,0.13775381445884705,0.15153905749320984,0.17705821990966797,0.008398983627557755,1.280066103324973,1.9836749452533144,2.20098573941711,1.377851369846819,0.5137814667821866,0.8201880357741633,1.0991159414160867,1.9128952411650186,0.2779032289981842,0.28200000524520874,0.06000000238418579
20,11,4,hyperbolic_paraboloid,no_penalty,5042,0.0,0.00034929727288809687,1.2115427255630493,1.5179134607315063,0.408805787563324,0.09160250425338745,1.2717971969436814,1.7921611039840868,1.6657337514004966,0.5278323796495463,0.4821075692290074,0.6247190753637385,0.6109830591495488,0.6834942422417847,0.20252138376235962,0.2580000162124634,0.06599999964237213
20,11,4,hyperbolic_paraboloid,T+F,5042,0.0,0.0005410741591318088,0.1525602638721466,0.2383938431739807,0.1598491668701172,0.006898895371705294,1.3054223364526099,1.968304060482011,1.9446311773255813,0.9287059662749859,0.5709322665347426,0.8041524425049094,0.8991114930598636,1.0945959659073676,0.2533690333366394,0.2580000162124634,0.06599999964237213
20,11,4,hyperbolic_paraboloid,no_penalty,6042,0.0,0.0003133669114586982,2.3002195358276367,4.618985176086426,0.40669384598731995,0.09489148110151291,0.721317778599945,1.0105016513133611,0.9714763865751379,0.8163981325887817,0.41665482082189953,0.45250594225377005,0.5220443248648643,0.5984495794207618,0.20317693054676056,0.2720000147819519,0.06000000238418579
