surface,D,N,seed,condition,E_mu_chart,E_Sigma_chart,fit_err_rel,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,sW2@0.1,sW2@0.2,sW2@0.5,sW2@1.0,MMD@1.0,survival@1.0,stopped@1.0
hyperbolic_paraboloid,201,20,2042,enc_pull,0.8123561143875122,2.4571895599365234,0.26955604553222656,0.5489872380306846,0.8440191480848525,0.8479488630940143,0.579474328180097,0.3147387767548628,0.3210570130800149,0.5597615061378932,0.5586714657160674,0.18308040499687195,0.26600000262260437,0.04800000041723251
hyperbolic_paraboloid,201,20,2042,enc_pull_v2,0.8123561143875122,2.4571895599365234,0.645860493183136,0.5356159544827646,0.9664238823784722,1.2743550924430216,1.0896742424176442,0.31274295645294675,0.35017838148084024,0.7019143027093763,1.1151047857901386,0.3035961091518402,0.26600000262260437,0.04800000041723251
hyperbolic_paraboloid,201,20,2042,direct_1st,0.8123561143875122,2.4571895599365234,0.7376825213432312,0.5171118953771758,1.017652360219804,1.4437953404017858,1.303141558023638,0.2987970530331714,0.35900436233885047,0.7721145391577955,1.2833851337299669,0.32526695728302,0.26600000262260437,0.04800000041723251
hyperbolic_paraboloid,201,20,3042,no_q,0.8630646467208862,2.2183828353881836,1.0923984050750732,1.3373003027127217,2.2644826405083953,2.5484287037568936,2.2507339173474077,0.9623979490735892,1.1615247405161497,2.0240276889513185,2.926020641031815,0.3323622941970825,0.2720000147819519,0.05000000074505806
hyperbolic_paraboloid,201,20,3042,current,0.8630646467208862,2.2183828353881836,0.9415947198867798,1.3265279359669484,2.193490099551073,2.389172497917624,2.0137909835331667,0.9393389662871876,1.1160978874788743,1.8951324618162577,2.5190371972003325,0.3187437057495117,0.2720000147819519,0.05000000074505806
hyperbolic_paraboloid,201,20,3042,oracle_q,0.8630646467208862,2.2183828353881836,0.9670045971870422,1.3271738800928492,2.194487842161264,2.394957374123966,2.0190167113931,0.9407735234377971,1.1226284849723331,1.897813354065375,2.5662667934204566,0.3142303228378296,0.2720000147819519,0.05000000074505806
hyperbolic_paraboloid,201,20,3042,enc_pull,0.8630646467208862,2.2183828353881836,0.3204193711280823,1.2320593180518986,1.6872412838152986,1.769377540139591,1.0117362699046533,0.7288194514184412,0.782301565502416,0.995822329051632,1.2707350324957163,0.20335932075977325,0.2720000147819519,0.05000000074505806
hyperbolic_paraboloid,201,20,3042,enc_pull_v2,0.8630646467208862,2.2183828353881836,0.8545553088188171,1.3127487419449835,2.1039610905433768,2.2237046185661766,1.7717350470015114,0.9137347346125279,1.0719785535939714,1.7671815272977542,2.2355825631643986,0.28381744027137756,0.2720000147819519,0.05000000074505806
hyperbolic_paraboloid,201,20,3042,direct_1st,0.8630646467208862,2.2183828353881836,1.1097971200942993,1.3191774626264552,2.1385989972014925,2.2716941833496094,1.8357915561280527,0.9221193831966337,1.098802040513586,1.7744738374112012,2.290044093665349,0.3142506182193756,0.2720000147819519,0.05000000074505806
hyperbolic_paraboloid,201,20,4042,no_q,0.7599793672561646,1.564720869064331,0.7139448523521423,1.0168284252770812,1.6863472678444602,1.82525634765625,1.2462860480120592,0.5128196932788907,0.8710211476519722,0.8411808424619224,1.1915538375410228,0.34989413619041443,0.28200000524520874,0.06000000238418579
hyperbolic_paraboloid,201,20,4042,current,0.7599793672561646,1.564720869064331,0.8373906016349792,1.0032287068067043,1.5609899578672466,1.6711337042193042,0.9703960132387148,0.4824743933371206,0.7579852255537308,0.6163964958104564,1.3470591068930988,0.3284491002559662,0.28200000524520874,0.06000000238418579
hyperbolic_paraboloid,201,20,4042,oracle_q,0.7599793672561646,1.564720869064331,0.6819738745689392,1.0041405932246474,1.664520263671875,1.884542262300532,1.2388100869209695,0.4950180353440903,0.8174249039350433,0.7842199451084568,1.291790314365396,0.33359670639038086,0.28200000524520874,0.06000000238418579
hyperbolic_paraboloid,201,20,4042,enc_pull,0.7599793672561646,1.564720869064331,0.4064377248287201,0.9527687850588056,1.3583263050426135,1.3916883536264406,0.48261454495014205,0.36471236227295756,0.468548495830859,0.44302448173154646,1.018506724324639,0.16736583411693573,0.28200000524520874,0.06000000238418579
hyperbolic_paraboloid,201,20,4042,enc_pull_v2,0.7599793672561646,1.564720869064331,0.7666083574295044,1.0012455276191363,1.586983651825876,1.739437130326075,1.045533526192834,0.4872913745939148,0.7753352937383011,0.6701296669055721,1.3179217903229774,0.3179953992366791,0.28200000524520874,0.06000000238418579
hyperbolic_paraboloid,201,20,4042,direct_1st,0.7599793672561646,1.564720869064331,0.6818473935127258,1.003095117928925,1.700723937063506,2.0191356036679964,1.3718534846157773,0.5033225718715842,0.8391524650379241,0.8506670919333065,1.3555629759769547,0.33631980419158936,0.28200000524520874,0.06000000238418579
